D2C2_Parent1	D2C2_Parent2	D2C2_R1_T1	D2C2_R2_T1	D2C2_R3_T1	D2C2_R1_T2	D2C2_R2_T2	D2C2_R3_T2	D2C2_R1_T3	D2C2_R2_T3	D2C2_R3_T3	D2C2_R1_T4	D2C2_R2_T4	D2C2_R3_T4	D2C2_R1_T6	D2C2_R2_T6	D2C2_R3_T6	D2C2_R1_T7	D2C2_R2_T7	D2C2_R3_T7	D2C2_R1_T8	D2C2_R2_T8	D2C2_R3_T8	D2C2_R1_T9_RESEQ	D2C2_R2_T9_RESEQ	D2C2_R3_T9_RESEQ	D2C2_R1_T10_RESEQ	D2C2_R3_T10_RESEQ	D2C2_R1_T12	D2C2_R2_T12	D2C2_R3_T12
RG59	0.00198617302576407	0.00674364365301623	0.00539714037837501	0.00518161779300691	0.00553099144060554	0.00346312072229503	0.00277174007546645	0.00196232147987281	0.00378184713375796	0.00165797534313666	0.000580733952252532	0.00123342584027135	0.000157265158886956	0.000444710035159887	8.33750208437552e-05	0.000252686412921994	0.000470152246359777	0	9.01656968074408e-05	2.44132677972722e-05	0	6.44935770846581e-06	0	0	0	0	0	0	0	0	0
RG60	0.00278866717758794	0.00452413581770669	0.00424437638104003	0.00399590485045391	0.0049853006810293	0.0025029124799767	0.00333860787007251	0.00356431593862754	0.0024637296532201	0.00276998301879975	0.00317017095852923	0.0010843868845719	0.000786325794434779	0.00202898953541699	0.000245736903539489	0.000482695840068938	0.000887758065185226	4.47172649294687e-05	0.000180331393614882	2.44132677972722e-05	0	3.09569170006359e-05	8.11714878602803e-05	0	3.15561936919169e-05	0	0	0	0	0	0
RG61	0.000465446608057844	0.000585201011227347	0.000292385047141097	0.000323851112062932	0.000128291536191765	0.000163826998689384	0.000236484724130136	0.000121732101729083	0.000420205237084218	8.0289362863761e-05	7.95525961989769e-05	0.000159317504368383	0	2.77943771974929e-05	0.00299711259138341	0	5.53120289835032e-06	0.00988658075531526	4.85507598193912e-05	0	0.00615759889282016	0	0	0.00633956478150616	0	0	0.00541480045457584	0	0.0103527411814705	0	0
RG62	0.0033183133177917	0.00589669818949447	0.00531325942222797	0.00513199544519081	0.00544787298053763	0.00170198048638416	0.00188144464344711	0.00184545866221289	0.00130042462845011	0.00105580512165846	0.00119328894298465	0.00029807791139891	0	0.000125074697388718	3.51052719342127e-05	0.00105609962323808	0	2.03260295133949e-05	0.000950207727893799	2.44132677972722e-05	0	0.000202509832045827	0	0	0.000134113823190647	0	0	0	0	0	0
RG63	0.00646810286370038	0.00732033264953482	0.00471890293295755	0.00480030922557797	0.00454983222719528	0.00187490898500073	0.00180841259628928	0.00152895519771728	0.000756369426751592	0.000851067246355867	0.00100634034191706	2.56963716723199e-05	0	0.000222355017579944	0	0	1.93592101442261e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG64	0.0034025752037332	0.00516466492454099	0.00421082399858121	0.00485776668094397	0.00522200759991833	0.00221166448230668	0.00161018275400372	0.00177241940117545	0.000995222929936306	0.0010076315039402	0.000910877226478286	0.000128481858361599	0.000432479186939129	0.000132023291688092	7.02105438684254e-05	0.000975110388327184	5.53120289835032e-05	5.69128826375056e-05	0.000811491271266967	0	0	0.000276032509922337	2.61843509226711e-06	0	0	0	0	0	0	0	0
RG65	0.00548504752771614	0.00585413811595066	0.00423239338730474	0.00439288363298267	0.00368973685779696	0.0017429372360565	0.00186753377732181	0.00137313810750405	0.000694444444444444	0.000718589797630661	0.000859168038948951	2.56963716723199e-05	0.000511111766382607	0.000305738149172422	0	0	1.6593608695051e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG66	0.00532856116811049	0.00430495143895609	0.00248527290069933	0.002572526978887	0.00302117533116382	0.00498307121013543	0.00154410613990854	0.00158738660654724	0.00613499646142958	0.000196708939016214	0.00163878348169893	0.00267756192825573	0.000402991969647824	0.000785191155829176	0.000140421087736851	0	9.40304492719554e-05	7.31737062482215e-05	0	1.62755118648482e-05	0	0	0	0	0	0	0	0	0	0	0
RG67	0.00340658767449232	0.00414109515581243	0.00388248997023424	0.00345005902447688	0.00214120380827101	0.00266673947866608	0.00319254377575684	0.00181137367372875	0.00152158527954706	0.00202730641230997	0.0013683046546224	0.00130023640661939	0.00276196935295216	0.000514195978153619	0.000465144853128319	0.000502133256447553	0.000575245101428433	7.31737062482215e-05	6.24224054820744e-05	0.000235994922040298	1.58394826824956e-05	0	0.000256606639042176	0	0	0.000171679999556955	0	0	0	0	1.84944757001084e-05
RG68	0.00197814808424584	0.00401128693150382	0.00389447296396953	0.00369033565600744	0.00439624376837415	0.00197957623416339	0.00249004503642908	0.00239081847795919	0.00129600141542817	0.00168607662013898	0.00165071637112877	0.000380306300750334	0.00105171075005652	0.000806036938727295	0	0.000424383590933093	6.36088333310287e-05	8.13041180535794e-06	0.000117908988132807	0	0	2.19278162087838e-05	0	0	0	0	0	0	0	0	0
RG69	0.00364332344928036	0.00616482665282046	0.00527251724352799	0.00386009631958881	0.00328859994181708	0.00124235474006116	0.000584256377262689	0.000579444804230434	0.00030962491153574	0.000686474052485156	0.000290366976126266	0.000107924761023743	0	0.000194560640382451	0	3.23956939643583e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG70	0.00138430241189617	0.00316221346430487	0.00212098989114648	0.00238448439768917	0.00316030840562531	0.00238004223095966	0.00254916621746161	0.00295078614591297	0.00190198159943383	0.00178242385557549	0.00245021996292849	0.000549902353787645	0.000629060635547823	0.000986700390511	0.000403710627243446	0.000379029619382992	0.000815852427506672	0	5.54865826507328e-05	5.69642915269685e-05	0	1.67683300420111e-05	7.85530527680132e-05	0	0	0	0	0	0	0	0
RG71	0.00706194853605004	0.00281322086124565	0.00274410556538161	0.00326201644327904	0.00235442072757563	0.0028078127275375	0.0017701577144447	0.00167990300386134	0.00162331917905166	0.000935371077362816	0.000548912913772941	0.000796587521841916	0	0.000166766263184958	9.6539497819085e-05	2.26769857750508e-05	1.10624057967006e-05	3.65868531241107e-05	1.38716456626832e-05	0	0	0	0	5.89726956419178e-06	0	0	0	0	0	0	0
RG72	0.0020543850286691	0.0028451409164035	0.00284715931150511	0.00300606959664866	0.0025260784168463	0.00175658948594728	0.00204837503695074	0.00186980508255871	0.00121638358103326	0.00166198981127985	0.00187346364048591	0.000102785486689279	0.000796154866865214	0.000812985533026669	0	0.000275363398697045	0.00105092855068656	0	5.54865826507328e-05	0.000594056183066957	0	2.45075592921701e-05	0.000172816716089629	0	0	0	0	0	0	0	0
RG73	0.00185376149071314	0.004192167244065	0.00208264431119355	0.00320455898791304	0.00308803148382714	0.00141983398864133	0.00153367299031456	0.00395872794822977	0.00111464968152866	0.00102368937651295	0.00141205858253184	0.000642409291807997	0.000432479186939129	0.000458607223758634	0	7.4510096118024e-05	4.42496231868026e-05	0	6.24224054820744e-05	0	0	0	0	0	0	0	0	0	0	0	0
RG74	0.00369548556914891	0.00289408500097888	0.0021545422736053	0.00172111195846348	0.00224419842183341	0.00361784622105723	0.00132848771496635	0.00147052378888732	0.00459571832979476	0.000212766811588967	0.00134443887576271	0.00339706033508069	0	0.000889420070319774	0.00017991451866284	0	0.000196357702891436	2.03260295133949e-05	0	4.88265355945444e-05	0	0	4.9750266753075e-05	0	0	0	0	0	0	0	0
RG75	0.00387604675330928	0.00785233356883241	0.00292385047141097	0.00254118654868736	0.0028910768719271	0.000222986748216106	0.000431236849884366	8.76471132449396e-05	0.000163658881811748	0	1.98881490497442e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG76	0.00175746219249427	0.00177901107413114	0.00299814503256978	0.00173939387607994	0.0025658307238353	0.00186125673510995	0.00134239858109166	0.00205970716125608	0.00187544232130219	0.00154155576698421	0.00113362449583542	0.00154178230033919	0.000638889707978258	0.00102839195630724	6.58223848766489e-05	0.000356352633607941	0.000472917847808952	0.000231716736452701	6.24224054820744e-05	7.32398033918167e-05	0.000281150817614297	4.64353755009539e-05	4.45133965685408e-05	0.000412808869493425	0	0	0.000147068654321813	0	0	2.19368963240343e-06	0
RG77	0.00179357442932635	0.00257062844204595	0.00247328990696404	0.00224867586682407	0.00196412534986547	0.00148809523809524	0.00155801700603384	0.00160686374282389	0.00107484076433121	0.00156162810770015	0.00160298481340939	0.000406002672422654	0.000992736315473909	0.00146615339716775	0	0.000362831772400813	0.00113666219561099	0	0.000298240381747689	0.000553367403404837	0	3.09569170006359e-05	0.000204237937196834	0	0	5.26116127674539e-05	0	0	0	0	0
RG78	0.0034426999113244	0.00734799669733829	0.00272013957791103	0.00266393656696928	0.00247729149463253	0.000327653997378768	0.000292128188631345	0.000189902078697369	0.00015481245576787	5.21880858614446e-05	1.59105192397954e-05	3.59749203412478e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG79	0.00745918314120286	0.00627335484035716	0.00196281437384065	0.0023870961002058	0.00197135304204529	0.000286697247706422	0.000267784172912066	0.000111993533590756	4.42321302193914e-06	0	1.59105192397954e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG80	0.00435353077364449	0.00326861364816438	0.00258353344932871	0.00236097907503944	0.00199122919553979	0.00104212174166303	0.00249004503642908	0.000905686836864376	0.00035828025477707	0.00132076001910887	0.000238657788596931	0	0.000383333824786955	0.000152869074586211	0.000254513221523042	0	0.000199123304340611	0	0	6.51020474593926e-05	0	0	0	0	0	0	0	0	0	0	0
RG81	0.00100311768977984	0.00227696393459368	0.00160811775927604	0.00139464914388391	0.00394089916104563	0.00113313674093491	0.00105374810899164	0.00234699492133672	0.000774062278839349	0.00134083235982481	0.00254966070817721	4.11141946757118e-05	0.00076666764957391	0.00025709798907681	0	4.85935409465374e-05	7.19056376785541e-05	0	0	8.13775593242408e-06	0	0	0	0	0	0	0	0	0	0	0
RG82	0.00637581603624064	0.00520084098705323	0.00212817968738766	0.00182819176164558	0.00198400150335997	0.00013652249890782	8.34651967518128e-05	0.000335980600772268	0	3.61302132886924e-05	7.9552596198977e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG83	0.00123182852304964	0.00330478971067662	0.00218330145857	0.00242888334047199	0.00192256611983152	0.00125600698995194	0.00195447669060495	0.000813170439550273	0.000685598018400566	0.00151345448998189	0.000433561649284424	2.05570973378559e-05	0.00163162602345217	0.00023625220617869	0.00055290803296385	0	0.000298684956510917	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG84	0.00224698362510683	0.00268128463325985	0.00208264431119355	0.0021938301139747	0.00185028919803334	0.00207514198339886	0.00202750873776278	0.00136826882343489	0.00103503184713376	0.00078282128792167	0.000648353659021662	0.000842840990852092	0.000285043100482607	9.72803201912253e-05	0.000109703974794415	6.47913879287165e-06	2.76560144917516e-05	1.21956177080369e-05	2.08074684940248e-05	8.13775593242408e-06	7.9197413412478e-06	0	0	0	0	0	0	0	0	0	0
RG85	0.00229112080345714	0.00292174904878236	0.00238221915457583	0.00226173437940725	0.00201652611816915	0.000919251492645988	0.00171451424994349	0.000774216166996966	0.000508669497523001	0.00143717959526132	0.000373897202135192	5.13927433446397e-05	0.000796154866865214	8.33831315924788e-05	0.000267677698498372	0	0.00017146728984886	1.62608236107159e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
RG86	0.00820550270239906	0.00390063074028992	0.00184298443648774	0.00136592041620091	0.00177078458405535	0.00052333624581331	0.000382548818445808	0.000589183372368761	0.000110580325548478	0.000120434044295641	0.000178993341447698	2.05570973378559e-05	0	2.08457828981197e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG87	0.00437359312744008	0.0046539440420153	0.00191727899764654	0.00188826091952822	0.00152865689603145	0.000778178243774574	0.000761619920360291	0.000613529792714577	0.000300778485491861	0.000369331069173301	0.000107396004868619	0	0	7.64345372931056e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG88	0.00424118159238914	0.00320477353784867	0.00197719396632299	0.00187520240694504	0.00163165150959386	0.00124690549002476	0.00071640960545306	0.000886209700587723	0.000950990799716914	0.000469692772753002	0.000318210384795908	0.000200431699044095	0	0.00021540642328057	0	1.29582775857433e-05	5.53120289835032e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG89	0.0044177303057904	0.00452626382138388	0.00181182865277598	0.0014938938395161	0.00149071151208741	0.000668960244648318	0.000386026534977134	0.000486928406916331	0.000283085633404105	0.000272983833736787	0.000115351264488517	0	0	6.25373486943591e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG90	0.00156085112529742	0.00287493296788417	0.0028591423052404	0.0025516333587539	0.00162080997132413	0.00124690549002476	0.000834651967518128	0.000642745497129557	0.000380396319886766	0.00104777618537208	0.000178993341447698	0.000246685168054271	0.00037350475235652	0.000111177508789972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG91	0.00451804207476838	0.00316859747533644	0.00140440686577609	0.00142076616905028	0.00184125458280857	0.00122415174020679	0.00052165747969883	0.000881340416518559	0.00035828025477707	0.000469692772753002	0.000564823433012736	0.000107924761023743	0	0.000340481120669289	0	9.07079431002031e-05	0.00025720093477329	0	0	0.000113928583053937	0	0	2.09474807381369e-05	0	0	0	0	0	0	0	0
RG92	0.00105527980964839	0.00241954018096543	0.00252601507939932	0.00211809074099224	0.00277181995096011	0.00172018348623853	0.000719887321984385	0.0010615039270776	0.000424628450106157	0.000429548091321121	0.000544935283962992	0.000174735327371775	0	2.08457828981197e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG93	0.00291305377112064	0.00324733361139248	0.00199157355880534	0.00205018647555969	0.00190268996633702	0.0010603247415174	0.00084856283364343	0.000774216166996966	0.000384819532908705	0.00049377958161213	0.000385830091565038	2.56963716723199e-05	0	9.03317258918521e-05	0	0	0	0	0	0	1.97993533531195e-06	6.44935770846581e-06	2.61843509226711e-06	5.89726956419178e-06	0	0	0	0	0	0	0
RG94	0.00190191113982257	0.00185987521386437	0.00169679191291719	0.00166887790813075	0.00261281072300412	0.00154270423765837	0.00112330243961815	0.00191849792325034	0.000579440905874027	0.000533924263044011	0.00105804952944639	0.000267242265392127	0	0.000437761440860514	0	0	0.000152108079704634	0	0	0	0	1.28987154169316e-05	0	0	0	0	0	0	0	0	0
RG95	0.00735084643070664	0.00376018249759536	0.00136845788457022	0.00142076616905028	0.00166236920135808	0.000200232998398136	0.000173885826566277	0.000185032794628206	3.53857041755131e-05	0	3.18210384795908e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG96	0.00054970849399935	0.000827793430427048	0.000395438793264599	0.000360414947295843	0.000533042298261559	0.000541539245667686	0.00110591385696152	0.000968987529763499	0.000451167728237792	0.00306303919325248	0.00192517282801524	0.000668105663480317	0.00475727105633041	0.00045165862945926	0.00103999368105105	0.00380001490201922	0.000118920862314532	0.000333346884019676	0.00153975266855783	2.44132677972722e-05	1.97993533531195e-05	0.000278612253005723	0	0	0.000134113823190647	0	0	0	0	1.5355827426824e-05	0
RG97	0.0208166982983111	0.000606481047999251	5.5121771182338e-05	3.65638352329116e-05	0.000166236920135808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG98	0.00173338736793956	0.00316221346430487	0.00184777763398185	0.00166887790813075	0.00190630381242693	0.00108762924129897	0.00055295692848076	0.00101768037045513	0.000490976645435244	0.000626257030337336	0.000676197067691304	7.19498406824956e-05	0.00039316289721739	7.64345372931056e-05	1.31644769753298e-05	0	0.000152108079704634	8.53693239562584e-05	0	1.62755118648482e-05	0	0	2.3565915830404e-05	0	0	0	0	0	0	0	0
RG99	0.000818544034860346	0.00312390939811544	0.00154820279059958	0.00199011731767705	0.000836605369813905	0.00222531673219747	0.00206228590307604	0.000433366282155535	0.000508669497523001	0.00222000088318299	0.000350031423275499	0.000164456778702847	0	1.38971885987465e-05	0	3.88748327572299e-05	0	0	1.38716456626832e-05	0	0	0	0	0	0	0	0	0	0	0	0
RG100	0.00486311456005264	0.00276214877299308	0.00215693887235236	0.001358085308651	0.00133892997631124	0.000559742245522062	0.000639899841763898	0.000842386143965253	9.28874734607219e-05	0.000264954897450411	0.000616532620542071	4.62534690101758e-05	0	0.000229303611879317	0	1.9437416378615e-05	1.38280072458758e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG101	0.0012037412277358	0.00390701475132149	0.00197959056507005	0.00197183540006059	0.00232731688190132	0.000423219746614242	0.000462536298666296	0.000535621247607964	0.000145966029723992	0.000100361703579701	9.14854856288235e-05	2.05570973378559e-05	0	0	0	6.47913879287165e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG102	0.000633970379940856	0.00218545977647449	0.0015985313642878	0.002687441889619	0.00170031458530213	0.000764525993883792	0.00230920377680015	0.000316503464495615	0.000322894550601557	0.00111200767566309	0.000147172302968107	0.000164456778702847	0.00119914683651304	0	0	0.000366071341797248	0	0	6.9358228313416e-05	0	0	0	0	0	0	0	0	0	0	0	0
RG103	0.00210654714853766	0.0022939879640112	0.00248527290069933	0.00231658013225662	0.00182137842931407	0.00102846949177224	0.000674677007077153	0.000525882679469638	0.0003052016985138	0.000413490218748369	8.75078558188747e-05	7.19498406824956e-05	0	9.03317258918521e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG104	0.0150588027589749	0.00260680450455818	0.000251642868441108	0.0001358085308651	0.00014636076664131	7.2811999417504e-05	6.95543306265106e-06	6.81699769682864e-05	0.000247699929228592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG105	0.00303342789389422	0.0043241034720508	0.00144514904447608	0.00145994170679983	0.00138048920634519	0.000550640745594874	0.000330383070475926	0.000477189838778005	0.000150389242745931	0.000441591495750685	0.000234680158786982	4.11141946757118e-05	0.000176923303747825	0.000291840960573676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG106	0.0012037412277358	0.00216417973970259	0.00227197561221115	0.00170021833833039	0.00242127688023895	0.00146079073831367	0.000646855274826549	0.000959248961625172	0.00025654635527247	0.000525895326757634	0.000350031423275499	0	0	2.77943771974929e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG107	0.0034025752037332	0.00173857900426452	0.00227676880970527	0.00108124484188753	0.00154311228039109	0.00346767147225863	7.99874802204872e-05	0.000258072055665655	0.00177370842179759	4.41591495750685e-05	2.78434086696419e-05	0.000406002672422654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG108	0.00129201558443643	0.00172793898587857	0.00173753409161718	0.00156179810494865	0.00177439843014526	0.00114223824086209	0.00101201551061573	0.0010225496545243	0.00076963906581741	0.00107186299423121	0.000222747269357135	0.00085311953952102	0.00241795181788695	6.25373486943591e-05	0	0.000362831772400813	1.93592101442261e-05	0	0.000284368736085005	0	0	0	0	0	0	0	0	0	0	0	0
RG109	0.000553720964758469	0.00435176751985427	0.00142837285324667	0.00155135129488211	0.00182499227540398	0.000541539245667686	0.00126588881740249	0.000521013395400474	9.7310686482661e-05	0.000537938731187199	0.000167060452017852	0	0	2.08457828981197e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG110	0.0025719937565955	0.00188115525063627	0.00184058783774068	0.00154873959236547	0.00130821228454701	0.000846439493228484	0.00126936653393382	0.00123679815356748	0.000265392781316348	0.000758734479062541	0.000867123298568849	0.000231267345050879	0.000648718780408693	0.000368275497866782	0.000118480292777968	0	0.000124452065212882	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG111	0.000441371783503128	0.0034856700232378	0.00141638985951138	0.00139464914388391	0.00157563689520027	0.00097841124217271	0.000632944408701247	0.00138774595971154	0.00056174805378627	0.00032918638774142	0.00129272968823338	0.000133621132696063	0	0.000305738149172422	0	0	3.87184202884522e-05	0	0	2.44132677972722e-05	0	0	0	0	0	0	0	0	0	0	0
RG112	0.000962992982188642	0.0028238608796316	0.00179505246154657	0.00216248968377506	0.00208699611692238	0.000482379496140964	0.000862473699768732	0.000798562587342783	3.0962491153574e-05	0.00028904170630954	0.000246613048216829	0	0	0	0	4.85935409465374e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG113	0.00375968510129482	0.00192371532418008	0.00179984565904069	0.00124578210043563	0.00155937458779568	0.000869193243046454	0.000834651967518128	0.000715784758167007	0.000964260438782732	0.00049377958161213	0.000254568307836726	0.000113064035358207	0	2.77943771974929e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG114	0.000637982850699976	0.00172793898587857	0.00143556264948785	0.00143904808666674	0.00128291536191765	0.00157911023736712	0.00135630944721696	0.00117349746066836	0.000844833687190375	0.00123645618810192	0.000934743005337979	0.000313495734402302	0.000815813011726083	0.000138971885987465	0.000136032928745074	0.000168457608614663	0.000215716913035662	0.000138217000691085	9.01656968074408e-05	1.62755118648482e-05	5.93980600593585e-06	4.38556324175675e-05	0	0	0	0	0	0	0	0	0
RG115	0.000778419327269153	0.000968241673121611	0.000949053103835037	0.00111780867712044	0.0012811084388727	0.00127876073976991	0.00102940409327236	0.00153869376585561	0.00126946213729653	0.000754720010919353	0.00196892675592468	0.00100215849522047	0.000904274663599996	0.00112567227649846	0.000320335606399691	0.000106905790082382	0.000417605818825449	8.53693239562584e-05	6.9358228313416e-05	0.000130204094918785	0.000116816184783405	0	8.24807054064139e-05	0	0	0	0	0	0	0	0
RG116	0.0143646453176472	0.00228121994194806	9.34673511352688e-05	0.000198489391264377	0.00014636076664131	0	5.56434645012085e-05	1.94771362766532e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG117	8.82743567006255e-05	6.5968113992901e-05	5.99149686764544e-05	4.70106452994578e-05	6.86630757082687e-05	0.000696264744429882	0.000594689526856666	0.00061839907678374	0.000650212314225053	0.00065837277548284	0.000739839144650486	0.0021533559461404	0.0187047248351173	0.000840779910224162	0.000469533012120095	0.000427623160329529	0.000486745855054828	0.0008699540631733	0.000846170385423675	0.0004394388203509	0.000199973468866507	0.000459194268842766	0.000320758298802721	0.00063100784336852	0.000544344341185566	0.000675643869224145	0.00108162310314861	0.000812667766641219	0.000390990225244369	0.000511129684349999	0.000584425432123425
RG118	0.000991080277502478	0.00175773103735923	0.00185257083147597	0.00171066514839694	0.00160093381782963	0.00165192223678462	0.000605122676450643	0.00101768037045513	0.00118984430290163	0.000365316601030113	0.000731883885030588	0.000231267345050879	0.000402991969647824	0.000145920480286838	0	0	3.59528188392771e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG119	0.00245161963382192	0.00274725274725275	0.00155539258684076	0.00120921826520272	0.00150335997340209	0.000291247997670016	0.000831174250986802	0.000832647575826926	0.000221160651096957	0.00061822809405096	0.000393785351184936	2.05570973378559e-05	0.000668376925269562	0.000361326903567408	0	0.000149020192236048	0.000157639282602984	0	4.85507598193912e-05	4.88265355945444e-05	0	0	0	0	0	0	0	0	0	0	0
RG120	0.00101114263129807	0.00190669129476256	0.00214495587861707	0.00169499493329712	0.00216288688481046	0.00137432648900539	0.000559912361543411	0.000740131178512823	0.000331740976645435	0.000409475750605181	0.000338098533845652	3.08356460067838e-05	0	2.77943771974929e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG121	0.00382789710419985	0.00172368297852419	0.00128218032967612	0.00112042037963708	0.0012612322853782	0.00061435124508519	0.00101549322714706	0.00108585034742342	0.000278662420382166	0.000501808517898506	0.000954631154387723	0.000107924761023743	0.00076666764957391	0.000326583932070542	0	8.42288043073315e-05	0.000163170485501334	2.43912354160738e-05	0.000124844810964149	0	0	0	0	0	0	0	0	0	0	0	0
RG122	0.00220284644675652	0.00166622687924005	0.000975415690052677	0.000880143748106516	0.00105162921216348	0.00241189748070482	0.000632944408701247	0.000774216166996966	0.0027468152866242	0.000172622130157086	0.000819391740849463	0.0012694007606126	0	0.000403018469363648	4.82697489095425e-05	0	0.000116155260865357	2.03260295133949e-05	0	8.13775593242408e-06	0	0	2.61843509226711e-06	0	0	0	0	0	0	0	0
RG123	0.00188987372754521	0.00317923749372239	0.00135647489083493	0.00159836194018157	0.00202013996425906	0.000673510994611912	0.000309516771287972	0.000189902078697369	0.000150389242745931	0	0.000218769639547187	6.16712920135677e-05	0	1.38971885987465e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG124	0.00121176616925404	0.00174496301529609	0.00230073479717585	0.00236359077755607	0.00141662766724428	0.000618901995048784	0.00147455180928203	0.000516144111331311	0.000123849964614296	0.000377360005459677	0.000282411716506368	6.16712920135677e-05	0	3.47429714968662e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG125	0.0018256741953993	0.00197265940875546	0.00167282592544661	0.00155657469991538	0.0012214799783892	0.000673510994611912	0.00123111165208924	0.000710915474097843	0.000327317763623496	0.000899240864074123	0.000354009053085447	4.62534690101758e-05	0.00112051425706956	0.000118126103089345	0.000320335606399691	0	7.74368405769045e-05	1.62608236107159e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
RG126	0.00292107871263888	0.00183221116606089	0.0014211830570055	0.0011648193224199	0.00132086074586169	0.000668960244648318	0.00101549322714706	0.000939771825348519	0.000406935598018401	0.00030911404702548	0.00089894433704844	4.11141946757118e-05	0.00095342002575217	0.000250149394777437	1.75526359671064e-05	6.47913879287165e-06	5.53120289835032e-05	5.69128826375056e-05	0.000117908988132807	2.44132677972722e-05	0	9.02910079185214e-05	0	0	0	0	0	0	0	0	0
RG127	0.000658045204495572	0.00181305913296618	0.00119350617603497	0.00118310124003635	0.00110041613437725	0.00157455948740352	0.00150585125806396	0.00104202679080095	0.00100849256900212	0.00118025363409729	0.000755749663890281	0.000195292424709631	0.000265384955621738	0.000229303611879317	7.89868618519786e-05	0.000142541053443176	0.000248904130425764	0.000126021382983048	7.62940511447576e-05	3.25510237296963e-05	3.9598706706239e-06	3.61164031674086e-05	0	0	0	0	0	0	0	0	0
RG128	0.00366739827383508	0.00214502770660788	0.00139721706953492	0.00147300021938301	0.00111306459569193	0.000628003494975972	0.000765097636891617	0.000447974134363025	0.000482130219391366	0.000305099578882292	0.000167060452017852	2.56963716723199e-05	0	0.000145920480286838	0	0	6.36088333310287e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG129	0.00189789866906345	0.00261531651926694	0.000781291191540965	0.00101856398148825	0.00178885381450489	0.000828236493374108	0.000695543306265106	0.00101281108638597	0.000331740976645435	0.000285027238166352	0.000719950995600741	0.000220988796381951	0	3.47429714968662e-05	0	0	0.000105092855068656	2.43912354160738e-05	0	4.06887796621204e-05	0	0	1.44013930074691e-05	0	0	0	0	0	0	0	0
RG130	0.00105527980964839	0.00178965109251709	0.00169918851166425	0.00140509595395046	0.00147083535859291	0.00141983398864133	0.000476447164791598	0.000745000462581987	0.00136677282377919	0.000220795747875343	0.000564823433012736	0.000241545893719807	0.000471795476660867	9.03317258918521e-05	0	0	9.12648478227803e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG131	0.000894780979283613	0.00220248380589202	0.00118152318229968	0.00186736729939513	0.000825763831544178	0.00156090723751274	0.00140499747865551	0.000457712702501351	0.000371549893842887	0.00155359917141378	0.000246613048216829	6.68105663480317e-05	0.000805983939295649	1.38971885987465e-05	0	9.71870818930748e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
