D2C2_Parent1	D2C2_Parent2	D2C2_R1_T1	D2C2_R2_T1	D2C2_R3_T1	D2C2_R1_T2	D2C2_R2_T2	D2C2_R3_T2	D2C2_R1_T3	D2C2_R2_T3	D2C2_R3_T3	D2C2_R1_T4	D2C2_R2_T4	D2C2_R3_T4	D2C2_R1_T6	D2C2_R2_T6	D2C2_R3_T6	D2C2_R1_T7	D2C2_R2_T7	D2C2_R3_T7	D2C2_R1_T8	D2C2_R2_T8	D2C2_R3_T8	D2C2_R1_T9_RESEQ	D2C2_R2_T9_RESEQ	D2C2_R3_T9_RESEQ	D2C2_R1_T10_RESEQ	D2C2_R3_T10_RESEQ	D2C2_R1_T12	D2C2_R2_T12	D2C2_R3_T12
RG24	0.00835396412048647	0.0276257437372852	0.0245339813736345	0.0248973600910962	0.0261624387678953	0.00645296344837629	0.00813090125023909	0.0071529782976009	0.00198159943382873	0.00224007322389893	0.00285196057373332	0.000395724123753726	0.00037350475235652	0.00127854135108468	0	0.00029480081507566	2.76560144917516e-05	0	9.01656968074408e-05	4.88265355945444e-05	0	4.90151185843402e-05	0	0	6.31123873838338e-05	0	0	0	0	0	0
RG27	0.00236334527712129	0.00676279568611095	0.00938268409473276	0.00979388443738704	0.00892619984207493	0.0108125819134993	0.0129718826618442	0.013000988464666	0.0105980184005662	0.0109313967539011	0.0144944830274536	0.00515469215746737	0.00228034480386086	0.00756007059771808	0.00314630999710381	0.00463258423690323	0.00664020907946956	0.0023009065409163	0.00215010507771589	0.00309234725432115	0.00118796120118717	0.00116217425906554	0.00226232791971878	0.000247685321696055	0.000489121002224712	0.000836247739777425	8.15562537602781e-05	0.000837294062600044	3.39991500212495e-06	1.5355827426824e-05	0
RG28	0.0138309867066844	0.0208033639482129	0.0176940885495305	0.0191176624217795	0.0185408373642775	0.0154315931265473	0.0171868750978108	0.0154307612151785	0.0106997523000708	0.0172943287608541	0.0143433330946755	0.00230753417617432	0.0116081345403434	0.00557972122239671	0.00459879062338187	0.0054619140023908	0.00697484685481975	0.00250416683605025	0.00276045748687396	0.00183913284072784	0.000712776720712302	0.000639776284679809	0.00100940672806897	0.000176918086925753	0.000591678631723442	0.000268596128339107	4.01096329968581e-05	0.000270889255547073	1.35996600084998e-05	1.09684481620171e-05	0
RG29	0.00556128447213941	0.00589882619317166	0.00590282271400428	0.00594162322534814	0.00546232836489727	0.00794560943643513	0.00695543306265106	0.00906173765271292	0.0118586341118188	0.0106664418564506	0.0161292888793426	0.00543221297152842	0.00425598836237824	0.00605222563475409	0.00573971196124378	0.00236164609000172	0.0069803780577181	0.00210577665758771	0.000506315066687936	0.00301096969499691	0.000346488683679591	0.000263133794505405	0.000949182720946826	0.00016512354779737	0.00010255762949873	0.000384895482877689	5.74904739621632e-05	0	0	0	0
RG30	0.00373962274749923	0.00964411266502668	0.0148541190342666	0.0161324864452639	0.0138464512934859	0.00650302169797583	0.0116086177815646	0.00960222818439005	0.00404281670205237	0.00340025451728028	0.00386625617527028	0.00208654537979237	0.00135641199539999	0.00170935419764582	0.000171138200679287	0.000132822345253869	0.000232310521730713	3.65868531241107e-05	0	5.69642915269685e-05	0	6.44935770846581e-06	0	0	0	0	0	0	0	0	0
RG31	0.00206240997018734	0.00281534886492284	0.00466138456302815	0.00370600587110726	0.0059646529713946	0.0112449031600408	0.00417325983759064	0.00871601848380233	0.0317365534324133	0.00668810392655129	0.0114873948911323	0.0125346901017576	0.00255555883191303	0.00301568992592798	0.0113433909937425	0.000336915217229326	0.00334637775350194	0.00416277084434327	6.24224054820744e-05	0.00101721949155301	0.000966208443632231	1.28987154169316e-06	0.000205547154742968	0.000701775078138822	0	0	5.21425228959155e-05	0	0	0	0
RG32	0.00169727513110748	0.000791617367914812	0.00223602663100528	0.00207369179820942	0.00171115612357185	0.00501037570991699	0.00560607904849676	0.0052296110902814	0.00375973106864827	0.00725815840288399	0.00687732194140156	0.00688662760818172	0.00697864142560866	0.0081784954903623	0.00455052087447232	0.00526106069981178	0.0118699614198598	0.00237001504126184	0.00399503395085276	0.0104732918850298	0.000865231741531322	0.00141756882432079	0.0071404724966124	0.000259479860824438	0.000994020101295382	0.00642692385438213	7.88822782271542e-05	0.00563942177457089	0	1.75495170592274e-05	0.00444237306316603
RG33	0.00651224004205069	0.00871630306177169	0.00751333707202738	0.00842274061615286	0.00841484062035282	0.00718108344255133	0.00837781912396321	0.00757660601161811	0.00590941259731069	0.00781616947478713	0.00740634670612475	0.00149552883132902	0.00739146246768692	0.00379393248745779	0.0017991451866284	0.00226445900810864	0.00323022249263659	0.00118704012358226	0.00100569431054453	0.00104163275935028	0.000312829782979288	0.000353424802423927	0.000735780260927057	4.71781565135342e-05	0.000173559065305543	4.70735482656167e-05	9.09151681262116e-05	0	6.79983000424989e-06	0	0
RG34	0.00148060171011504	0.00197478741243265	0.00101855446749972	0.000895813963206335	0.000617967681374418	0.000441422746468618	7.99874802204872e-05	0.000121732101729083	0.00112791932059448	2.00723407159402e-05	0.000357986682895396	0.000981601397882619	0	0.00072960240143419	0.000478309330103648	6.47913879287165e-06	0.00133855110140078	0.00253668848327168	0.000138716456626832	0.000358061261026659	0.00356388360356151	1.28987154169316e-06	5.49871369376092e-05	0.00878693165064575	0	2.76903225091863e-06	0.00658733872585066	0	0.0625414364640884	8.77475852961371e-06	7.39779028004335e-06
RG35	0.00109540451723958	0.00138533039385092	0.000838809561470361	0.000579797958693313	0.00037041922421566	0.000450524246395806	7.99874802204872e-05	0.000121732101729083	0.000659058740268931	2.00723407159402e-05	0.000218769639547187	0.00114605817658547	0	0.000993648984810373	0.000416875104218776	2.26769857750508e-05	0.000970726108660481	0.00180901662669214	6.9358228313416e-05	0.000333647993229387	0.00221554764021407	0	2.74935684688046e-05	0.00754260777260128	0	0	0.00436660204559128	0	0.069796855078623	4.38737926480686e-06	1.1096685420065e-05
RG37	0.0111787435349065	0.00663724346915671	0.0059938934663925	0.00505886777472499	0.00417760607993466	0.00501492645988059	0.00725451668434506	0.00350588452979758	0.00581210191082803	0.00716181116744748	0.00474928999307892	0.00263130845924555	0.0104974493557043	0.0027516433425518	0.00158412539603135	0.0032006945636786	0.00199123304340611	0.000719541444774178	0.001116667475846	0.000496403111877869	0.00014255534414246	0.000497890415093561	0.000244823681126974	0.000159226278233178	0.000181448113728522	0.000130144515793175	3.87726452302961e-05	0	0	0	0
RG38	0.00522022445761426	0.00346226198278871	0.00241577153703464	0.00219905351900797	0.00186113073630307	0.00377712246978302	0.00270218574483994	0.00211813857008604	0.00290605095541401	0.00642716349724407	0.00215985298680222	0.000760612601500668	0.00517992117083911	0.000792139750128549	0.000658223848766489	0.00296744556713522	0.0144806891878811	0.000695150209358104	0.00131087051512356	0.0127844145698382	0.000328669265661783	0.000117378310294078	0.00776496926611811	2.35890782567671e-05	7.1001435806813e-05	0.00204908386567978	0	0.000295515551505898	0	0	0
RG39	0.00483903973549793	0.00265362058545637	0.003707538261699	0.0040951495460861	0.00359035609032447	0.00410477646716179	0.0052583073953642	0.00726984111526082	0.00648443029016277	0.00660380009554434	0.00944289316881856	0.00358207421112139	0.00406923598619998	0.00509331962144058	0.000842526526421105	0.00393931638606596	0.00454388318099479	0.000796780356925078	0.00221946330602931	0.00231112268480844	9.70168314302855e-05	0.000762314081140659	0.000987150029784699	0	0.000560122438031525	0.000124606451291338	0	0.000147757775752949	0	0.000346602961919742	0
RG40	0.00463039125602372	0.00376656650862693	0.00257394705434048	0.00223561735424088	0.00268328072175734	0.00274410222804718	0.0019475212575423	0.00303843325915791	0.00333952583156405	0.00155359917141378	0.00322983540567846	0.00149038955699455	0.000874787446308692	0.000986700390511	0.00278209280078636	0.00459694897354244	0.00240607326078239	0.002532623277369	0.00645725105597903	0.00183913284072784	0.00160968742760861	0.00591793063328823	0.00194811570864673	0.000601521495547561	0.0050489909907067	0.00126267870641889	0.000346279831539541	0.000394020735341197	0.000533786655333617	0.00145441622628347	8.87734833605202e-05
RG41	0.00590635695742367	0.0144342489423822	0.0102358732486855	0.00888762366411416	0.0088756059968162	0.00181574923547401	0.00201359787163748	0.00156304018620142	0.000420205237084218	0.000521880858614446	0.000700062846550997	3.08356460067838e-05	0	0.000187612046083077	0	1.29582775857433e-05	7.46712391277293e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG42	0.00260409352266845	0.00627122683667997	0.00909269564633872	0.0100524429865341	0.00855939446394918	0.00510594145915247	0.00509833243492323	0.00634467714211979	0.00321125265392781	0.00259334642049948	0.00297526709784174	0.00125912221194367	0.000304701245343477	0.000847728504523535	3.51052719342127e-05	0	4.70152246359777e-05	8.13041180535794e-06	0	8.95153152566648e-05	0	0	3.40396561994724e-05	0	0	0	0	0	0	0	0
RG43	0.00296521589098919	0.0104016819741065	0.00970382832683855	0.00818768738965557	0.00735417679296457	0.00395005096839959	0.00381853275139543	0.00262454411327902	0.00487880396319887	0.00194300258130302	0.000958608784197672	0.00112036180491315	0.000402991969647824	0.000583681921147352	7.02105438684254e-05	0.000424383590933093	0.000467386644910602	0	0.000104037342470124	8.13775593242407e-05	0	0	2.61843509226711e-06	0	0	0	0	0	0	0	0
RG44	0.00613105531993436	0.0135958154935692	0.010010592966462	0.00863690022251705	0.00862263677052258	0.00169742973642056	0.00176320228138204	0.00154356304992477	0.000238853503184713	0.000337215324027796	0.000787570702369872	6.68105663480317e-05	0	0.000222355017579944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG45	0.00642396568535007	0.0130744545926575	0.00984522765291498	0.00829215549032103	0.00868587907709599	0.00193861948449104	0.00187448921038446	0.00175294226489879	0.000345010615711253	0.00028904170630954	0.000918832486098184	2.05570973378559e-05	0	0.000138971885987465	0	6.47913879287165e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG46	0.00707799841908652	0.00300686919586997	0.00335523824588144	0.00289898979346656	0.00454441145806041	0.0037953254696374	0.00283086125649898	0.00238107990982086	0.00403839348903043	0.00420314814591789	0.00236271210710962	0.000899373008531195	0.00314530317773912	0.000541990355351112	0.000912737070289531	0.0054975492657516	0.000965194905762131	0.000337412089922355	0.00375921597458715	0.000423163308486052	0.000160374762160268	0.00189482129474726	0.000302429253156851	5.89726956419178e-05	0.000796793890720901	6.92258062729657e-05	0	0	0	0.00053087289104163	0
RG47	0.00748727043651669	0.00443901567061908	0.0037243144529284	0.00297734086896566	0.00267966687566743	0.00300349497597204	0.00484445912813647	0.00260019769293321	0.00383492569002123	0.00604980349178439	0.00377874831945141	0.0021687737691438	0.00906240478086083	0.00227219033589505	0.000908348911297754	0.00294152901196373	0.00153214320284304	0.000577259238180414	0.00101956595620721	0.000423163308486052	0.000194033662860571	0.000317308399256518	0.000172816716089629	0.00010025358259126	3.94452421148961e-05	0	0	0	0	0	0
RG48	0.00202228526259615	0.00836731045871247	0.00712748467375101	0.00643523500099245	0.00642180450176807	0.00387723896898209	0.00334208558660384	0.00173346512862214	0.00440552016985138	0.00213569705217604	0.0008631456687589	0.00126426148627814	0.0009337618808913	0.000465555818058007	4.38815899177659e-05	0.00041142531334735	0.000481214652156478	0	0	5.69642915269685e-05	0	0	0	0	0	0	0	0	0	0	0
RG49	0.00457822913615517	0.00692452396557741	0.00620239755738656	0.00614533602164579	0.00523284913818805	0.00483744721130042	0.00426020275087378	0.00377369515360157	0.00236641896673744	0.00268166471964962	0.00254568307836726	0.000621852194470141	0	0.000403018469363648	0	9.71870818930748e-06	0.000486745855054828	0	0	0.000203443898310602	0	0	1.44013930074691e-05	0	0	0	0	0	0	0	0
RG50	0.00229112080345714	0.0026919246516458	0.00232949398214055	0.00272139402233528	0.00283686918057847	0.00301714722586282	0.00367594637361109	0.00446026420735359	0.00288393489030432	0.00284224344537714	0.00479304392098836	0.0029807791139891	0.00387265453759129	0.00343955417818975	0.00256268485119753	0.00266616561326668	0.00301450557960092	0.00134964835968942	0.00186573634163089	0.00170079098987663	0.000350448554350215	0.000963534041644793	0.000857537492717477	0.000106150852155452	0.00200381829943672	0.00022152258007349	1.20328898990574e-05	2.46262959588248e-05	3.39991500212495e-06	0.00125698415936716	4.80856368202818e-05
RG51	0.00264823070101877	0.00470714413394506	0.00473328252543989	0.00394367080012118	0.00986579982545123	0.00241644823066841	0.00253873306786764	0.00502510115937654	0.00169409058740269	0.00280611323208845	0.00540957654153043	0.000251824442388735	0.00323376482961303	0.000639270675542338	0	9.3947512496639e-05	3.87184202884522e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG52	0.00394827122697343	0.00647764319336744	0.00697170575519223	0.00608787856627979	0.00700724756833331	0.00229357798165138	0.00251438905214836	0.00221552425146931	0.00153043170559094	0.000955443418078756	0.00121715472184435	0.000436838318429438	0.000707693214991301	0.000243200800478063	6.14342258848723e-05	0.00123427594004205	6.08432318818535e-05	3.65868531241107e-05	0.000721325574459526	0	0	0.000264423666047098	0	0	7.1001435806813e-05	0	0	0	0	0	0
RG53	0.00260008105190933	0.00150875460712796	0.0022000776497994	0.00261953762418645	0.00257486533906007	0.0028032619775739	0.00332817472047853	0.00523934965841972	0.00412243453644727	0.00501005624269869	0.0065710444460355	0.0026672833795868	0.0032534229744739	0.0037383437330628	0.000557296191955627	0.00280870666670986	0.0038303580071076	0.000556933208667019	0.00179637811331747	0.00177403079326845	8.31572840831018e-05	0.000718458448723092	0.000720069650373454	0	0.000520677195916629	0.000373819353874015	0	0.000172384071711774	0	0.000149170895003433	0
RG54	0.00599864378488342	0.0060222504064487	0.00555531589568085	0.00575880404918358	0.00457693607286959	0.0041730377166157	0.00397155227877376	0.00295565542998213	0.00204352441613588	0.00206745109374185	0.000990429822677263	0.00412169801624011	0.000570086200965215	0.000632322081242965	0.000315947447407914	9.71870818930748e-06	8.57336449244299e-05	6.09780885401846e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
RG55	0.00651625251280981	0.00464543202730654	0.00410058045621654	0.00296428235638248	0.00389753300796672	0.00324923547400612	0.00194404354101097	0.0030919953839187	0.00385704175513093	0.00270173706036556	0.00460609531992077	0.000380306300750334	0.00106153982248695	0.000660116458440457	0.00016675004168751	0.00238432307577677	0.000790962014464096	4.06520590267897e-06	0.00230269318000541	0.000317372481364539	0	0.00114411605748184	8.24807054064139e-05	0	0.000788904842297922	5.53806450183725e-05	0	0	0	0.000122846619414592	0
RG56	0.00511188774711804	0.00492845651637286	0.00367638247798724	0.00395672931270437	0.00330666917226662	0.00286242172710063	0.00596776156775461	0.00305791039543456	0.00289720452937013	0.00371338303244895	0.00322983540567846	0.000832562442183164	0.00336154277120868	0.00156343371735898	0.000131644769753298	0.000690028281440831	0.00106199095648326	0	0.000187267216446223	0.000301096969499691	0	7.73922925015898e-06	0.000155796887989893	0	0	0.000124606451291338	0	0	0	0	0
RG57	0.00196611067196848	0.00324094960036091	0.00400471650633421	0.00394105909760455	0.00354518301420061	0.0052333624581331	0.00497313463979551	0.00450895704804523	0.00312721160651097	0.00393417878032429	0.00315823806909939	0.00172165690204543	0.00230983202115216	0.00300874133162861	0.000653835689774712	0.000722423975405189	0.00095966370286378	0.000170738647912517	0.000249689621928297	0.000333647993229387	6.73178014006063e-05	9.02910079185214e-05	0.000100809751052284	0	6.31123873838338e-05	0	0	0	0	0	0
RG58	0.00272045517468291	0.00535405725181093	0.00534441520593973	0.00546106996228702	0.00570626297596612	0.00328109072375127	0.00353683771235807	0.00363248591559583	0.00185774946921444	0.00243678216291515	0.00238260025615936	0.000226128070716415	0.00152350622671738	0.000715705212835443	5.26579079013191e-05	0.000401706605158042	0.000110624057967006	0	9.01656968074408e-05	0	0	5.15948616677265e-06	0	0	0	0	0	0	0	0	0
