D3C2_Parent	D3C2_R1_T1	D3C2_R2_T1	D3C2_R3_T1	D3C2_R1_T2	D3C2_R2_T2	D3C2_R3_T2	D3C2_R1_T3	D3C2_R2_T3	D3C2_R3_T3	D3C2_R1_T5	D3C2_R2_T5	D3C2_R3_T5	D3C2_R1_T6	D3C2_R2_T6	D3C2_R3_T6	D3C2_R1_T8	D3C2_R2_T8	D3C2_R3_T8	D3C2_R1_T9	D3C2_R2_T9	D3C2_R3_T9	D3C2_R1_T10	D3C2_R2_T10	D3C2_R3_T10	D3C2_R1_T13	D3C2_R3_T13	D3C2_R1_T15	D3C2_R3_T15	D3C2_R3_T17	D3C2_R1_T19	D3C2_R3_T19
RG850	0	0	1.31983581242493e-05	0	6.93565446569452e-06	8.47400176259237e-06	1.90179550626853e-05	0	0	1.75839634253561e-06	0	1.78700986786849e-06	0	0	1.41740430749169e-06	2.71868662061816e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG851	0	0	0	8.96917295256205e-06	1.04034816985418e-05	2.82466725419746e-06	4.22621223615229e-06	6.12499272657114e-06	4.92150204242335e-06	2.11007561104273e-05	0	0	2.90200368844669e-06	0	7.08702153745845e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG852	0	0	0	0	0	2.82466725419746e-06	2.11310611807614e-06	0	0	0	0	0	0	0	4.25221292247507e-06	5.43737324123631e-06	4.70977207058064e-06	0	1.72029199089392e-05	0	0	0	0	0	0	1.62238107135556e-05	0.000551371900346784	1.40182658003378e-05	1.20253494366124e-05	0	0	0
RG853	0	0	0	0	0	0	8.02980324868935e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG854	0	0	0	0	0	0	5.07145468338274e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG855	0	6.88079707153277e-06	0	0	0	0	1.4791742826533e-05	0	9.8430040848467e-06	4.9235097590997e-05	0	1.78700986786849e-06	4.35300553267003e-06	0	2.83480861498338e-06	9.96851760893324e-06	0	0	0	0	0	2.12054896771676e-06	0	0	0	0	0	0	0	0	0	0
RG856	0	0	0	0	0	0	4.22621223615229e-06	0	0	0	0	0	0	0	2.12610646123754e-05	9.96851760893324e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG857	0	0	0	0	0	0	8.45242447230457e-06	0	0	0	0	0	0	1.86768490080518e-05	1.13392344599335e-05	6.3436021147757e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG858	0	0	0	0	0	0	2.11310611807614e-06	0	0	0	0	0	0	4.15041089067818e-06	2.97654904573255e-05	1.35934331030908e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG859	0	0	0	0	0	0	6.33931835422843e-06	0	0	0	0	0	0	1.24512326720345e-05	1.55914473824086e-05	1.63121197237089e-05	0	0	0	0	0	0	0	0	1.95037466697353e-06	2.5958097141689e-05	8.70587211073869e-05	2.80365316006757e-05	2.80591486854289e-05	5.93521865033128e-05	0.000109933600105536	3.28786340023527e-05
RG860	0	0	0	0	0	0	4.22621223615229e-06	6.12499272657114e-06	4.92150204242335e-06	2.98927378231053e-05	0	0	2.90200368844669e-06	0	1.41740430749169e-06	1.81245774707877e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG861	0	0	0	0	0	0	0	3.06249636328557e-06	0	0	1.10236810716782e-06	8.93504933934245e-06	2.90200368844669e-06	0	5.66961722996676e-06	4.53114436769693e-06	0	0	0	0	3.65646755981981e-06	2.12054896771676e-06	0	0	0	0	0	0	0	0	0	0
RG862	0	0	6.59917906212467e-06	0	0	2.82466725419746e-06	0	3.06249636328557e-06	9.8430040848467e-06	3.51679268507122e-06	5.51184053583909e-06	2.68051480180274e-05	1.30590165980101e-05	2.07520544533909e-06	1.13392344599335e-05	4.53114436769693e-06	0	0	1.91143554543769e-06	0	3.65646755981981e-06	2.12054896771676e-06	0	0	0	0	0	0	0	0	0	0
RG863	0	0	6.59917906212467e-06	0	0	0	8.45242447230457e-06	3.06249636328557e-06	0	5.27518902760682e-05	0	0	2.90200368844669e-06	0	0	2.71868662061816e-06	0	0	0	0	0	4.24109793543352e-06	0	0	0	0	0	0	0	0	0	0
RG864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.41631497158377e-05	2.10118611956449e-05	1.36526226688147e-05	0	0	0	0	0	0	0
RG865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.20815748579189e-05	1.75098843297041e-05	1.36526226688147e-05	0	0	0	0	6.24759857929608e-06	0	0
RG866	0.000243021802527427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG867	1.15724667870203e-05	6.88079707153277e-06	9.89876859318701e-05	0	0	0	0	0	0	3.51679268507122e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG868	0.000219876868953386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG869	0.000219876868953386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG870	1.15724667870203e-05	6.88079707153277e-06	0	8.96917295256205e-06	0	8.47400176259237e-06	6.33931835422843e-06	0	0	1.75839634253561e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG871	0.000138869601444244	0	4.61942534348727e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG872	0.000150442068231264	0	3.9595074372748e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG873	2.31449335740406e-05	2.75231882861311e-05	6.59917906212467e-06	0	2.42747906299308e-05	2.54220052877771e-05	0	6.12499272657114e-06	0	0	1.10236810716782e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG874	3.4717400361061e-05	4.12847824291966e-05	1.9797537186374e-05	0	2.08069633970836e-05	0	0	3.06249636328557e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG875	4.62898671480813e-05	2.06423912145983e-05	1.31983581242493e-05	3.58766918102482e-05	0	0	1.90179550626853e-05	0	0	7.03358537014243e-06	0	0	0	0	1.41740430749169e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG876	1.15724667870203e-05	6.88079707153277e-06	0	3.58766918102482e-05	0	8.47400176259237e-06	2.32441672988376e-05	0	0	1.23087743977493e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG877	1.15724667870203e-05	2.06423912145983e-05	0	0	3.46782723284726e-06	8.47400176259237e-06	2.11310611807614e-06	3.06249636328557e-06	4.92150204242335e-06	7.03358537014243e-06	2.20473621433564e-06	3.57401973573698e-06	1.45100184422334e-06	2.07520544533909e-06	0	1.81245774707877e-06	0	0	0	0	0	0	0	0	0	0	1.45097868512312e-05	0	0	0	0	0
RG878	0	2.75231882861311e-05	0	1.79383459051241e-05	1.73391361642363e-05	2.82466725419746e-05	0	1.22499854531423e-05	9.8430040848467e-06	1.75839634253561e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG879	0	2.06423912145983e-05	1.9797537186374e-05	8.96917295256205e-06	3.46782723284726e-06	1.12986690167898e-05	4.22621223615229e-06	0	7.38225306363502e-06	3.51679268507122e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG880	0	2.06423912145983e-05	6.59917906212467e-06	8.96917295256205e-06	1.73391361642363e-05	5.64933450839491e-06	2.74703795349899e-05	0	0	1.75839634253561e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG881	0	6.88079707153277e-06	0	8.96917295256205e-06	0	5.64933450839491e-06	5.28276529519036e-05	0	0	1.40671707402849e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG882	0	6.88079707153277e-06	0	0	3.46782723284726e-06	8.47400176259237e-06	0	6.12499272657114e-06	0	1.05503780552136e-05	2.20473621433564e-06	3.57401973573698e-06	0	2.07520544533909e-06	1.41740430749169e-06	9.06228873539386e-07	2.35488603529032e-06	1.67358414781095e-06	1.91143554543769e-06	0	0	0	0	0	5.85112400092058e-06	0	4.35293605536935e-05	0	0	0	0	0
RG883	0	0	1.31983581242493e-05	5.38150377153723e-05	0	1.69480035251847e-05	1.4791742826533e-05	0	0	1.05503780552136e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG884	0	0	1.31983581242493e-05	1.79383459051241e-05	6.93565446569452e-06	1.12986690167898e-05	1.4791742826533e-05	1.22499854531423e-05	4.92150204242335e-06	1.23087743977493e-05	0	0	0	0	2.83480861498338e-06	4.53114436769693e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG885	0	0	0	4.48458647628102e-05	3.46782723284726e-06	2.82466725419746e-06	0	0	2.46075102121167e-06	1.75839634253561e-06	1.10236810716782e-06	1.78700986786849e-06	0	0	0	0	2.35488603529032e-06	5.02075244343286e-06	7.64574218175076e-06	0	1.46258702392792e-05	6.36164690315029e-06	0	0	0	0	0	0	0	0	0	0
RG886	0	0	0	1.79383459051241e-05	3.12104450956253e-05	1.41233362709873e-05	4.22621223615229e-06	9.18748908985671e-06	4.92150204242335e-06	5.27518902760682e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG887	0	0	0	0	1.73391361642363e-05	0	2.32441672988376e-05	1.83749781797134e-05	0	3.51679268507122e-05	0	0	0	0	0	1.81245774707877e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG888	0	6.88079707153277e-06	6.59917906212467e-06	0	6.93565446569452e-06	0	2.32441672988376e-05	9.18748908985671e-06	0	1.75839634253561e-05	0	0	0	6.22561633601727e-06	0	9.06228873539386e-07	0	0	0	0	0	0	0	0	1.95037466697353e-06	0	0	0	0	0	0	0
RG889	0	0	0	0	3.46782723284726e-06	2.82466725419746e-06	2.11310611807614e-06	1.83749781797134e-05	0	1.75839634253561e-06	2.20473621433564e-06	1.78700986786849e-06	2.90200368844669e-06	8.30082178135635e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG890	0	0	0	0	0	1.12986690167898e-05	2.74703795349899e-05	0	0	0	3.30710432150345e-06	0	0	2.07520544533909e-06	0	9.06228873539386e-06	0	0	1.91143554543769e-06	0	0	0	0	0	0	0	0	0	0	0	0	0
RG891	0	0	0	0	0	0	4.22621223615229e-06	0	0	0	0	0	0	3.52784925707645e-05	8.50442584495014e-06	1.81245774707877e-05	0	0	0	0	0	0	5.52039371447972e-06	3.50197686594082e-06	0	0	0	7.00913290016892e-06	8.01689962440825e-06	3.12379928964804e-06	1.09933600105536e-05	0
RG892	0	0	0	0	0	0	4.22621223615229e-06	0	0	0	0	0	0	2.07520544533909e-05	1.41740430749169e-06	7.24983098831509e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG893	0	0	0	0	0	0	2.11310611807614e-06	0	0	0	0	0	0	0	1.8426255997392e-05	2.08432640914059e-05	0	1.67358414781095e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG894	0	0	0	0	0	0	2.11310611807614e-06	0	0	0	0	0	0	2.282725989873e-05	9.92183015244183e-06	1.26872042295514e-05	0	0	0	0	0	0	0	0	0	0	0	7.00913290016892e-06	0	0	0	0
RG895	0	0	0	0	0	0	2.11310611807614e-06	0	0	0	0	0	0	0	1.27566387674252e-05	2.17494929649453e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG896	0	0	0	0	0	0	2.11310611807614e-06	0	0	0	0	0	0	1.24512326720345e-05	7.08702153745845e-06	1.63121197237089e-05	0	0	0	0	0	0	0	3.50197686594082e-06	0	0	0	0	0	0	0	0
RG897	0	0	0	0	0	0	4.22621223615229e-06	0	0	0	0	0	0	1.24512326720345e-05	9.92183015244183e-06	1.54058908501696e-05	7.06465810587097e-06	0	0	0	0	0	5.52039371447972e-06	3.50197686594082e-06	1.95037466697353e-06	7.13847671396448e-05	0.000551371900346784	2.80365316006757e-05	1.60337992488165e-05	3.59236918309525e-05	2.19867200211073e-05	9.1329538895424e-06
RG898	0	0	0	0	0	0	0	0	0	0	0	0	0	1.45264381173736e-05	2.2678468919867e-05	1.99370352178665e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.35415141847573e-05	0	0	0	0	0	0	0	0
RG900	0.000196731935379345	0	0	8.96917295256205e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG901	0.000208304402166366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG902	0.000208304402166366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG903	0.000150442068231264	2.75231882861311e-05	6.59917906212467e-06	9.86609024781825e-05	3.46782723284726e-06	0	2.11310611807614e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG904	0.000104152201083183	6.19271736437949e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG905	4.62898671480813e-05	0	3.9595074372748e-05	8.07225565730584e-05	0	2.25973380335796e-05	4.22621223615229e-06	0	0	3.51679268507122e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG906	0.000127297134657224	1.37615941430655e-05	4.61942534348727e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG907	6.94348007221219e-05	6.88079707153277e-06	0	0	0	3.1071339796172e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG908	0.000115724667870203	0	5.27934324969974e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG909	1.15724667870203e-05	3.44039853576638e-05	6.59917906212467e-06	8.96917295256205e-06	0	2.82466725419746e-06	1.26786367084569e-05	3.06249636328557e-06	0	5.27518902760682e-06	1.10236810716782e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG910	2.31449335740406e-05	2.75231882861311e-05	6.59917906212467e-06	5.38150377153723e-05	3.46782723284726e-06	8.47400176259237e-06	1.26786367084569e-05	0	2.46075102121167e-06	7.03358537014243e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG911	0	0.00012385434728759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG912	0	2.75231882861311e-05	0	0	6.93565446569452e-06	1.69480035251847e-05	0	9.18748908985671e-06	9.8430040848467e-06	1.75839634253561e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG913	0	4.81655795007294e-05	1.31983581242493e-05	3.58766918102482e-05	1.3871308931389e-05	2.82466725419746e-06	8.45242447230457e-06	3.06249636328557e-06	0	5.27518902760682e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG914	1.15724667870203e-05	3.44039853576638e-05	2.63967162484987e-05	4.48458647628102e-05	6.93565446569452e-06	8.47400176259237e-06	3.16965917711422e-05	0	0	5.27518902760682e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG915	0	2.75231882861311e-05	5.27934324969974e-05	4.48458647628102e-05	0	2.82466725419746e-06	6.33931835422843e-06	0	0	3.51679268507122e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG916	1.15724667870203e-05	5.50463765722621e-05	5.27934324969974e-05	0.000125568421335869	0	5.64933450839491e-06	4.22621223615229e-06	0	0	1.23087743977493e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG917	0	2.06423912145983e-05	6.59917906212467e-06	2.69075188576861e-05	1.04034816985418e-05	2.82466725419746e-06	1.4791742826533e-05	0	0	1.05503780552136e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG918	0	6.88079707153277e-06	1.31983581242493e-05	3.58766918102482e-05	0	2.25973380335796e-05	1.05655305903807e-05	0	0	3.51679268507122e-06	0	0	0	0	1.41740430749169e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG919	2.31449335740406e-05	1.37615941430655e-05	1.9797537186374e-05	4.48458647628102e-05	1.3871308931389e-05	1.41233362709873e-05	2.11310611807614e-06	3.06249636328557e-06	0	7.03358537014243e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG920	0	0	6.59917906212467e-06	8.96917295256204e-05	1.04034816985418e-05	8.47400176259237e-06	0	9.18748908985671e-06	9.8430040848467e-06	3.51679268507122e-06	0	0	0	0	0	1.81245774707877e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG921	0	0	0	8.96917295256205e-06	0	0	4.64883345976752e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG922	0	0	0	8.96917295256205e-06	0	0	2.74703795349899e-05	0	0	0	0	0	0	1.45264381173736e-05	2.83480861498338e-06	1.35934331030908e-05	0	0	0	0	0	0	0	3.50197686594082e-06	1.95037466697353e-06	1.94685728562668e-05	0	0	0	0	0	0
RG923	0	0	0	0	3.46782723284726e-06	0	6.55062896603605e-05	0	0	1.75839634253561e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG924	0	0	0	0	0	0	4.22621223615229e-06	0	0	0	0	0	0	1.86768490080518e-05	5.66961722996676e-06	5.43737324123631e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG925	0	0	0	0	0	0	5.70538651880559e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG926	0	0	0	0	0	0	3.38096978892183e-05	0	0	3.51679268507122e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG927	0	0	0	0	0	0	0	3.06249636328557e-06	7.38225306363502e-06	0	0	1.07220592072109e-05	5.80400737689338e-06	0	0	9.06228873539386e-07	0	3.3471682956219e-06	0	0	3.65646755981981e-06	0	0	0	0	0	0	0	0	0	0	0
RG928	0	0	0	0	0	0	0	3.06249636328557e-06	4.92150204242335e-06	1.75839634253561e-06	8.81894485734254e-06	5.36102960360547e-06	1.45100184422334e-05	0	2.83480861498338e-06	1.81245774707877e-06	0	5.02075244343286e-06	5.73430663631307e-06	0	1.09694026794594e-05	2.12054896771676e-06	0	0	0	0	0	0	0	0	0	0
RG929	0	0	0	0	0	0	0	0	7.38225306363502e-06	3.51679268507122e-06	3.30710432150345e-06	7.14803947147396e-06	2.90200368844669e-06	6.22561633601727e-06	2.40958732273587e-05	3.08117817003391e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG930	0	0	0	0	0	0	0	0	0	0	0	0	0	1.45264381173736e-05	8.50442584495014e-06	6.3436021147757e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG931	0	0	0	0	0	0	0	0	0	0	0	0	0	1.66016435627127e-05	0	1.08747464824726e-05	0	0	0	6.86737721129546e-06	0	0	0	3.50197686594082e-06	1.95037466697353e-06	9.73428642813339e-06	0	0	0	0	0	0
RG932	0	0	0	0	0	0	0	0	0	0	0	0	0	4.15041089067818e-06	0	9.06228873539386e-07	0	0	0	0	0	0	3.03621654296384e-05	0	2.14541213367088e-05	0	0	7.00913290016892e-06	0.000106223920023409	3.59236918309525e-05	0	0
RG933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8642756001358e-05	3.15177917934674e-05	1.95037466697353e-05	3.24476214271113e-06	1.45097868512312e-05	1.40182658003378e-05	2.40506988732248e-05	1.24951971585922e-05	0	5.47977233372544e-06
RG934	0.000115724667870203	0	1.9797537186374e-05	2.69075188576861e-05	0	0	2.11310611807614e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG935	0.000196731935379345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG936	0.000196731935379345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG937	0.000138869601444244	0	0	4.48458647628102e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG938	2.31449335740406e-05	6.88079707153277e-06	5.9392611559122e-05	3.58766918102482e-05	0	8.47400176259237e-06	4.22621223615229e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG939	3.4717400361061e-05	2.75231882861311e-05	1.9797537186374e-05	2.69075188576861e-05	1.3871308931389e-05	5.64933450839491e-06	4.22621223615229e-06	3.06249636328557e-06	2.46075102121167e-06	1.05503780552136e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG940	0.000231449335740406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG941	4.62898671480813e-05	2.75231882861311e-05	6.59917906212467e-06	3.58766918102482e-05	2.42747906299308e-05	1.41233362709873e-05	2.32441672988376e-05	1.22499854531423e-05	4.92150204242335e-06	0	0	0	1.45100184422334e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG942	1.15724667870203e-05	4.12847824291966e-05	2.63967162484987e-05	6.27842106679343e-05	0	2.82466725419746e-06	0	0	2.46075102121167e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG943	1.15724667870203e-05	4.81655795007294e-05	8.57893278076207e-05	1.79383459051241e-05	0	3.1071339796172e-05	2.11310611807614e-06	0	4.92150204242335e-06	1.75839634253561e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG944	0.000104152201083183	0.000110092753144524	1.9797537186374e-05	0	3.81460995613199e-05	2.82466725419746e-06	8.45242447230457e-06	6.12499272657114e-06	0	7.03358537014243e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG945	1.15724667870203e-05	8.25695648583932e-05	1.9797537186374e-05	8.96917295256204e-05	0	0	1.26786367084569e-05	0	0	8.79198171267804e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG946	1.15724667870203e-05	6.88079707153277e-06	0	8.96917295256205e-06	0	8.47400176259237e-06	2.53572734169137e-05	0	2.46075102121167e-06	1.40671707402849e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG947	0	1.37615941430655e-05	0	8.96917295256205e-06	3.46782723284726e-06	8.47400176259237e-06	0	3.06249636328557e-06	7.38225306363502e-06	8.79198171267804e-06	0	3.57401973573698e-06	1.45100184422334e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG948	4.62898671480813e-05	7.56887677868604e-05	0	6.27842106679343e-05	0	0	2.11310611807614e-05	0	0	3.51679268507122e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG949	0	6.88079707153277e-06	0	0	0	0	2.11310611807614e-06	6.12499272657114e-06	0	1.75839634253561e-06	1.10236810716782e-06	0	1.45100184422334e-06	4.15041089067818e-06	4.25221292247507e-06	4.53114436769693e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG950	0	0	1.31983581242493e-05	1.79383459051241e-05	0	2.82466725419746e-06	5.49407590699797e-05	0	0	1.75839634253561e-06	0	0	0	2.07520544533909e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG951	0	6.88079707153277e-06	1.31983581242493e-05	2.69075188576861e-05	0	2.82466725419746e-06	2.11310611807614e-06	0	2.46075102121167e-06	3.69263231932478e-05	0	0	1.45100184422334e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG952	0	0	1.31983581242493e-05	8.96917295256205e-06	0	0	0	6.12499272657114e-06	2.46075102121167e-06	3.51679268507122e-06	0	1.42960789429479e-05	1.45100184422334e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG953	0	0	0	8.96917295256205e-06	1.04034816985418e-05	2.82466725419746e-06	0	3.06249636328557e-06	1.96860081696934e-05	8.79198171267804e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG954	0	0	0	2.69075188576861e-05	0	1.41233362709873e-05	4.22621223615229e-06	0	4.92150204242335e-06	1.93423597678917e-05	0	1.78700986786849e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG955	0	0	0	0	3.46782723284726e-06	0	0	6.12499272657114e-06	0	1.75839634253561e-06	1.2126049178846e-05	1.78700986786849e-06	2.90200368844669e-06	6.22561633601727e-06	5.66961722996676e-06	9.06228873539386e-07	2.35488603529032e-06	0	3.82287109087538e-06	1.37347544225909e-05	3.65646755981981e-06	6.36164690315029e-06	0	0	0	9.73428642813339e-06	1.45097868512312e-05	0	0	0	0	0
RG956	0	0	0	0	6.93565446569452e-06	0	4.22621223615229e-06	3.06249636328557e-06	2.46075102121167e-06	2.63759451380341e-05	0	1.78700986786849e-06	8.70601106534006e-06	4.15041089067818e-06	1.41740430749169e-06	9.06228873539386e-06	2.35488603529032e-06	0	0	0	0	2.12054896771676e-06	0	0	0	0	0	0	0	0	0	0
RG957	0	0	6.59917906212467e-06	0	0	5.64933450839491e-06	0	6.12499272657114e-06	1.23037551060584e-05	3.51679268507122e-06	0	1.78700986786849e-06	0	0	2.40958732273587e-05	9.06228873539386e-07	0	0	0	0	0	0	0	3.50197686594082e-06	0	0	0	0	0	0	0	0
RG958	0	0	6.59917906212467e-06	0	3.46782723284726e-06	2.82466725419746e-06	0	1.83749781797134e-05	2.21467591909051e-05	7.03358537014243e-06	0	1.78700986786849e-06	0	0	4.25221292247507e-06	0	0	0	0	0	0	0	0	3.50197686594082e-06	0	0	0	0	0	0	0	0
RG959	0	0	0	0	0	0	4.64883345976752e-05	0	0	3.51679268507122e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG960	0	0	0	0	0	0	5.28276529519036e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
