D2C2_Parent1	D2C2_Parent2	D2C2_R1_T1	D2C2_R2_T1	D2C2_R3_T1	D2C2_R1_T2	D2C2_R2_T2	D2C2_R3_T2	D2C2_R1_T3	D2C2_R2_T3	D2C2_R3_T3	D2C2_R1_T4	D2C2_R2_T4	D2C2_R3_T4	D2C2_R1_T6	D2C2_R2_T6	D2C2_R3_T6	D2C2_R1_T7	D2C2_R2_T7	D2C2_R3_T7	D2C2_R1_T8	D2C2_R2_T8	D2C2_R3_T8	D2C2_R1_T9_RESEQ	D2C2_R2_T9_RESEQ	D2C2_R3_T9_RESEQ	D2C2_R1_T10_RESEQ	D2C2_R3_T10_RESEQ	D2C2_R1_T12	D2C2_R2_T12	D2C2_R3_T12
RG35	0.000480920831270776	0.00102887812772629	0.000739646533488025	0.000514904394778591	0.000330878911230837	0.000426395152016332	7.57363715692247e-05	0.000115476641384981	0.000636107873649338	1.93035286850436e-05	0.000211181889041196	0.00112826843681697	0	0.000979545983861466	0.000412673866015656	2.24029392656317e-05	0.000962751659443744	0.00179248285057138	6.86973606474039e-05	0.000331704475583314	0.00215638929089672	0	2.65394458310954e-05	0.00737362789410571	0	0	0.00429310920481522	0	0.0693029866214752	4.34298271710028e-06	1.09898161037439e-05
RG37	0.0049078587396351	0.00492944835695591	0.00528530280072443	0.00449265681390149	0.00373166850129608	0.00474633795476766	0.00686895961275664	0.00332572727188744	0.00560970299312235	0.00688749903482357	0.00458456682754887	0.00259046385493402	0.0102468650157829	0.0027125888783856	0.00156816069085949	0.00316201485634915	0.00197487519885896	0.000712965088878953	0.0011060275064232	0.000493511536843468	0.000138748908797644	0.000474727523619539	0.00023632744621023	0.000155659072041325	0.000172483614056665	0.00012780421481985	3.81200756091982e-05	0	0	0	0
RG38	0.00229186081129406	0.00257140509033898	0.00213018201644551	0.00195292567749358	0.00166246477350128	0.00357482804215713	0.00255857220475163	0.00200929356009866	0.00280485149656118	0.00618098988495097	0.00208494119544308	0.000748805958066866	0.00505627140760072	0.000780896798323127	0.000651590314761561	0.00293158462390266	0.0143617313072577	0.000688796780781361	0.00129838011623593	0.012709944661985	0.00031989331750568	0.000111917628625332	0.00749549777258223	2.30606032653814e-05	6.74935881091296e-05	0.00201223657375935	0	0.00028700581186769	0	0	0
RG39	0.0021245074084709	0.00197083106801027	0.00326923767801707	0.00363680221176951	0.00320710437373499	0.00388493360725992	0.00497884320924642	0.00689626502351104	0.00625861840785188	0.00635086093737935	0.00911537826515998	0.00352647130251761	0.00397209936005066	0.0050210294137794	0.000834035602894799	0.00389171059242973	0.00450655548850732	0.000789498064521327	0.00219831554071693	0.00229766026989418	9.4426340709508e-05	0.000726849654039242	0.000952892483649806	0	0.000532449417305356	0.000122365737593474	0	0.000143502905933845	0	0.000343095634650922	0
RG40	0.0020329034406098	0.00279741057768899	0.00226965821990325	0.00198539712581295	0.0023968545520868	0.00259713410773584	0.0018440160034246	0.00288229696896912	0.00322323117184732	0.00149409312022238	0.00311781261639002	0.00146725491783372	0.000853905417981905	0.000972696011946351	0.00275405506372553	0.00454139583113304	0.00238630753195458	0.00250947599079993	0.00639572427627331	0.00182841979223973	0.00156670642850673	0.00564261626519805	0.00188050930460333	0.000588045383267226	0.00479954404331588	0.00123997280761387	0.000340451709751115	0.000382674415823587	0.000530009688712144	0.00143969877071874	8.79185288299509e-05
RG41	0.00259309693637576	0.0107202462985675	0.00902580098436387	0.00789288133077273	0.00792818152178475	0.00171850167327794	0.00190658083211222	0.00148272007538315	0.000405572134205954	0.000501891745811134	0.000675782044931827	3.03569983000081e-05	0	0.000184949241708109	0	1.28016795803609e-05	7.4057819957211e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG42	0.00114328798349719	0.0046576095889545	0.00801776842301019	0.00892732889866125	0.00764572391463647	0.00483247838951843	0.00482737046610797	0.00601864254898519	0.0030994249414055	0.00249401590610764	0.00287207369096026	0.00123957743058366	0.000297427729858866	0.000835696573644048	3.47514834539499e-05	0	4.66289977508366e-05	8.05610269919721e-06	0	8.89938836930844e-05	0	0	3.28583615051657e-05	0	0	0	0	0	0	0	0
RG43	0.00130183331248756	0.00772527847669141	0.00855665375455147	0.00727128503437335	0.00656915692053418	0.0037384948681836	0.00361558852100038	0.00248967638826018	0.00470890593714913	0.00186858157671222	0.000925360641071422	0.00110297093823363	0.000393372158845597	0.000575397640869672	6.95029669078999e-05	0.000419255006256821	0.000463547095287728	0	0.000103046040971106	8.09035306300767e-05	0	0	2.52756626962813e-06	0	0	0	0	0	0	0	0
RG44	0.0026917473633031	0.0100975458648898	0.00882715305822709	0.00767021997086847	0.00770221543606612	0.00160651910810194	0.00166949306024334	0.00146424381276155	0.000230535739443384	0.000324299281908733	0.000760254800548305	6.57734963166842e-05	0	0.000219199101283685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG45	0.00282034524126195	0.00971033366628314	0.00868133702733945	0.00736406060100012	0.00775870695749578	0.00183479126019149	0.00177486540329618	0.00166286363594372	0.000332996068084888	0.000277970813064628	0.000886963933973022	2.02379988666721e-05	0	0.000136999438302303	0	6.40083979018047e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG46	0.00310748844821117	0.0022331870882907	0.0029585861339521	0.00257452197389296	0.00405931932558808	0.00359205612910728	0.00268040897640647	0.00225872310549022	0.00389776166873722	0.00404215890664814	0.00228076440164492	0.000885412450416903	0.00307022172757539	0.000534297809378982	0.000903538569802698	0.00543111256196813	0.000957265895002469	0.000334328262016684	0.00372339694708929	0.000420698359276399	0.00015609252239735	0.00180667029066607	0.000291933904142049	5.76515081634536e-05	0.000757428044335788	6.79809653297077e-05	0	0	0	0.000525500908769134	0
RG47	0.00328717315440025	0.00329683529099392	0.00328403060868683	0.00264410364886304	0.00239362646514796	0.00284263434677555	0.0045869898085187	0.00246658105998319	0.00370137937217434	0.00581808354567215	0.00364768717434793	0.0021351088804339	0.00884607635257659	0.00223994081624265	0.000899194634370955	0.00290598126474193	0.00151955675023314	0.000571983291643002	0.00100985120151684	0.000420698359276399	0.000188852681419016	0.000302546556503644	0.000166819373795457	9.8007563877871e-05	3.74964378384054e-05	0	0	0	0	0	0
RG48	0.000887853842346048	0.00621436067314865	0.00628488225883825	0.00571497490420923	0.00573631049031412	0.00366958252038298	0.00316446317730543	0.00164438737332212	0.00425210363862242	0.00205389545208864	0.000833208544035264	0.00124463693030033	0.000911472075373943	0.000458948118312715	4.34393543174374e-05	0.00040645332667646	0.000477261506390916	0	0	5.66324714410537e-05	0	0	0	0	0	0	0	0	0	0	0
RG49	0.00201000244864453	0.00514281018067795	0.00546915779619145	0.00545752270681993	0.00467426988743661	0.00457836410700365	0.00403378500749131	0.0035797758829344	0.00228401149263353	0.00257895143232183	0.00245738925429755	0.00061219946571683	0	0.000397298371076679	0	9.60125968527071e-06	0.00048274727083219	0	0	0.000202258826575192	0	0	1.39016144829547e-05	0	0	0	0	0	0	0	0
RG50	0.00100588203170554	0.00199927931117321	0.00205410408728674	0.00241680351062744	0.00253404824698739	0.00285555541198816	0.00348058020646393	0.00423106414034569	0.00278350559476086	0.00273337966180218	0.00462680320535711	0.00293450983566745	0.0037802105020772	0.003390736097982	0.00253685829213835	0.00263394557365926	0.00298974162049482	0.00133731304806674	0.00184795900141517	0.0016908837901686	0.000341091067460876	0.000918708445968383	0.000827777953303213	0.000103772714694216	0.00190481904219099	0.000217539089055065	1.18303682925098e-05	2.39171509889742e-05	3.37585788988627e-06	0.00124426454844923	4.76225364495567e-05
RG51	0.00116266574592935	0.00349597299313449	0.00417371972468243	0.00350227764016069	0.0088126773430262	0.00228702854263305	0.00240380657589278	0.004766875756372	0.001635096077904	0.0026986333101691	0.0052219521653823	0.000247915486116733	0.00315657171366345	0.000630197416190594	0	9.28121769576168e-05	3.84003510889242e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG52	0.00173342893029467	0.00481091401044367	0.00614751933119047	0.00540649614517521	0.00625926057440579	0.00217073895571951	0.00238075637584998	0.00210167487320665	0.00147713640458168	0.000918847965408077	0.00117493923721102	0.000430057475916781	0.000690799888704462	0.00023974901702903	6.08150960444124e-05	0.00121935998002938	6.03434088540238e-05	3.62524621463874e-05	0.000714452550733001	0	0	0.000252122130419703	0	0	6.74935881091296e-05	0	0	0	0	0	0
RG53	0.00114152636873063	0.00112054468902909	0.00193998719354859	0.00232634733316634	0.00230001194392167	0.00265312539032384	0.00315129163442383	0.00497011464520957	0.00397887609557841	0.00481816075978689	0.00634313601265555	0.0026258803529507	0.00317576059946079	0.00368528489033195	0.000551679799831455	0.00277476404904323	0.00379889187558286	0.000551843034895009	0.00177926164076776	0.00176369696773567	8.09368634652925e-05	0.000685034276311097	0.000695080724147736	0	0.000494952979466951	0.000367097212780421	0	0.000167420056922819	0	0.000147661412381409	0
RG54	0.00263361407600663	0.00447269600839539	0.00489857332750069	0.00511425311030087	0.00408837210803761	0.003949538933323	0.00376047549269803	0.00280377285282733	0.00197236132634895	0.00198826345455949	0.000956078006750141	0.00405771877276775	0.000556477688123039	0.000623347444275479	0.000312763351085549	9.60125968527071e-06	8.50293488397608e-05	6.04207702439791e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
RG55	0.00286086238089282	0.00345013971248309	0.00361581491085146	0.00263250670303469	0.00348149176353618	0.00307521352060264	0.0018407231177042	0.00293310669117851	0.00372272527397465	0.00259825496100687	0.00444633868199463	0.000374402979033433	0.00103619983305669	0.000650747331935939	0.000165069546406262	0.00235550904278641	0.000784464315102309	4.02805134959861e-06	0.00228075237349381	0.000315523769457299	0	0.00109088941308428	7.96183374932861e-05	0	0.000749928756768107	5.43847722637661e-05	0	0	0	0.000121603516078808	0
RG56	0.00224429721259695	0.00366034062029814	0.00324176509248752	0.00351387458598903	0.00295369954903625	0.00270911667291185	0.00565059189620824	0.00290077323159071	0.00279631313584105	0.00357115280673307	0.00311781261639002	0.000819638954100219	0.0032812994713462	0.00154124368090091	0.000130318062952312	0.00068168943765422	0.00105326677272478	0	0.000185482873747991	0.000299343063331284	0	7.37918430496693e-06	0.000150390193042874	0	0	0.000122365737593474	0	0	0	0	0
RG57	0.000863191235614213	0.00240703746317533	0.00353128387845283	0.00349995825099502	0.00316675328699953	0.00495307499816952	0.00470882658017354	0.00427725479689968	0.00301831051456431	0.00378349162226855	0.0030486985436129	0.00169493240508379	0.00225469408118818	0.00296603783924486	0.000647246379329818	0.000713693636605123	0.000951780130561194	0.000169178156683141	0.000247310498330654	0.000331704475583314	6.55203180433321e-05	8.60904835579475e-05	9.73113013806831e-05	0	5.99943005414486e-05	0	0	0	0	0	0
RG58	0.00119437481172742	0.00397643221099746	0.0047126050562237	0.00484984274541457	0.00509714927642431	0.00310536267276541	0.00334886477764789	0.00344582297892782	0.00179305575122632	0.0023434483823643	0.00229996275519411	0.000222617987533393	0.00148713864929433	0.00070554710725686	5.21272251809249e-05	0.000396852066991189	0.000109715288825498	0	8.93065688416251e-05	0	0	4.91945620331129e-06	0	0	0	0	0	0	0	0	0
