D3C2_Parent	D3C2_R1_T1	D3C2_R2_T1	D3C2_R3_T1	D3C2_R1_T2	D3C2_R2_T2	D3C2_R3_T2	D3C2_R1_T3	D3C2_R2_T3	D3C2_R3_T3	D3C2_R1_T5	D3C2_R2_T5	D3C2_R3_T5	D3C2_R1_T6	D3C2_R2_T6	D3C2_R3_T6	D3C2_R1_T8	D3C2_R2_T8	D3C2_R3_T8	D3C2_R1_T9	D3C2_R2_T9	D3C2_R3_T9	D3C2_R1_T10	D3C2_R2_T10	D3C2_R3_T10	D3C2_R1_T13	D3C2_R3_T13	D3C2_R1_T15	D3C2_R3_T15	D3C2_R3_T17	D3C2_R1_T19	D3C2_R3_T19
RG42	0.000258431321876211	0.000903914590747331	0.000757761939870566	0.000768581872715344	0.00414122568973315	0.00268880594010433	0.00131080750977108	0.00731384630674054	0.00327593175682756	0.00383294608538143	0.00393303874275558	0.00195356932643385	0.00400876552227904	0.00817303949109993	0.00482258686505856	0.00655276352273471	0.00306727477355254	0.00304717997038632	0.00389339504431639	0.00295206506929439	0.00358312066609955	0.00291946866096259	0.000100012223716232	0.000109299636137986	8.44742265205852e-05	0.000417075324455277	0.000322912079847351	0.000204005543323039	6.63902418415446e-05	3.91785665032659e-05	1.10078816432566e-05	1.09719702732752e-05
RG43	0.0133867424731878	0.0170462633451957	0.00408918380164387	0.00418970850126535	0.00372780981456355	1.72543696691187e-05	0.00123883305415969	0.000295038386046858	4.98999505990489e-06	0.00112490588347341	0	3.61103387510878e-06	8.76552227903579e-06	0	2.8886414286065e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG44	0.0129861739242796	0.0145480427046263	0.00347478222877584	0.00412409785359453	0.0032790592492085	1.72543696691187e-05	0.00117340173087661	0.000282615717160675	0	0.0012506940813059	0	0	2.62965668371074e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG45	0.00474221475642848	0.00809964412811388	0.0088405559651566	0.0149686006186147	0.00011660447761194	0.00171393405379912	0.00325847989949749	0	0.000114769886377812	3.5939485094997e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG46	9.0450962656674e-05	0.000362989323843416	0.00092160235930204	0.000581122879370138	0.000664292175486205	0.00222006223075994	0.000372958542713568	0.00163358095853313	0.00711323795789442	0.00271522809892703	0.000156037834194861	0.00304590707365426	0.00137034331628926	0.000180968433634036	0.00371190423575936	0.0016374997581071	4.71888426700391e-05	0.00155135280656885	0.000502744949044305	3.4406352788979e-05	0.0012741621279244	0.000766600086029565	0	9.87222519955998e-05	4.32193717082064e-05	0	4.40334654337296e-05	0	0	0	0	0
RG47	0.0068484300297196	0.00445551601423488	0.00212309876846618	0.00344924547755179	0.00375961103573044	0.000339335936826001	0.00421595826353992	0.00128885189694154	1.74649827096671e-05	0.00144476730081888	4.86926574792475e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG48	3.87646982814317e-05	0.000185053380782918	0.000409601048578684	0.000290561439685069	0.000272077114427861	0.00101513208219982	0.000820072585147962	0.000791945141494199	0.00339818663579523	0.00153461601355637	0.000284409385731059	0.00406602414337249	0.00156610664718773	0.000336685457923787	0.006305904238648	0.00361318883035337	6.60643797380547e-05	0.00172970790146722	0.000585256524650813	4.12876233467747e-05	0.00149879764758738	0.00107324012044139	8.33435197635266e-06	0.000408992186838913	0.0002494936457701	0	0.000205489505357405	0	0	7.83571330065318e-06	0	0
RG49	1.29215660938106e-05	0.000120996441281139	0.000361814259577838	0.000365545037023151	0.000254409769335142	0.000940363146966969	0.000135224734785036	0.000624239111530721	0.00285178217673564	0.00119858182791815	7.41456375252178e-05	0.00155635560017189	0.000496712929145362	7.57542280328521e-05	0.00130133296358723	0.000669928150896939	1.17972106675098e-05	0.000469444070534392	0.000153509908105131	2.06438116733874e-05	0.00050082673236335	0.000317287257828903	0	2.82063577130285e-05	1.17871013749654e-05	0	1.46778218112432e-05	0	0	0	0	0
RG50	3.87646982814317e-05	0.000142348754448399	0.000102400262144671	7.49835973380823e-05	0.000554754635911352	0.000347963121660561	0.000161397264098269	0.000838530149817387	0.000503989501050394	0.000555265044717704	0.00161571090726594	0.000485684056202131	0.00126369612856099	0.000753333712104474	0.000398632517147698	0.000563956022488207	0.000698394871516579	0.000736976712881949	0.000773306162079599	0.000791346114146516	0.000983240717213341	0.000911402324501817	3.05592905799598e-05	2.46805629989e-05	2.16096858541032e-05	3.58424106953754e-05	5.87112872449729e-05	5.62773912615281e-05	8.04730204139935e-05	2.66414252222208e-05	8.80630531460526e-05	2.56012639709755e-05
RG51	0.014665977516475	0.00907473309608541	0.00220501897818192	0.00479895022963727	0.00255116463138851	0.000419856328615222	0.00205018146286991	0.000220502372729757	1.49699851797147e-05	0.000749338264230688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG52	0.00171856829047681	0.00922419928825623	0.00526337347423609	0.00734839253913206	0.000759695838986884	0.00049462526384807	0.00386262911781128	5.59020099878258e-05	3.74249629492867e-05	0.000693632062333443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG54	0.0103243313089546	0.000370106761565836	0.0102331995303241	0.00751710563314275	0	0.00162766220545353	0.00177318886097152	0	4.98999505990489e-05	0.000323455365854973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG55	0.000129215660938106	0.000320284697508897	0.000675841730154829	0.00066547942637548	0.000621890547263682	0.00203026416439963	0.000372958542713568	0.00131059156749236	0.00546903458565576	0.00229114217480606	0.000159357788113901	0.00261438852557876	0.00107085463842221	0.00014309131961761	0.00353858575004297	0.00138040215961983	2.35944213350195e-05	0.000945618522008346	0.000360748284047058	4.12876233467747e-05	0.000957462870694639	0.000517455058069957	0	5.6412715426057e-05	1.17871013749654e-05	0	1.46778218112432e-05	0	0	1.56714266013064e-06	0	0
RG56	0.00413490115001938	0.0119501779359431	0.0085606619152945	0.00490205267597713	0.000597156264133876	0.000184046609803933	0.000988012981574539	2.79510049939129e-05	4.98999505990489e-06	1.79697425474985e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG57	0.00350174441142266	0.00506049822064057	0.00505174626580377	0.0014621801480926	0.000929302351876979	0.00379596132720612	0.000909495393634841	0.000133543690526473	0.00055139445411949	0.000177900451220235	0	0	0	0	0	0	0	0	0	6.88127055779579e-06	0	0	0	0	0	0	0	0	0	0	0	0
RG58	0.00821811603566352	0.00140213523131673	0.00983042516588842	0.00185584403411754	0.000162539574853008	0.00272619040772076	0.00068266680625349	6.21133444309175e-06	0.000324349678893818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG59	0.00453546969892751	0.00365836298932384	0.00098986920073182	0.0079295154185022	0.000462884441429218	2.01300979473052e-05	0.00364670575097711	3.10566722154588e-05	2.49499752995245e-06	0.000354003928185721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG60	0.000568548908127665	0.00177935943060498	0.000648534993582917	0.000543631080701097	0.004614710538218	0.0045637807774819	0.00128899706867672	0.00367710999031032	0.00226545775719682	0.000716992727645191	2.65596313523168e-05	3.97213726261966e-05	2.77574872169467e-05	1.05214205601183e-05	1.1554565714426e-05	9.2149676877158e-06	0	0	0	0	0	0	0	0	0	0	0	7.03467390769101e-06	0	0	0	0
RG61	0.00960072360770125	0.000320284697508897	0.00875863575544087	0.00588621239103946	0	0.00110140393054541	0.0015965242881072	0	4.74049530690965e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG62	0.00343713658095361	0.0100142348754448	0.00720215177084187	0.00411472490392727	0.000413415875169607	9.77747614583393e-05	0.000961840452261307	5.27963427662799e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG63	1.29215660938106e-05	5.69395017793594e-05	4.09601048578684e-05	3.74917986690412e-05	0.000293277928539123	0.000181170881525746	0.000296621998883305	0.000537280429327437	0.00022454977769572	0.000260561266938729	0.000191450675997951	0.000104719982378155	0.000165084002921841	0.0019822356335263	0.000920032295011172	0.00173978589944074	0.000219428118415682	0.000143020594965675	0.000220670492901126	0.000144506681713712	0.000114159034582822	0.000144802238472251	8.05654024380758e-05	5.99385101401856e-05	5.50064730831718e-05	0.000234604870006093	0.000220167327168648	0.000133658804246129	7.84611949036436e-05	5.64171357647029e-05	0	7.31464684885014e-06
RG64	2.58431321876211e-05	0.000128113879003559	0.000314027470576991	0.000187458993345206	0.000212008141112619	0.000741937895772104	0.000344604969290899	0.000832318815374295	0.00260727241880031	0.00118779998238965	0.00063853780376195	0.00689707470145777	0.00308108108108108	0.000288286923347243	0.00343892762075604	0.00251568617874641	9.67371274735802e-05	0.00176504240139992	0.000516177066003504	2.75250822311832e-05	0.0011968285883683	0.000796412311597382	0	6.69900995684427e-05	2.75032365415859e-05	0	4.40334654337296e-05	0	1.2070953062099e-05	4.70142798039191e-06	0	0
RG65	1.29215660938106e-05	0	0	0	3.88681592039801e-05	2.01300979473052e-05	0.000482010748185371	4.03736738800964e-05	2.74449728294769e-05	3.05485623307475e-05	3.98394470284752e-05	2.70827540633159e-05	4.52885317750183e-05	0.00357097013810417	0.00184006459002234	0.00299762898881395	6.13454954710508e-05	4.87952618118185e-05	3.64586031749687e-05	6.19314350201621e-05	4.41905940320603e-05	5.53655617688019e-05	8.33435197635266e-06	3.17321524271571e-05	1.76806520624481e-05	0.000146628043753808	0.000132100396301189	7.73814129846011e-05	3.21892081655974e-05	2.50742825620902e-05	0	1.82866171221253e-06
RG66	0.00273937201188784	0.00259786476868327	0.00259413997433167	0.00239947511481863	0.000243809362279512	8.62718483455935e-05	0.00290733179787828	3.72680066585505e-05	0	0.00125608500407015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG67	0	4.98220640569395e-05	6.14401572868026e-05	3.74917986690412e-05	0.000176673450927182	0.000112153402849272	0.000128681602456728	0.000630450445973813	0.00022454977769572	0.000167118605691736	0.00109226483936403	0.00059220955551784	0.000892622352081812	0.000738603723320308	0.000333638085004051	0.000457983894079475	0.000894228568597241	0.000917014403015211	0.00107073160903329	0.000598670538528234	0.00262197524590224	0.00126063125258195	0.000138905866272544	0.000141031788565143	0.000111977463062171	7.49432223630576e-05	8.80669308674593e-05	0.00021104021723073	0.000209229853076383	0.000377681381091484	5.50394082162829e-05	2.56012639709755e-05
