D3C2_Parent	D3C2_R1_T1	D3C2_R2_T1	D3C2_R3_T1	D3C2_R1_T2	D3C2_R2_T2	D3C2_R3_T2	D3C2_R1_T3	D3C2_R2_T3	D3C2_R3_T3	D3C2_R1_T5	D3C2_R2_T5	D3C2_R3_T5	D3C2_R1_T6	D3C2_R2_T6	D3C2_R3_T6	D3C2_R1_T8	D3C2_R2_T8	D3C2_R3_T8	D3C2_R1_T9	D3C2_R2_T9	D3C2_R3_T9	D3C2_R1_T10	D3C2_R2_T10	D3C2_R3_T10	D3C2_R1_T13	D3C2_R3_T13	D3C2_R1_T15	D3C2_R3_T15	D3C2_R3_T17	D3C2_R1_T19	D3C2_R3_T19
RG68	0.00178317612094586	0.00264056939501779	0.00489473253051528	0.000627987627706439	0.00049468566259611	0.00295624866997567	0.000551804159687326	0.000102487018311014	0.000953089056441834	0.000186885322493985	0	7.22206775021756e-06	4.3827611395179e-06	0	1.58875278573358e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG69	0.00104664685359866	0.000854092526690391	0.000757761939870566	0.00272752835317274	0.000855099502487562	0.00108414956087629	0.000913857481853713	0.000779522472608015	0.000863269145363546	0.00102427532520742	0.000387327957221287	0.000881092265526543	0.000298027757487217	0.000391396844836402	0.000868036749296255	0.00051327370020577	0.000280773613886733	0.000501413379997308	0.00054687904762453	0.000282132092869627	0.000743874999539681	0.000383300043014783	0.000166687039527053	0.000423095365695428	0.000220025892332687	0.000400783319593743	0.00512255981212388	1.4069347815382e-05	2.01182551034984e-06	2.50742825620902e-05	0	0
RG70	0.00333376405220313	4.98220640569395e-05	8.19202097157369e-05	0.0031868028868685	7.06693803708729e-06	0	0.00308181532663317	0	0	0.00174665897561686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG71	0.0116294094844295	0.0059288256227758	0.00148139045902624	0.00185584403411754	0.0010847749886929	0.00021855534914217	0.000610692350642099	4.03736738800964e-05	3.24349678893818e-05	1.79697425474985e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG72	0.00701641038893914	0.00620640569395018	0.00458753174408127	0.00403036835692192	4.24016282225237e-05	0.000120780587683831	0.000523450586264657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG73	0.0048843519834604	0.00323131672597865	0.00271702028890527	0.00098415971506233	0.00278084011759385	0.000503252448682629	0.000279173646007817	0.000366468732142413	1.99599802396196e-05	1.79697425474985e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG74	0.00666752810440625	0.00181494661921708	0.00236203271347041	0.00410535195426001	0.000141338760741746	0.000747689352328477	0.00109488414293691	1.55283361077294e-05	0.000144709856737242	0.000334237211383472	0	0	1.4609203798393e-05	4.20856822404734e-06	1.44432071430325e-06	9.2149676877158e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG75	0.00396692079079984	0.00386476868327402	0.00130389667130881	0	0.00413062528267752	0.000287572827818645	0	0.000590076772093717	1.99599802396196e-05	0	0	0	1.4609203798393e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG76	0.0094198216823879	0.00654804270462633	0.00130389667130881	0.00182772518511576	0.000812697874265039	0.000189798066360306	0.000460200307091011	4.65850083231882e-05	9.97999011980978e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG77	0.00351466597751648	0.00168683274021352	0.00142677698588242	0.00372106101790233	3.53346901854364e-05	6.03902938419155e-05	0.00272630513679509	0	0	0.000278531009486227	0	0	0	0	1.44432071430325e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG78	0.000400568548908128	0.000362989323843416	0.000430081101007619	0.00111538101040397	0.000371014246947083	0.000382471860998798	0.000202837102177554	0.000310566722154588	0.000261974740645007	0.000346816031166722	0.000357448371949931	0.000662624716082462	0.000246895544192842	0.000248305525218793	0.000303307350003683	0.000293035972469363	0.000209990349881674	0.00028604118993135	0.00045861085046408	0.000350944798447585	0.000427175742309916	0.000321546147195734	0.000222249386036071	0.000338476292556342	0.000294677534374134	0.000316064894313764	0.00522530456480258	0.000161797499876893	4.02365102069967e-06	2.19399972418289e-05	0	0
RG79	0.00253262695438687	0.0024626334519573	0.00388438327735452	0.00574561814603055	0.000109537539574853	0.00013803495735295	0.00121702261306533	1.55283361077294e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG80	0.00297196020157643	0.00376512455516014	0.000170667103574452	0.00440528634361233	0.000208474672094075	0	0.00176446468453378	3.10566722154588e-06	0	0.000280327983740977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG81	0.0110867037084895	0.00226334519572954	0.0016179241418858	0.00603617958571562	2.12008141112619e-05	0	0.000386044807370184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG82	0.00938105698410647	0.0055373665480427	0.000826028781300347	0.00124660230574562	0.000713760741745816	0.000198425251194865	0.000355510189838079	5.27963427662799e-05	4.98999505990489e-06	1.79697425474985e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG83	0.0010983331179739	0.00227758007117438	0.00163157751017176	0.00403036835692192	0.000413415875169607	0.000112153402849272	0.00129772124511446	3.72680066585505e-05	0	0.000682850216804944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG84	0.00307533273032692	0	0	0.000365545037023151	0	0	0.0020981644332775	0	0	0.00162805867480337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG85	0.0063574105181548	0.00309608540925267	0.0025531798694738	0.00316805698753398	0.000388681592039801	0.000264567001593154	0.000425303601340034	1.86340033292753e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG86	0.0101821940819227	0.000334519572953737	0.00251221976461593	0.00187458993345206	3.18012211668928e-05	0.00118480005061282	0.000229009631490787	0	0.000107284893787955	1.79697425474985e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG87	0.00285566610673214	0.000512455516014235	0.00529750689495098	0.000834192520386165	1.76673450927182e-05	0.00220280786109082	0.000102509073143495	6.21133444309175e-06	9.48099061381929e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG88	0.0102726450445794	0.00125266903914591	0.000757761939870566	0.00193082763145562	0	1.72543696691187e-05	0.000724106644332775	3.10566722154588e-06	0	0.000427679872630465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG89	0.00261015635094974	0.000633451957295374	0.0028330739193359	0.00104977036273315	9.54036635006784e-05	0.00227470106804548	0.000187569793411502	4.65850083231882e-05	0.000364269639373057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG90	0.00373433260111125	0.00358718861209964	0.00160427077359985	0.00272752835317274	0.000254409769335142	0	0.000957478364042434	1.55283361077294e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG91	3.87646982814317e-05	7.11743772241993e-05	4.77867890008465e-05	0.000421782735026713	0.000137805291723202	4.88873807291697e-05	0.00101636655499721	5.27963427662799e-05	2.74449728294769e-05	0.00304048043903675	1.10665130634653e-06	0	0.00012417823228634	0	7.22160357151626e-06	0.00014559648946591	0	1.68259523489029e-06	3.45397293236545e-05	0	0	2.342389151757e-05	0	0	0	0	0	0	0	0	0	0
RG92	0.00144721540250678	0.00299644128113879	0.00399361022364217	0.00226825381947699	0.000180206919945726	0.000333584480269628	0.000379501675041876	0	7.73449234285258e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG93	0.00328207778782788	0.00793594306049822	0	0.000534258131033836	0.000611290140208051	0	8.28796761585706e-05	1.24226688861835e-05	0	1.79697425474985e-06	0	0	8.76552227903579e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG95	0.000284274454063833	0.000192170818505338	0.000252587313290189	0.000215577842346987	0.000134271822704659	0.000126532044240204	1.52673087660525e-05	0.000167706029963477	0.000164669836976861	0.000152742811653737	0.000345275207580119	0.000449573717451043	0.000330168005843682	2.5251409344284e-05	3.61080178575813e-05	1.38224515315737e-05	0.000280773613886733	0.000380266523085207	0.000262885717630037	0.000302775904543015	0.000556064974903425	0.00027682780884401	0.000161130804876152	9.87222519955998e-05	0.000119835530645481	8.14600243076713e-05	0.00155584911199178	5.62773912615281e-05	1.81064295931485e-05	0.000490515652620889	2.20157632865131e-05	1.46292936977003e-05
RG96	0	0	0	0	0	2.87572827818645e-06	0.000403493160245673	0	2.49499752995245e-06	0	1.10665130634653e-06	5.41655081266317e-06	0	0.000204115558866296	0.00331760468075457	0.00143200597867104	0	0	0	0	0	0	0	3.87837418554142e-05	1.76806520624481e-05	0	2.93556436224864e-05	0	2.01182551034984e-06	0	0	0
RG97	0.00815350820519447	0.000170818505338078	0.00139264356516753	0.00183709813478302	3.53346901854365e-06	2.01300979473052e-05	0.000567071468453378	0	2.2454977769572e-05	0.000632534937671948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG98	2.58431321876211e-05	3.55871886120996e-05	2.73067365719123e-05	8.43565470053426e-05	0.000130738353686115	7.18932069546613e-05	1.96293969849246e-05	0.000397525404357872	0.000154689846857052	0.000195870193767734	0.000885321045077228	0.000480267505389468	0.000819576333089847	0.000183072717746059	0.000131433185001596	0.000149282476540996	0.000493123405901908	0.000701642212949253	0.000738766432755944	0.000337182257331994	0.00169765532073165	0.000702716745527101	0.000102790341041683	5.28869207119285e-05	5.50064730831718e-05	0	0	5.62773912615281e-05	1.81064295931485e-05	7.99242756666625e-05	0	1.82866171221253e-06
RG99	0.000568548908127665	0.000106761565836299	2.73067365719123e-05	0.00267129065516918	0	0	0.00271321887213847	0	0	0.000206652039296233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG100	0	0	0	0	0	0	0.000392587939698492	0	0	1.79697425474985e-06	4.42660522538614e-06	0	2.9218407596786e-06	0.00267875367460613	0.00131866481215887	0.00158497444228712	0	1.68259523489029e-06	9.5943692565707e-06	6.88127055779579e-06	3.68254950267169e-06	2.12944468341546e-06	0.000119459044994388	0.000133980199136885	8.25097096247576e-05	0.00012381923694766	0.000161456039923675	0.000147728152061511	0.000201182551034984	5.48499931045723e-05	0	1.82866171221253e-06
RG101	0.000387646982814317	0.002	0.000983042516588842	0.000346799137688631	0.000554754635911352	0.000586648568750036	0.00012213847012842	0.000180128698849661	0.000279439723354674	0.000598392426831701	7.74655914442574e-06	1.80551693755439e-06	1.31482834185537e-05	0	0	3.22523869070053e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG102	0.00423827367876987	0.00386476868327402	0.000382294312006772	0.000881057268722467	0.0011095092718227	0	5.88881909547739e-05	0.000232925041615941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG103	0.00161519576172632	0.00170106761565836	0.000402774364435706	0.00312119223919768	2.82677521483492e-05	0.000163916511856628	0.00147438581797878	3.10566722154588e-06	4.98999505990489e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG104	0	0	0	9.37294966726029e-06	7.06693803708729e-06	0	0.000383863763260748	0	0	1.79697425474985e-06	1.10665130634653e-06	0	1.4609203798393e-06	0.00163713303915441	0.000644167038579251	0.00169739704807725	7.07832640050586e-06	5.04778570467088e-06	1.91887385131414e-06	0	2.57778465187018e-05	0	0.000308371023125049	0.000359631060841114	0.000361471108832272	0.000586512175015233	0.000396301188903567	0.000344699021476859	0.000313844779614574	0.00019589283251633	0.000165118224648849	6.40031599274387e-05
RG105	0.00023258818968859	0.000263345195729537	0.000628054941153983	0.000356172087355891	0.000395748530076888	0.000529134003186307	0.000844064070351759	0.000350940396034684	0.000414169589972106	0.00109974824390691	0.000152717880275822	0.000171524109067667	0.000197224251278305	0.000172551297185941	0.000205093541431062	0.000237746166343068	1.41566528010117e-05	6.39386189258312e-05	4.60529724315394e-05	6.88127055779579e-06	2.94603960213735e-05	3.19416702512319e-05	0	7.05158942825713e-06	0	0	0	0	0	0	0	0
RG106	0.0128828013955291	0.0015017793594306	0.000552961415581224	0.000562376980035617	8.48032564450475e-05	0	0.000113414293690676	9.31700166463763e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG107	0.00121462721281819	0.000163701067615658	0.00331776849348734	0.000149967194676165	0	0.00194686804433223	5.23450586264657e-05	0	0.000167164834506814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG108	0.00210621527329112	0.00244839857651246	0.00226645913546872	0.00165901209110507	5.65355042966983e-05	0.000342211665104188	0.000436208821887214	0	2.99399703594293e-05	1.79697425474985e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG109	0.00249386225610544	0.00260498220640569	0.00318806149477076	0.00110600806073671	0.000204941203075531	0.000184046609803933	0.000170121440536013	1.24226688861835e-05	2.2454977769572e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG110	0.00124047034500581	0.002	0.00324950165205756	0.000262442590683288	0.000526486883763003	0.000790825276501274	0	6.21133444309175e-06	7.48499258985734e-05	1.79697425474985e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG111	0.00536244992893139	0.000854092526690391	0.0039526501187843	0.0012278564064111	2.12008141112619e-05	2.87572827818645e-05	3.70777498604132e-05	0	2.49499752995245e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG112	0.00974286083473317	0.00159430604982206	0.00138581688102455	0.000834192520386165	1.76673450927182e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG113	0.00143429383641297	0.00158718861209964	0.00159061740531389	0.00309307339019589	7.06693803708729e-05	9.20233049019664e-05	0.000671761585706309	9.31700166463763e-06	0	1.79697425474985e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG114	0.00602144979971573	0.00123131672597865	0.000873815570301193	0.00241822101415315	3.53346901854365e-06	0	0.000604149218313791	0	0	0	0	0	0	0	0	1.84299353754316e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG115	0.00591807727096524	0.000604982206405694	0	0.00433030274627425	0	0	0.000671761585706309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG116	0.00133092130766249	0.000790035587188612	0.000785068676442478	0.00121848345674384	1.41338760741746e-05	8.62718483455935e-05	0.00114504815745394	0	0	0.000440258692413714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG117	2.58431321876211e-05	0.000113879003558719	0.000116053630430627	0.000103102446339863	0.00011660447761194	0.000509003905239002	2.83535734226689e-05	0.000326095058262317	0.00124749876497622	0.000499558842820459	1.21731643698119e-05	0.000135413770316579	3.50620891161432e-05	1.68342728961894e-05	0.000245534521431553	0.000101364644564874	0	3.02867142280253e-05	1.53509908105131e-05	0	3.31429455240452e-05	4.89772277185556e-05	0	0	3.92903379165513e-06	0	0	0	0	0	0	0
RG118	0.00304948959813929	0.00251957295373665	0.00243029955490019	0.00150904489642891	2.12008141112619e-05	5.17631090073561e-05	7.63365438302624e-05	0	0	1.79697425474985e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG120	0.00580178317612095	0.000903914590747331	0.000826028781300347	0.00140594245008904	1.76673450927182e-05	0	0.000242095896147404	6.21133444309175e-06	0	0.000346816031166722	0	0	0	0	0	9.2149676877158e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG122	0.000193823491407159	0.000163701067615658	0.000109226946287649	0.000393663886024932	8.12697874265039e-05	8.914757662378e-05	1.74483528754886e-05	0.000121121021640289	0.000117264883907765	0.00012219424932299	0.000254529800459703	0.000308743396321801	0.000248356464572681	0.000151508456065704	0	3.50168772133201e-05	0.00010853433814109	0.000146385785435456	9.40248187143929e-05	9.63377878091411e-05	0.000191492574138928	0.000129896125688343	6.66748158108213e-05	8.81448678532141e-05	0.000104119395478861	4.23592126399891e-05	0.00121825921033319	9.84854347076741e-05	6.63902418415446e-05	0.000512455649862718	4.40315265730263e-05	3.47445725320382e-05
RG123	0	2.84697508896797e-05	0.000102400262144671	6.5610647670822e-05	3.88681592039801e-05	0.000238685447089475	2.61725293132328e-05	0.000145966359412656	0.00114270886871822	0.000438461718158964	0.000144971321131396	0.00292313192190056	0.000885317750182615	1.05214205601183e-05	0.000179095768573603	7.92487221143559e-05	1.65160949345137e-05	0.000518239332346211	0.000145834412699875	6.88127055779579e-06	0.000673906558988919	0.000379041153647952	0	3.52579471412856e-06	0	0	0	0	0	0	0	0
RG126	0.00253262695438687	0.00281850533807829	0.000375467627863794	0.000852938419720686	0.000614823609226594	0	5.88881909547739e-05	0.000139755024969564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG127	0.00686135159581341	0.000128113879003559	0.000853335517872259	0.00167775799043959	0	2.01300979473052e-05	0.000185388749302066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG128	0.00529784209846233	0.00190035587188612	0	0.000806073671384385	0.000279144052464948	0	8.94228084868788e-05	1.55283361077294e-05	0	3.5939485094997e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG129	0	0	0	0	0	2.87572827818645e-06	0.000281354690117253	0	0	0	0	0	0	0.000122048478497373	0.000183428730716513	0.000228531198655352	4.71888426700391e-06	2.52389285233544e-05	0	0	0	0	0.000602851459622843	0.000483033875835613	0.00126514888091295	0.00118605795391969	0.0181564655805079	0.000204005543323039	0.000168993342869386	0.000709915625039179	0.000242173396151645	0.000173722862660191
RG130	0.000348882284532885	0.00214946619217082	0.00092160235930204	0.000187458993345206	0.000296811397557666	0.00080232818961402	7.63365438302624e-05	9.31700166463763e-06	5.98799407188587e-05	1.79697425474985e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG131	0	1.42348754448399e-05	1.36533682859561e-05	0.000309307339019589	2.12008141112619e-05	6.61417503982884e-05	6.54313232830821e-06	0.000136649357748019	0.000109779891317908	0.000140163991870488	0.000714896743899861	0.000306937879384246	0.000444119795471147	3.7877114016426e-05	1.7331848571639e-05	3.04093933694621e-05	0.000696035429383077	0.000333153856508278	0.000466286345869336	0.000151387952271507	0.00138832116250723	0.00062818618160756	4.72279945326651e-05	6.34643048543142e-05	3.92903379165513e-05	1.62920048615342e-05	1.46778218112432e-05	4.22080434461461e-05	5.23074632690957e-05	4.70142798039191e-06	1.10078816432566e-05	1.82866171221253e-06
RG132	0.00379894043158031	4.27046263345196e-05	0.00112640288359138	0.0018183522354485	0	3.73844676164239e-05	0.000610692350642099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG133	0.00400568548908128	0.00138790035587189	0	0	0.00116957824513795	0	0	0.000130438023304927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG134	0.00439333247189559	0.00114590747330961	0.00130389667130881	0.00104977036273315	4.24016282225237e-05	6.32660221201019e-05	2.83535734226689e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG135	0.00214497997157255	0.00115302491103203	0.00014336036700254	0.000281188490017809	0.00102470601537766	0.000161040783578441	6.54313232830821e-06	0.000245347710502124	5.98799407188587e-05	0	3.3199539190396e-06	0	0	6.31285233607101e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG136	2.58431321876211e-05	4.27046263345196e-05	2.73067365719123e-05	0.000159340144343425	7.06693803708729e-05	1.72543696691187e-05	0.000338061836962591	1.86340033292753e-05	2.99399703594293e-05	0.00136390345935514	1.10665130634653e-06	9.02758468777196e-06	6.42804967129291e-05	0	0	7.09552511954117e-05	0	0	0	0	0	1.70355574673237e-05	0	0	0	0	0	0	0	0	0	0
RG138	0.00276521514407546	0.000213523131672598	0.00226645913546872	0.00142468834942356	7.06693803708729e-06	1.72543696691187e-05	9.81469849246231e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG141	0.000103372528750485	0.000135231316725979	7.50935255727588e-05	0.000618614678039179	0.000318012211668928	0.000244436903645848	0.000311889307649358	0.000462744416010336	0.000197104804866243	0.000271343112467228	0.000312075668389723	0.000139024804191688	0.000281957633308985	0.00126677903543825	0.000701939867151381	0.000872657440026687	0.000273695287486227	0.000376901332615426	0.000608283010866583	0.000330300986774198	0.000751240098545025	0.000379041153647952	0	2.82063577130285e-05	5.89355068748269e-06	9.44936281968987e-05	0.000146778218112432	0.000105520108615365	1.81064295931485e-05	3.13428532026127e-06	0	0
RG142	0.00374725416720507	0.000469750889679715	0.00108544277873351	0.00137782360108726	1.76673450927182e-05	4.02601958946103e-05	0.000178845616973758	0	0	1.79697425474985e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG143	0.00469052849205324	0.00096085409252669	0.00148139045902624	0.000271815540350548	3.53346901854365e-06	1.15029131127458e-05	1.09052205471803e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG144	0	0	0	0	0	0	0	0	0	0	0	0	0	2.10428411202367e-06	0	1.84299353754316e-06	0	0	0	0	0	0	0.0012557090311038	0.000821510168391956	0.00120621337403812	0.00022808806806148	0.000176133861734919	0.000239178912861494	0.000152898738786588	0.000354174241189524	0.000330236449297697	0.000330987769910469
RG145	2.58431321876211e-05	3.55871886120996e-05	3.41334207148904e-05	0.000206204892679726	6.71359113523293e-05	1.72543696691187e-05	0.000383863763260748	2.4845337772367e-05	1.24749876497622e-05	0.00120576972493715	0	0	3.65230094959825e-05	0	2.8886414286065e-06	4.6074838438579e-05	0	0	5.75662155394242e-06	0	0	1.27766681004928e-05	0	0	0	0	0	0	0	0	0	0
RG147	0.00392815609251841	0.000896797153024911	0.00107861609459054	0.000627987627706439	0	9.48990331801529e-05	4.36208821887214e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG148	0.00174441142266443	0.000939501779359431	0.00144043035416837	0.000534258131033836	0.000106004070556309	8.05203917892206e-05	0.000226828587381351	0	5.48899456589538e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG149	0.00507817547486755	4.27046263345196e-05	0.000969389148302886	3.74917986690412e-05	0	0.000342211665104188	0	0	2.99399703594293e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG151	0	0	0	0	0	0	0.000104690117252931	0	0	0	0	0	0	0.000140987035505586	0.000145876392144629	9.12281801083864e-05	0	0	1.91887385131414e-06	0	0	2.12944468341546e-06	0.000213915034059718	0.000839139141962598	0.000265209780936721	0.000280222483618389	0.00697196536034053	3.5173369538455e-05	9.8579450007142e-05	8.46257036470544e-05	0	0
RG152	0.00175733298875824	0.00097508896797153	0.000839682149586303	0.00178086043677945	0.000777363184079602	0.000928860233854224	0.000745917085427136	0.000388208402693235	0.000189619812276386	0.000138367017615739	1.88130722078911e-05	0	2.9218407596786e-06	2.10428411202367e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG153	0	0	0	0	0	0	0.000152673087660525	0	0	0	0	0	0	0.000290391207459266	0.000784266147866666	0.000154811457153625	4.71888426700391e-06	5.55256427513797e-05	0	0	0	0	0.000208358799408817	0.000253857219417257	0.00022591944302017	0.000563703368209085	0.0111404667547336	0.00161797499876893	0.000315856605124924	0.000349472813209132	8.80630531460526e-05	6.40031599274387e-05
RG156	0.00450962656673989	0.000918149466192171	0.000648534993582917	0.000140594245008904	0	0	2.18104410943607e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG157	0.00578886161002713	0.000896797153024911	0	2.81188490017809e-05	1.06004070556309e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG158	0.00302364646595167	0.00108896797153025	0	0	0.000484085255540479	0	0	9.62756838679222e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG159	0.00191239178188396	0.00112455516014235	0.000327680838862947	0.00137782360108726	4.24016282225237e-05	0	7.41554997208264e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG160	0.00315286212688978	0.000334519572953737	0.000314027470576991	0.00163089324210329	0	0	8.94228084868788e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG161	0.00178317612094586	0	0	0.000824819570718905	0	0	0.000558347292015634	0	0	0.00012039727506824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG167	0.00100788215531722	7.11743772241993e-05	0.00215040550503809	0.000121848345674384	1.76673450927182e-05	0.000273194186427713	0	0	2.2454977769572e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG170	0.00105956841969247	0.000683274021352313	0.00132437672373775	0.000234323741681507	0.000173139981908639	7.76446635110342e-05	4.14398380792853e-05	5.59020099878258e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG171	0.001705646724383	0.00173665480427046	0	0	0.000424016282225237	0	0	3.41623394370046e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG173	0.00409613645173795	0	0.000307200786434013	0.000534258131033836	0	8.62718483455935e-06	0.000137405778894472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG174	0.00231296033079209	0	0.00189099150760493	4.68647483363014e-05	0	6.61417503982884e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG177	0.00483266571908515	0	0.00014336036700254	0.000449901584028494	0	0	1.30862646566164e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG181	0.00399276392298747	1.42348754448399e-05	0.000334507523005926	0.000384290936357672	0	0	3.70777498604132e-05	0	0	1.79697425474985e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG182	0.00273937201188784	0.000839857651245552	0.000368640943720816	0.000590495829037398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG183	0.00298488176767024	0	0.000266240681576145	0.00099353266472959	0	1.43786413909323e-05	6.3250279173646e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
