D2C1_Parent1	D2C1_Parent2	D2C1_R1_T1	D2C1_R1_T2	D2C1_R1_T3	D2C1_R1_T4	D2C1_R1_T7	D2C1_R1_T8	D2C1_R1_T12	D2C1_R1_T13	D2C1_R1_T15	D2C1_R1_T17	D2C1_R1_T18	D2C1_R2_T1	D2C1_R2_T2	D2C1_R2_T3	D2C1_R2_T4	D2C1_R2_T6	D2C1_R2_T7	D2C1_R2_T8	D2C1_R2_T9_RESEQ	D2C1_R2_T12	D2C1_R2_T13	D2C1_R2_T14	D2C1_R2_T15	D2C1_R2_T17	D2C1_R2_T18	D2C1_R3_T1	D2C1_R3_T2	D2C1_R3_T3	D2C1_R3_T4	D2C1_R3_T6	D2C1_R3_T7	D2C1_R3_T8	D2C1_R3_T12	D2C1_R3_T13	D2C1_R3_T15	D2C1_R3_T17	D2C1_R3_T18
RG487	0	0	9.63323079294334e-06	2.55526676985077e-05	1.85883971225161e-05	0	3.92697913203289e-05	2.23186055335263e-05	0	0	0	2.22060516615251e-05	5.76928624313695e-05	1.3857113757204e-06	2.70176256235161e-05	6.08935519817806e-06	2.48993650661908e-05	1.51103052281656e-05	3.71057513914657e-05	2.31641986499905e-05	0	1.78252211600654e-05	6.20488531303646e-05	0	4.22211119633521e-05	2.55588441268332e-05	4.46548182548897e-05	6.40806561859193e-06	1.48575605668456e-05	9.27646653205483e-06	3.5495607418582e-06	1.54918187705073e-05	1.66243438579284e-05	2.7933416047282e-05	0	7.18604183234485e-05	2.48115870111342e-05	3.33811796908903e-05	9.24034127660448e-05
RG488	0.000307790726446466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG489	0.000295720501879937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG490	0	0	0	3.65038109978682e-06	0	4.80205253445473e-05	2.61798608802193e-06	2.10786830038859e-05	0	0	0	0	0	0	0	0	7.88479893762709e-05	3.02206104563312e-05	3.71057513914657e-05	0.000403057056509835	4.69718795014718e-05	5.34756634801962e-05	1.03414755217274e-05	0.000388605809656854	0.000112589631902272	1.02235376507333e-05	2.23274091274449e-05	2.13602187286398e-06	0	3.09215551068494e-06	1.06486822255746e-05	6.19672750820292e-06	8.31217192896418e-06	6.98335401182049e-06	0	0	0	0	0
RG491	0	0	0	0	0	0	2.61798608802193e-06	7.81151193673419e-05	0	0	0	0	3.20515902396497e-06	1.3857113757204e-06	0	0	0	3.7775763070414e-06	0	1.08099593699956e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000150142111254141	0	4.79069455489657e-06	0	0	0
RG492	0.000292702945738305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG493	0	1.52097037910187e-06	3.21107693098111e-06	3.65038109978682e-06	3.71767942450323e-06	0	3.40338191442851e-05	1.48790703556842e-05	5.12695625424576e-06	0	0	1.19571047408212e-05	1.28206360958599e-05	1.3857113757204e-06	0	0	4.14989417769847e-06	3.39981867633726e-05	5.10204081632653e-05	8.49353950499652e-05	0	2.92842919058217e-05	4.13659020869098e-05	0	8.44422239267042e-05	2.04470753014666e-05	2.23274091274449e-05	0	2.97151211336913e-06	0	0	1.85901825246088e-05	8.31217192896418e-06	2.32778467060683e-06	3.35157708459716e-06	1.43720836646897e-05	1.55072418819589e-05	1.19218498896037e-05	1.36893944838585e-05
RG494	0	0	0	0	0	0	7.3303610464614e-05	1.23992252964035e-05	1.28173906356144e-05	0	0	1.70815782011732e-06	0	0	0	0	0	6.04412209126624e-05	5.56586270871985e-05	9.2656794599962e-06	0	0	0	0	2.1110555981676e-05	0	0	0	0	3.09215551068494e-06	0	9.60492763771452e-05	3.74047736803388e-05	1.3966708023641e-05	3.35157708459716e-06	0	3.41159321403095e-05	0	3.42234862096462e-06
RG495	0.000295720501879937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG496	0.000289685389596673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG497	0.000286667833455041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG498	0.000286667833455041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG499	0.000283650277313409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG500	0.000289685389596673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG501	1.50877807081601e-05	1.36887334119168e-05	1.28443077239244e-05	2.55526676985077e-05	2.23060765470193e-05	0	1.83259026161535e-05	0	0	0	0	0	0	1.80142478843652e-05	2.70176256235161e-05	2.13127431936232e-05	0	5.28860682985796e-05	4.63821892393321e-06	0	0	1.27323008286181e-06	0	6.70010016649749e-06	0	1.78911908887832e-05	0	1.06801093643199e-05	2.67436090203222e-05	3.40137106175344e-05	0	9.29509126230438e-06	4.15608596448209e-06	0	0	0	0	2.38436997792073e-05	0
RG502	0	1.52097037910187e-06	3.21107693098111e-06	3.65038109978682e-06	0	6.86007504922104e-06	1.83259026161535e-05	1.23992252964035e-06	2.56347812712288e-06	0	0	0	0	0	6.75440640587904e-06	3.04467759908903e-06	0	6.42187972197038e-05	7.42115027829313e-05	4.01512776599835e-05	1.56572931671573e-05	9.80387163803597e-05	1.03414755217274e-05	0	7.03685199389201e-05	7.66765323804996e-06	0	2.13602187286398e-06	2.97151211336913e-06	3.09215551068494e-06	0	1.85901825246088e-05	8.31217192896418e-06	0	1.67578854229858e-06	0	0	0	0
RG503	0.000280632721171777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG504	0	0	3.21107693098111e-06	0	0	0	4.97417356724166e-05	1.85988379446052e-05	7.69043438136864e-06	0	0	3.41631564023463e-06	3.20515902396497e-06	0	0	0	0	6.79963735267452e-05	3.71057513914657e-05	6.17711963999747e-06	0	1.27323008286181e-06	0	0	0	0	0	0	0	0	0	4.0278728803319e-05	3.74047736803388e-05	4.65556934121366e-06	5.02736562689574e-06	0	1.24057935055671e-05	2.38436997792073e-06	0
RG505	0	0	0	0	0	1.37201500984421e-05	2.61798608802193e-06	9.17542671933858e-05	2.56347812712288e-06	0	0.000162127107652399	1.19571047408212e-05	6.41031804792995e-06	0	0	0	8.29978835539694e-06	0	0	3.55184379299854e-05	0	0	0	0	0	0	0	0	0	0	0	3.09836375410146e-06	0	9.543917149488e-05	1.67578854229858e-06	1.43720836646897e-05	0	4.76873995584147e-06	3.42234862096462e-06
RG506	0	0	0	0	0	0	4.18877774083508e-05	1.23992252964035e-06	6.4086953178072e-06	0.000388387222060394	0	6.83263128046927e-06	6.41031804792995e-05	0	0	3.04467759908903e-06	0	2.26654578422484e-05	5.10204081632653e-05	1.54427990999937e-06	0	7.63938049717088e-06	0.000289561314608368	0	0	2.55588441268332e-06	8.93096365097794e-05	0	0	0	0.000156180672641761	2.47869100328117e-05	1.66243438579284e-05	1.16389233530342e-06	1.67578854229858e-06	4.79069455489657e-05	3.10144837639177e-06	3.81499196467317e-05	0.000109515155870868
RG507	0	0	0	0	0	0	0	1.23992252964035e-05	0	0	0	0	0	0	0	0	4.14989417769847e-06	0	0	0.000105011033879957	0	2.0371681325789e-05	3.10244265651823e-05	4.02006009989849e-05	2.1110555981676e-05	1.27794220634166e-05	2.23274091274449e-05	0	0	0	0	0	0	6.98335401182049e-06	0	0	0	0	0
RG508	0	0	0	0	0	4.11604502953262e-05	6.28316661125263e-05	0	1.28173906356144e-06	0.000291290416545296	0	5.12447346035195e-06	7.37186575511944e-05	0	0	0	8.71477777316678e-05	0	3.71057513914657e-05	0	0	1.52787609943418e-05	0.000734244762042648	0	2.8147407975568e-05	1.02235376507333e-05	4.46548182548897e-05	0	0	0	8.16398970627385e-05	1.85901825246088e-05	2.90926017513746e-05	0	0	7.66511128783451e-05	6.20289675278355e-06	6.43779894038598e-05	8.89810641450802e-05
RG509	0.000271580052746881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG510	0	0	0	0	0	0	3.14158330562631e-05	2.10786830038859e-05	2.56347812712288e-06	0	0	1.70815782011732e-06	3.20515902396497e-06	0	0	1.52233879954452e-05	0	2.26654578422484e-05	5.56586270871985e-05	2.31641986499905e-05	3.13145863343145e-05	0	0	0	0	2.55588441268332e-06	0	0	0	0	5.32434111278729e-05	1.85901825246088e-05	2.49365157868925e-05	1.97861697001581e-05	5.02736562689574e-06	0	1.55072418819589e-05	0	0
RG511	0.000274597608888513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG512	0.000268562496605249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG513	0.000220281598339137	2.2814555686528e-05	0	0	0	0	0	0	0	0	0	0	0	1.3857113757204e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG514	0.000268562496605249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG515	0	4.5629111373056e-06	0	3.65038109978682e-06	3.71767942450323e-06	8.91809756398735e-05	0	0	0	0	0	0	0	9.69997963004278e-06	3.37720320293952e-06	0	8.29978835539694e-06	0	0	0	0	0	0	0	0	0	0	4.27204374572796e-06	0	0	4.61442896441565e-05	6.19672750820292e-06	0	8.38002481418459e-05	0	0	0	0	0
RG516	0.000277615165030145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG517	0.000262527384321985	1.52097037910187e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG518	0.000265544940463617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG519	0.000262527384321985	0	3.21107693098111e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG520	0	6.08388151640747e-06	1.28443077239244e-05	1.46015243991473e-05	7.43535884900645e-06	0	0	0	0	0	0	0	0	1.93999592600856e-05	0	3.04467759908903e-06	0	0	0	0	0	0	0	0	0	0	0	3.20403280929597e-05	0.000121831996648134	9.27646653205483e-06	0	0	0	0	0	0	0	0	0
RG521	0	1.52097037910187e-06	0	7.30076219957364e-06	0	1.37201500984421e-05	3.6651805232307e-05	7.68751968377016e-05	0	0	0	0	0	1.3857113757204e-06	3.37720320293952e-06	3.04467759908903e-06	2.07494708884923e-05	0	2.78293135435993e-05	2.9341318289988e-05	0	0	0	3.35005008324874e-06	0	0	0	4.27204374572796e-06	2.97151211336913e-06	3.09215551068494e-06	1.41982429674328e-05	4.64754563115219e-05	1.24682578934463e-05	9.31113868242732e-05	0	0	6.20289675278355e-06	0	0
RG522	0.000268562496605249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG523	0.000262527384321985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG524	0.000262527384321985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG525	0.000274597608888513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG526	0	0	0	0	0	0	2.35618747921974e-05	7.06755841894998e-05	0.00012432868916546	0.000582580833090591	0.000162127107652399	3.07468407621117e-05	0.000705134985272294	0	0	0	0	3.7775763070414e-06	0	1.08099593699956e-05	7.82864658357863e-05	6.36615041430907e-06	3.10244265651823e-05	0	0	0	0	0	2.97151211336913e-06	3.09215551068494e-06	0	1.85901825246088e-05	3.32486877158567e-05	1.51306003589444e-05	8.37894271149289e-05	0.000330557924287863	3.72173805167013e-05	9.77591690947501e-05	0.000311433724507781
RG527	0.000265544940463617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG528	0	0	0	0	0	0	4.45057634963728e-05	4.95969011856139e-05	1.66626078262987e-05	0	0	1.70815782011732e-05	0	1.3857113757204e-06	0	0	0	2.64430341492898e-05	4.63821892393321e-05	5.40497968499778e-05	3.13145863343145e-05	2.54646016572363e-06	0	0	0	0	0	2.13602187286398e-06	0	3.09215551068494e-06	0	7.74590938525365e-05	2.90926017513746e-05	3.02612007178888e-05	1.67578854229858e-05	9.58138910979314e-06	2.17101386347424e-05	4.76873995584147e-06	3.42234862096462e-06
RG529	0.000262527384321985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG530	0	0	0	0	0	6.86007504922104e-06	5.23597217604386e-06	4.95969011856139e-05	0	0	0	1.70815782011732e-06	0	0	1.01316096088186e-05	0	8.29978835539694e-06	0	4.63821892393321e-06	0.000103466753969958	0	1.27323008286181e-06	0	0	0	0	0	2.13602187286398e-06	0	6.18431102136989e-06	0	6.19672750820292e-06	0	5.81946167651708e-05	0	0	0	0	0
RG531	0	0	0	0	0	0	0	4.83569786559736e-05	0	0	0	0	3.20515902396497e-06	0	0	0	0	0	0	1.38985191899943e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	4.88834780827434e-05	0	0	0	2.38436997792073e-06	0
RG532	0.000238386935188929	7.60485189550933e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG533	0.000253474715897089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG534	0.000253474715897089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG535	0.000253474715897089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG536	0.000262527384321985	0	0	0	0	0	0	0	0	0	0	0	0	1.3857113757204e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG537	0.000253474715897089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG538	0.000250457159755457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.13602187286398e-06	0	0	0	0	0	0	0	0	0	0	0
RG539	0	0	0	0	0	0	7.85395826406579e-06	8.1834886956263e-05	6.4086953178072e-06	0	0	5.12447346035195e-06	0	0	0	0	0	0	4.63821892393321e-06	6.94925959499715e-05	0	0	0	0	0	0	0	0	0	0	0	0	8.31217192896418e-06	7.91446788006322e-05	1.67578854229858e-06	0	3.10144837639177e-06	0	0
RG540	0.000223299154480769	1.36887334119168e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG541	0.000250457159755457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG542	0.000247439603613825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG543	0.000247439603613825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG544	0.000253474715897089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG545	0.000253474715897089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG546	0	0	0	0	0	0	7.85395826406579e-06	4.09174434781315e-05	5.12695625424576e-06	0	0	0	0	0	0	0	4.14989417769847e-06	7.5551526140828e-06	0	0.000126630952619948	0	0	0	0	0	0	0	0	0	0	0	6.19672750820292e-06	1.24682578934463e-05	0.000130355941553982	6.70315416919431e-06	0	6.20289675278355e-06	0	0
RG547	0.000256492272038721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG548	0.000250457159755457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG549	0.000250457159755457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.13602187286398e-06	0	0	0	0	0	0	0	0	0	0	0
RG550	0.000238386935188929	0	3.21107693098111e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG551	0.000241404491330561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG552	0.000241404491330561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG553	0	0	0	0	0	0	2.61798608802193e-06	3.09980632410087e-05	3.84521719068432e-06	0	0	0	0	0	0	0	0	0	0	1.6987079009993e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	4.65556934121366e-05	3.35157708459716e-06	0	3.10144837639177e-06	0	0
RG554	0	0	0	0	0	0	5.23597217604386e-06	2.4798450592807e-05	7.69043438136864e-06	0	0	0	0	0	0	0	0	0	0	1.6987079009993e-05	0	0	0	0	0	0	0	0	0	0	0	6.19672750820292e-06	0	0.000161781034607175	3.35157708459716e-06	0	6.20289675278355e-06	0	0
RG555	0	0	0	0	0	0	0	0	5.51147797331419e-05	0	0	6.83263128046927e-06	0	0	0	0	0	0	0	0	0	1.27323008286181e-06	0	0	0	0	0	0	0	0	0	0	8.31217192896418e-06	0	5.69768104381517e-05	1.91627782195863e-05	6.20289675278355e-06	1.19218498896037e-05	1.36893944838585e-05
RG556	0.000244422047472193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG557	0.000220281598339137	9.1258222746112e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG558	0.000232351822905665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG559	0	0	0	0	0	6.86007504922104e-06	2.61798608802193e-06	2.23186055335263e-05	0	0	0	0	0	0	0	0	4.14989417769847e-06	3.7775763070414e-06	4.63821892393321e-06	4.94169571199797e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3752877723799e-05	0	0	0	0	0
RG560	0.000229334266764033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG561	0.000229334266764033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG562	0	0	0	0	0	0	5.23597217604386e-06	4.71170561263332e-05	6.4086953178072e-06	0	0	0	0	0	0	0	4.14989417769847e-06	0	0	0.00014516231153994	0	0	0	0	7.03685199389201e-06	0	0	0	0	0	0	6.19672750820292e-06	1.24682578934463e-05	0.000162944926942478	8.37894271149289e-06	0	1.55072418819589e-05	0	0
RG563	0.000226316710622401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG564	0.000232351822905665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG565	9.05266842489604e-06	7.60485189550933e-06	6.42215386196222e-06	1.09511432993605e-05	3.3459114820529e-05	0	1.83259026161535e-05	0	0	0	0	5.12447346035195e-06	0	5.54284550288159e-06	6.07896576529113e-05	2.43574207927123e-05	4.14989417769847e-06	0	0	1.54427990999937e-06	0	0	0	0	0	0	0	6.40806561859193e-06	2.97151211336913e-05	2.78293995961645e-05	0	0	0	1.16389233530342e-06	0	0	0	0	0
RG566	0.000223299154480769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG567	0.000223299154480769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG568	0.000208211373772609	7.60485189550933e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG569	0	1.52097037910187e-06	0	7.30076219957364e-06	0	9.60410506890945e-05	0	0	0	0	0	0	0	1.24714023814836e-05	3.03948288264557e-05	0	0.000236543968128813	0	0	0	0	1.27323008286181e-06	0	0	0	0	0	4.27204374572796e-06	2.97151211336913e-06	3.09215551068494e-06	0.000156180672641761	0	0	0	0	0	0	0	0
RG570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00122126886703827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG571	0.000220281598339137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG572	0.000220281598339137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG573	0.000226316710622401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG574	0.000220281598339137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG575	0.000217264042197505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG576	0.000217264042197505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG577	0.000214246486055873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG578	0.000214246486055873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG579	0.000211228929914241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG580	0.000208211373772609	1.52097037910187e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG581	0.000184070924639553	1.36887334119168e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG582	0.000211228929914241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG583	0.000190106036922817	1.67306741701205e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG584	0	0	0	0	0	0	5.23597217604386e-06	3.47178308299297e-05	5.12695625424576e-06	0	0	1.70815782011732e-06	0	0	0	0	8.29978835539694e-06	3.7775763070414e-06	9.27643784786642e-06	3.08855981999873e-05	0	3.81969024858544e-06	0	0	0	0	0	0	0	0	3.5495607418582e-06	6.19672750820292e-06	0	2.09500620354615e-05	5.02736562689574e-06	0	6.20289675278355e-06	0	0
RG585	0	0	0	0	0	0	5.23597217604386e-06	2.72782956520877e-05	3.84521719068432e-06	0	0	0	0	0	0	0	0	0	0	1.85313589199924e-05	0	0	0	0	0	0	0	0	0	0	0	3.09836375410146e-06	0	7.09974324535083e-05	0	0	3.10144837639177e-06	0	3.42234862096462e-06
RG586	0.000208211373772609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG587	0.000199158705347713	1.52097037910187e-06	0	0	0	0	0	0	0	0	0	0	0	1.3857113757204e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG588	0.000144842694798337	3.04194075820373e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG589	0	0	0	0	0	0	5.23597217604386e-06	3.34779083002894e-05	1.28173906356144e-06	0	0	0	0	0	0	0	0	0	1.85528756957328e-05	0.000216199187399911	3.13145863343145e-05	8.9126105800327e-06	0	3.35005008324874e-06	0	0	0	0	2.97151211336913e-06	0	0	1.54918187705073e-05	1.24682578934463e-05	5.47029397592605e-05	1.67578854229858e-06	0	0	0	0
RG590	0.000202176261489345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
