D1C1_Parent	D1C1_R1_T1	D1C1_R1_T2	D1C1_R1_T3	D1C1_R1_T4	D1C1_R1_T5	D1C1_R1_T6	D1C1_R1_T8	D1C1_R1_T9	D1C1_R1_T10	D1C1_R1_T13	D1C1_R2_T1	D1C1_R2_T2	D1C1_R2_T3	D1C1_R2_T4	D1C1_R2_T5	D1C1_R2_T6	D1C1_R2_T8	D1C1_R2_T9	D1C1_R2_T10	D1C1_R2_T13	D1C1_R3_T1	D1C1_R3_T2	D1C1_R3_T3	D1C1_R3_T4	D1C1_R3_T5	D1C1_R3_T6	D1C1_R3_T8	D1C1_R3_T9	D1C1_R3_T10
RG37	0.00712114300439108	0.00111921153379906	0.000215585568448418	8.36232271875836e-05	0	0	0	0	0	0	0	0.00101958245670821	0.000109825830557844	5.35648764392213e-06	0	0	0	0	0	0	0	0.0013639393576837	9.17987481549659e-05	3.06227128661328e-05	0	0	0	0	0	0
RG38	5.22333227705947e-05	4.22875894382517e-05	0.000109906368228605	0.000197350816162697	0.000415609207245191	0.000253917331521473	0.000425299747580984	1.08706680387865e-05	5.48040549520259e-06	0	0	2.91309273345201e-05	6.4462987501343e-05	0.000117842728166287	0.000359944561809546	0.000483947629952902	0.00146376389739266	0.000262711225536445	8.41581331321553e-05	1.65838625197797e-05	2.0166982616061e-06	2.73471550412771e-05	0.000115956313458904	0.000264120898470396	0.000931454932604729	0.000651028766979821	0.00506922171850648	0.000187176657764893	7.65995909581843e-06	0
RG39	0.00117002643006132	0.000417237549124083	0.000724959313507915	0.000876371420925876	0.000176989472286925	4.90323122938016e-05	0	0	0	1.853691812614e-06	0	0.000547014079948212	0.000632692284735403	0.000988271970303632	0.000285937268727209	7.7777297671002e-05	1.67287302559161e-05	0	0	1.38198854331498e-06	2.0166982616061e-06	0.000410207325619157	0.000816525707273118	0.000734945108787187	0.000286447430887046	5.66111971286801e-05	3.07675658929862e-05	1.74117821176645e-05	0	1.67902146628945e-06
RG40	6.61622088427533e-05	0.000276278917663244	0.0001690867203517	0.000247524752475248	0.0013242605158611	0.00150599244902391	3.28670593184687e-05	0.000905889003232212	0.000631616733322098	2.5951685376596e-05	5.48126913305507e-06	0.000262178346010681	0.000307989829173083	0.000243720187798457	0.000748482850491812	0.00178239640496046	2.00744763070993e-05	0.000639644723045257	0.000462869732226854	4.14596562994493e-05	8.06679304642439e-06	0.000290563522313569	0.000369610749150258	0.00058565938356479	0.000859342292661137	0.000175494711098908	1.80361593165781e-05	0.000724765430647784	0.00107239427341458	1.00741287977367e-05
RG41	0.00186298851215121	0.000363673269168964	0.000443852640923213	0.000759298902863259	0.000240199998103684	4.0276542241337e-05	0	0	0	0	0	0.000229810648972326	0.000620754694457377	0.000988271970303632	0.000139604666496226	5.83329732532515e-05	0	0	0	0	0	0.000464901635701711	0.000768210576665241	0.000920595305538118	7.81220266055579e-05	2.5475038707906e-05	0	0	0	0
RG43	0.00203013514501711	0.000462344311191551	0.000779912497622218	0.000538533583088039	8.53342098526247e-05	0	0	0	0	0	0	0.00039488590386794	0.000632692284735403	0.000420484280047887	0.000111010939623505	0	0	0	0	0	0	0.000560616678346181	0.000748884524422091	0.000773223499869853	4.60719644084059e-05	0	0	0	0	0
RG44	0.00665104309945573	0.000654048049978292	8.24297761714539e-05	3.01043617875301e-05	0	0	0	0	0	0	0	0.000589092086098074	0.000307989829173083	0.000120520971988248	0	0	0	0	0	0	0	0.000775975524296238	0.000166687200597175	0	0	0	0	0	0	0
RG45	0.00224255065761753	0.000482078519596069	0.00103142899414537	0.000525153866738025	7.58526309801108e-05	0	0	0	0	0	0	0.000491988994983007	0.000778330886127326	0.000366919403608666	0.000104283003888747	0	0	0	0	0	0	0.000427299297519955	0.000688490611162245	0.000438287577896526	4.20657066337619e-05	0	0	0	0	0
RG46	0.00508752563785593	0.000631494668944558	9.72248642022277e-05	0.000127107305325127	0	0	0	0	0	0	0	0.000725036413659168	0.000109825830557844	0.000104451509056481	0	0	0	0	0	0	0	0.00101526313090741	0.000224665357326627	0.000177994518534397	0	0	0	0	0	0
RG47	0.000665104309945573	0.000369311614427398	0.000587576353222159	0.00169253411827669	0.00040138683893642	8.75577005246458e-06	0	0	0	0	0	0.000291309273345202	0.000114600866669054	0.000147303410207858	8.40991966844733e-06	0	0	0	0	0	0	0.000403370536858837	0.000507308871382707	0.00108710630674771	0.00026040675535186	2.2644478851472e-05	0	0	0	0
RG48	5.9197765806674e-05	5.0745107325902e-05	0.000131042208272568	0.000267594327000268	0.000494622364516139	0.000266175409594923	0.000229412074042911	1.44942240517154e-05	9.59070961660453e-06	5.56107543784201e-06	0	4.20780061498624e-05	0.000102663276391028	0.000104451509056481	0.000390220272615956	0.000639502225294906	0.000553720971470823	0.000201031198671367	8.41581331321553e-05	6.90994271657488e-06	2.0166982616061e-06	5.12759157023946e-05	0.000152192661414812	0.000275604415795195	0.000933458061492051	0.000744437242242143	0.00158612106931084	0.00015670603905898	2.910784456411e-05	0
RG49	0.00136503083507154	0.000197342084045174	0.000240948576501173	6.35536526625636e-05	6.3210525816759e-06	0	0	0	0	0	0	0.000203916491341641	0.000241139323616135	0.000241041943976496	0.00056682858565335	0.00035215832001037	0.000679186448390194	3.88355724706049e-05	0	0	0	0.000417044114379476	0.000347868940376713	8.61263799359985e-05	0	0	0	0	0	0
RG50	0.00182468407545278	0.000327024024989146	0.000363536448756156	0.000197350816162697	4.74078943625693e-05	0	0	0	0	0	0	0.000362518206829584	0.000171901300003581	0.000291928576593756	3.36396786737893e-06	0	0	0	0	0	0	0.000403370536858837	0.000362363479559076	0.000549294912036257	0.000196306630957556	0.000147189112534568	6.36570328820403e-05	0	0	0
RG53	0.00486466346070139	0.000214257119820475	0	0	0	0	0	0	0	0	0	0.000530830231429034	0	0	0	0	0	0	0	0	0	0.000393115353718358	1.4494539182363e-05	1.9139195541333e-06	0	0	0	0	0	0
RG57	0.003952321422975	0.000352396578652097	4.86124321011139e-05	0	0	0	0	0	0	0	0	0.000291309273345202	6.4462987501343e-05	3.74954135074549e-05	0	0	0	0	0	0	0	0.000348676226776283	2.17418087735446e-05	1.9139195541333e-06	0	0	0	0	0	0
RG58	6.9644430360793e-06	0	2.11358400439625e-06	0	1.58026314541898e-06	0	1.24894825410181e-05	0	0	0	0	0	0	2.67824382196106e-06	1.00919036021368e-05	2.16048049086117e-06	5.52048098445232e-05	0	0	0	0	0	4.83151306078768e-06	9.5695977706665e-06	1.8028159985898e-05	1.1322239425736e-05	0.00254946416692572	2.61176731764967e-05	6.12796727665474e-06	1.67902146628945e-06
RG59	0.00128145751863859	0.000208618774562042	0.00036142286475176	0.000307733476050308	4.26671049263123e-05	0	0	0	0	0	0	0.000310729891568215	0.0003605152263964	0.000348171696854938	0	0	0	0	0	0	0	0.000485412001982669	0.000306801079360018	0.000199047633629863	5.00782221830499e-05	2.830559856434e-06	0	0	0	0
RG61	0.00212763734752223	0.000200161256674391	0.000173313888360493	0.000157211667112657	4.74078943625693e-06	0	0	0	0	0	0	0.000268651885418352	0.000272177058339004	0.00027585911366199	4.37315822759261e-05	4.32096098172233e-06	0	0	0	0	0	0.000300818705454048	0.000321295618542381	2.29670346495996e-05	3.60563199717959e-05	0	0	0	0	0
RG65	2.08933291082379e-05	1.97342084045174e-05	2.74765920571513e-05	4.01391490500401e-05	0.000423510522972285	0.000241659253448022	6.96781657551536e-05	7.2471120258577e-06	0	0	0	0	3.10377347228688e-05	4.82083887952991e-05	0.00028425528479352	0.000527157239770125	0.000209109128198951	0.000123360053730157	7.21355426847046e-05	0	0	6.83678876031928e-06	2.65733218343322e-05	9.76098972607983e-05	0.000821282843802019	0.000484025735450215	0.00105352389419777	0.000100117747176571	3.06398363832737e-06	0
RG66	0.00176200408812806	0.000470801829079202	4.22716800879251e-05	3.34492908750334e-06	0	0	0	0	0	0	0	0.000475805146463829	0.000382002888896847	0.00025175491926434	7.56892770160259e-05	0	0	0	0	0	0	0.000420462508759636	0.00014494539182363	0	0	0	0	0	0	0
RG67	1.74111075901982e-05	8.45751788765033e-06	1.90222560395663e-05	1.67246454375167e-05	1.26421051633518e-05	1.40092320839433e-05	0.0011010464871687	4.34826721551462e-05	3.15123315974149e-05	0.00109182447762965	0.000517979933073704	9.71030911150672e-06	1.19375902780265e-05	1.87477067537274e-05	5.0459518010684e-06	1.2962882945167e-05	0.000920080164075386	4.34044633494996e-05	9.01694283558807e-06	0.000820901194729096	0.000907514217722744	2.05103662809578e-05	1.93260522431507e-05	2.67948737578662e-05	1.001564443661e-05	1.415279928217e-05	0.000824358575822422	2.39412004117886e-05	4.13637791174195e-05	0.00102420309443656
RG68	0	0	0	6.68985817500669e-06	0	1.75115401049291e-06	0.000111748001682793	0	0	0.00134021918051992	0.000602939604636057	0	0	0	0	0	0.000138848461124104	0	0	0.000356553044175264	0.000453757108861372	0	0	0	0	0	0.000141106422888523	4.35294552941612e-06	3.06398363832737e-06	0.000706868037307857
RG69	0.000118395531613348	0.000276278917663244	0.000312810432650646	0.000267594327000268	0.000451955259589827	0.0006426735218509	8.54543542280185e-05	0.00160523531372748	0.00065490845667671	7.41476725045601e-06	0	0.00062145978313643	0.00016235122778116	0.000372275891252588	0.000262389493655557	0.000483947629952902	2.34202223582826e-05	0.000662489177439731	0.00035767206581166	1.38198854331498e-05	2.0166982616061e-06	0.000338421043635804	0.000171518713657963	0.00037130039350186	0.000404632035239043	4.81195175593781e-05	4.45599230174282e-05	0.000465765171647525	0.000854851435093337	1.67902146628945e-05
RG70	0	0	0	0	0	0	0.000117006731173748	0	0	0	0	0	0	0	1.68198393368947e-06	0	0.000424909748500269	0	0	0	0	0	0	0	0	2.830559856434e-06	0.00135271194874336	0	0	0
RG76	0.00217290622725674	0.000453886793303901	0.000215585568448418	0.0001003478726251	1.42223683087708e-05	3.50230802098583e-06	4.60138830458561e-06	1.08706680387865e-05	5.48040549520259e-06	0	0	0.000420780061498624	0.000233976769449319	0.000147303410207858	4.7095550143305e-05	5.40120122715292e-05	0.000143867080200879	9.13778175778939e-05	6.61242474609792e-05	1.38198854331498e-05	0	0.000574290255866819	0.000198092035492295	7.27289430570654e-05	4.80750932957279e-05	1.9813918995038e-05	8.48760438427204e-05	6.52941829412418e-06	0	0
RG80	0.00192218627795789	0.000318566507101496	6.34075201318876e-06	0	0	0	0	0	0	0	0	0.000249231267195339	2.14876625004477e-05	0	0	0	0	0	0	0	0	0.00018459329652862	1.4494539182363e-05	0	0	0	0	0	0	0
RG81	0.00254202170816894	6.48409704719859e-05	6.34075201318876e-06	0	0	0	0	0	0	0	0	5.50250849652047e-05	7.16255416681589e-06	0	0	0	0	0	0	0	0	0.000133317380826226	1.69102957127569e-05	0	0	0	0	0	0	0
