D2C1_Parent1	D2C1_Parent2	D2C1_R1_T1	D2C1_R1_T2	D2C1_R1_T3	D2C1_R1_T4	D2C1_R1_T7	D2C1_R1_T8	D2C1_R1_T12	D2C1_R1_T13	D2C1_R1_T15	D2C1_R1_T17	D2C1_R1_T18	D2C1_R2_T1	D2C1_R2_T2	D2C1_R2_T3	D2C1_R2_T4	D2C1_R2_T6	D2C1_R2_T7	D2C1_R2_T8	D2C1_R2_T9_RESEQ	D2C1_R2_T12	D2C1_R2_T13	D2C1_R2_T14	D2C1_R2_T15	D2C1_R2_T17	D2C1_R2_T18	D2C1_R3_T1	D2C1_R3_T2	D2C1_R3_T3	D2C1_R3_T4	D2C1_R3_T6	D2C1_R3_T7	D2C1_R3_T8	D2C1_R3_T12	D2C1_R3_T13	D2C1_R3_T15	D2C1_R3_T17	D2C1_R3_T18
RG37	0.00250356372805352	0.00219950495735764	0.00163823406107904	0.00149912398378454	0.000294886151549085	0.000103587583301682	0	0	0	0	0	0	0	0.00132342135732098	0.00165091615655849	0.00118411269570752	0.000368444410949498	0.000147975580235016	0.00011196902190394	5.69692366122294e-05	4.76311444176299e-05	0	0	0	0	0	0	0.00258569264375807	0.00258297700879836	0.00198320800992226	0.000565109159060345	0.000368801862761951	0.000321808143835702	3.21885342056823e-05	0	0	0	0	0
RG38	0.00210242046976741	0.00227497816667873	0.00120932632461543	0.0019976101984415	0.000593505039193729	0.000124305099962018	0	1.26309513885205e-06	0	0	0	0	0	0.00113694558247239	0.00171885509304237	0.00153598080941905	0.000293080781437101	9.10618955292404e-05	0.000107303645991276	4.27269274591721e-05	9.52622888352597e-05	0	0	0	0	0	0	0.00234750850810899	0.0028084988663768	0.00175628922508789	0.000282554579530173	0.000393805378881405	0.000121200469756303	3.81493738734013e-05	0	0	0	0	0
RG39	8.23776333980416e-05	5.69899743853169e-05	4.19233125866684e-05	0.000597450389625622	0.000604703247480403	0.0090742722972273	0.00238907939927192	0.000156623797217654	0.000621961164848097	0.00352250489236791	0.00260459059091649	0.000173249281701617	0.000687061312964492	7.23637335233345e-05	0.000781297769564715	0.000663959831960028	0.00489026218169334	0.000364247582116961	0.000774452401502251	0.000254779085960248	0.00103200812904865	0.00142022857084208	0.00112580917534478	0.00195127202750621	0.00101127250611714	0.000189923286391483	0.00045031860040979	2.57496362863875e-05	0.000646495991724851	0.000774010649640505	0.00464605568113537	0.00105327311653201	0.000505698511741818	0.00013829148029108	0.000570009089789923	0.00039019032617021	0.000404543332814688	0.000813463296057574	0.000489351437039079
RG40	0.00198780811025709	0.00225341439258699	0.00132542165177852	0.00118023941999663	0.000765210899589399	0.000117399261075239	0	0	2.5807517213614e-06	0	0	3.43067884557657e-06	1.29025598678778e-05	0.0013846522087638	0.00178000013587787	0.000979111272936447	0.000200969678699726	2.27654738823101e-05	0.000130630525554597	0.000104443600455754	3.17540962784199e-05	2.56590527704079e-06	0	0	0	0	0	0.00216511525108041	0.00190039751986096	0.001644384070923	0.000357664024721737	0.000490694003844291	0.000129559122842945	0	5.05925227624192e-06	0	0	0	0
RG41	0.00234955336996153	0.00177131001467877	0.00130284756038569	0.0013818331097476	0.00032474804031355	0	0	0	0	0	0	0	0	0.00124688279301746	0.0013350001019084	0.000486495913740297	0.000314015122968322	9.10618955292404e-05	0	0.000126598303582732	4.76311444176299e-05	0	0	0	0	0	0	0.00200418002429049	0.00186431402264841	0.00162262473539094	0.000761824372657301	0.000453188729665109	0.000221504306796003	0	0	0	0	0	0
RG42	0.00223494101045121	0.00213327336550443	0.00100293463188107	0.00160175349856685	0.000425531914893617	2.76233555471151e-05	0	0	0	0	0	0	0	0.0011480784645529	0.0015829772200746	0.00074657234561404	0.000280520176518368	5.69136847057752e-05	5.598451095197e-05	7.75414609444233e-05	0	0	0	0	0	0	0	0.00167372635861518	0.00178613311202122	0.00141435680958405	0.000464963232138259	0.000428185213545655	0.000167173061732832	1.19216793354379e-06	0	0	0	0	0
RG43	0.00390040185958553	0.00299890486833005	0.00164790867167597	0.00023091640826021	0.000119447555057857	0	0	0	0	0	0	0	0	0.00194407953330958	0.000163053447561332	0	0	0	0	0	0	0	0	0	0	0	0	0.00192478531240746	0.000222514899477391	2.17593355320624e-05	0	0	0	0	0	0	0	0	0
RG44	0.00334166660697273	0.00308978077343097	0.0017575542584411	0.000252908447142135	0	0	0	0	0	0	0	0	0	0.00115921134663342	0.00011549619202261	3.0597227279264e-05	0	0	0	0	0	0	0	0	0	0	0	0.00263075450725925	0.000156361821254383	0	0	0	0	0	0	0	0	0	0
RG45	3.58163623469746e-06	9.24161746788923e-06	9.67461059692347e-06	3.66533981365412e-06	0	0.000980629121922586	0.000749722154025665	0.0114562729093881	0.000610347782101971	0.000782778864970646	0.00146508220739053	0.000394528067241305	0.000325789636663914	8.34966156038475e-06	1.35877872967777e-05	1.22388909117056e-05	0.00144446956565428	0.000288362669175928	0.000340572441624484	0.00417932649702494	0.000349295059062619	7.18453477571422e-05	4.16966361238807e-05	0.000151391795237551	4.950284994979e-05	1.2832654485911e-05	0	1.07290151193281e-05	1.20278324041833e-05	9.32542951374102e-06	0.00107299207416521	0.000521948398993608	0.000852582614837445	0.00876124214361332	0.000578441176916993	0.000231223896989754	0.000762408588766143	0.000303852466468564	0.000261906402922324
RG46	0.002403277913482	0.00257070992565119	0.0015672869167016	0.000582789030371006	4.10600970511385e-05	0	0	0	0	0	0	0	0	0.00176317019950125	0.00052312981092594	0.00029679310460886	0.000230277756843436	0	0	0	0	0	0	0	0	0	0	0.000959173951667933	0.000306709726306674	2.79762885412231e-05	4.64963232138259e-05	0	0	0	0	0	0	0	0
RG47	0.00152219539974642	0.00170507842282556	0.000870714953723113	0.00100796844875488	0.000317282568122434	2.07175166603363e-05	0	0	0	0	0	0	0	0.00068467224795155	0.00117534360117127	0.00063642232740869	0.000213530283618459	4.55309477646202e-05	9.33075182532833e-06	5.38042790226611e-05	0	0	0	0	0	0	0	0.0012917734203671	0.00172298699189925	0.00132731946745581	0.000189561933102521	0.000362550983732087	0.000100303837039699	0	0	0	0	0	0
RG48	0.00876784550253938	0.00382602963170614	3.86984423876939e-05	0	0	0	0	0	0	0	0	0	0	0.000118286872105451	0	0	0	0	0	0	0	0	0	0	0	0	0	6.65198937398343e-05	0	0	0	0	0	0	0	0	0	0	0
RG49	0.0052220256301889	0.00479485919625653	0.000151568899351801	0	0	0	0	0	0	0	0	0	0	0.00035764383683648	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000193122272147906	0	0	0	0	0	0	0	0	0	0	0
RG50	0.00335241151567682	0.00390612364976118	0.000599825857009255	0	0	0	0	0	0	0	0	0	0	0.00131089686498041	0.000597862641058217	0.000195822254587289	0.000221904020230948	0	0	0	0	0	0	0	0	0	0	5.36450755966405e-05	3.00695810104582e-06	0	0	0	0	0	0	0	0	0	0
RG51	0.00364968732315671	0.00376749938774284	0.000512754361636944	0	0	0	0	0	0	0	0	0	0	0.00121209253651585	0.000635229056124355	0.00018664308640351	0.000267959571599635	0	0	0	0	0	0	0	0	0	0	0.000128748181431937	3.00695810104582e-06	0	0	0	0	0	0	0	0	0	0
RG52	0.00467403528628018	0.00285103898884383	0.000896513915314909	0.000729402622917171	0.000272489734975737	0	0	0	0	0	0	0	0	0.00057334342714642	0.000241183224517803	1.22388909117056e-05	0	0	0	0	0	0	0	0	0	0	0	0.00113512979962491	0.000258598396689941	2.79762885412231e-05	0	0	0	0	0	0	0	0	0
RG53	0.00395770803934069	0.00345482466341259	0.000606275597407204	2.56573786955789e-05	0	0	0	0	0	0	0	0	0	0.00130115559315996	0.000682786311663077	0.000241718095506185	0.00011723231257484	0	0	0	0	0	0	0	0	0	0	0.000113727560264878	0	0	0	0	0	0	0	0	0	0	0
RG54	0.0120128079311753	0.00214251498297232	4.51481827856429e-05	0	0	0	0	0	0	0	0	0	0	5.5664410402565e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	8.58321209546248e-06	0	0	0	0	0	0	0	0	0	0	0
RG55	0.00903646822014169	0.00255684749944935	0.000377309813280015	2.19920388819247e-05	0	0	0	0	0	0	0	0	0	7.51469540434628e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	4.29160604773124e-05	0	0	0	0	0	0	0	0	0	0	0
RG56	0.00782229353657925	0.0021440552525503	6.44974039794898e-05	0	0	0	0	0	0	0	0	0	0	0.000240748574991094	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000579366816443718	3.60834972125498e-05	0	0	0	0	0	0	0	0	0	0
RG57	0.00297633971103359	0.00307745861680711	0.000548227933825664	0	0	0	0	0	0	0	0	0	0	0.000982476843605273	0.000356679416540413	0.000174404195491805	9.21111027373745e-05	0	0	0	0	0	0	0	0	0	0	8.36863179307592e-05	0	0	0	0	0	0	0	0	0	0	0
RG58	0.00806584480053868	0.0022195284618714	0.000309587539101551	1.83266990682706e-05	0	0	0	0	0	0	0	0	0	7.65385643035269e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	2.78954393102531e-05	0	0	0	0	0	0	0	0	0	0	0
RG59	0.00777215062929349	0.00208398473900902	1.2899480795898e-05	0	0	0	0	0	0	0	0	0	0	1.53077128607054e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	5.36450755966405e-05	0	0	0	0	0	0	0	0	0	0	0
RG60	0.00368192204926899	0.00371975103082542	2.90238317907704e-05	0	0	0	0	0	0	0	0	0	0	3.61818667616673e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	9.6561136073953e-05	0	0	0	0	0	0	0	0	0	0	0
RG61	0.0105264288937758	0.000802480450128381	3.22487019897449e-06	0	0	0	0	0	0	0	0	0	0	1.39161026006413e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	2.14580302386562e-06	0	0	0	0	0	0	0	0	0	0	0
RG62	3.58163623469746e-06	6.16107831192615e-06	0	0.00129753029403356	0.00139604329973871	0.000193363488829806	0.000113514269799661	2.27357124993369e-05	0.000180652620495298	0.00156555772994129	0.00113950838352596	4.97448432608602e-05	0.000345143476465731	5.28811898824368e-05	0.00131801536778743	0.00114127657751655	0.000406126225705697	6.07079303528269e-05	4.66537591266416e-06	1.89897455374098e-05	0	0.000139841837598723	0.000260603975774254	4.37354075130702e-05	2.82873428284514e-05	9.23951122985594e-05	0.000315223020286853	4.93534695489093e-05	0.00322345908432112	0.00129312622590542	0.000393430427193911	3.75052741791814e-05	2.0896632716604e-05	2.98041983385948e-05	0.000188878751646365	0.000289029871237192	0	7.17761731815507e-05	0.000520366668964091
RG63	0.006203393958496	0.0023196459844402	1.61243509948725e-05	0	0	0	0	0	0	0	0	0	0	2.78322052012825e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	2.14580302386562e-06	0	0	0	0	0	0	0	0	0	0	0
RG64	0.00953431565676464	0.000628429987816468	0	0	0	0	0	0	0	0	0	0	0	1.39161026006413e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	4.29160604773124e-06	0	0	0	0	0	0	0	0	0	0	0
RG65	0.00534738289840331	0.0021609982179081	9.02963655712858e-05	0	0	0	0	0	0	0	0	0	0	4.4531528322052e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	8.58321209546249e-05	0	0	0	0	0	0	0	0	0	0	0
RG66	0.00420125930330012	0.0026030555867888	0.000151568899351801	5.8645437018466e-05	1.11982082866741e-05	0	0	0	0	0	0	0	0	0.000100195938724617	0	0	0	0	0	0	0	0	0	0	0	0	0	2.36038332625218e-05	0	0	0	0	0	0	0	0	0	0	0
RG67	0.00384667731606507	0.00262461936088054	5.15979231835919e-05	0	0	0	0	0	0	0	0	0	0	0.000225440862130388	0	0	0	0	0	0	0	0	0	0	0	0	0	6.86656967636999e-05	0	0	0	0	0	0	0	0	0	0	0
RG68	0.00800495698454882	0.00110745382656873	0	0	0	0	0	0	0	0	0	0	0	1.39161026006413e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.28748181431937e-05	0	0	0	0	0	0	0	0	0	0	0
