D1C1_Parent	D1C1_R1_T1	D1C1_R1_T2	D1C1_R1_T3	D1C1_R1_T4	D1C1_R1_T5	D1C1_R1_T6	D1C1_R1_T8	D1C1_R1_T9	D1C1_R1_T10	D1C1_R1_T13	D1C1_R2_T1	D1C1_R2_T2	D1C1_R2_T3	D1C1_R2_T4	D1C1_R2_T5	D1C1_R2_T6	D1C1_R2_T8	D1C1_R2_T9	D1C1_R2_T10	D1C1_R2_T13	D1C1_R3_T1	D1C1_R3_T2	D1C1_R3_T3	D1C1_R3_T4	D1C1_R3_T5	D1C1_R3_T6	D1C1_R3_T8	D1C1_R3_T9	D1C1_R3_T10
RG20	0.00420509453171895	0.0017287278109777	0.0032314505529464	0.0031017410841513	0.00117495742737588	0.000121619203324722	2.34426891369183e-05	0	0	0	0	0.00132401968566439	0.0023932940514948	0.00290998688381824	0.00228591465807292	0.000679221586430947	5.7937523485389e-05	0	0	0	0	0.00168172514179087	0.00502059086839749	0.00272898285774846	0.000958227990948309	0.000439366073616349	7.71181971849774e-05	0	0	0
RG21	0.00839029113978623	0.00625214019816854	0.00190245372579551	0.000907988308822067	0.000142561501188274	2.0849006284238e-05	6.51185809358842e-06	0	0	0	0	0.00795046832830608	0.00197511730212207	0.000889457669780211	5.00930896582816e-06	0	0	0	0	0	0	0.00836842510795536	0.00186213070725157	0.00173920613472318	7.72125860474877e-05	4.22467378477259e-05	9.58766775813232e-05	0	0	0
RG22	0.00784973088058261	0.00449027383490373	0.00256590568517635	0.00167348210202607	0.00015979421012312	1.0424503142119e-05	0	0	0	0	0	0.00387363073503731	0.00247834694967231	0.00151871578243069	0.000337293470365763	5.55338404000145e-05	0.00011421968915691	0	0	0	0	0.00408036100139697	0.00331125037302298	0.00152156880556849	4.15760078717242e-05	1.4082245949242e-05	0	0	0	0
RG23	0.00112423268631918	0.00332766295883087	0.00310796895798277	0.00395670817785967	0.00230291655765673	0.00218045857389322	0.00470481747261764	0.00206126333177721	0.00223858431001736	0.000229687789980835	0.000386927306713461	0.00307350373075091	0.00440385006119084	0.00339321463277346	0.0019035374070147	0.00198213091889283	0.00308062089160883	0.00174881881012273	0.00146923728331742	0.000220992351742957	0.000412860401075842	0.0031892476792528	0.00405132796180245	0.0044587264998997	0.00202336571642391	0.000856200553713911	0.00310661278119483	0.00186030413809514	0.00299110113233458	0.00023352755041276
RG24	0.00789615936910317	0.00437428890189884	0.00129969610970189	0.000603116321918308	6.8930835739385e-05	1.0424503142119e-05	0	0	0	0	0	0.00462930623908557	0.00133722056579078	0.000639878502737405	0.000240446830359752	4.05824218307798e-05	0.000130773267295592	1.58777323876253e-05	0	2.74524660550257e-06	0	0.00566493469077363	0.00215099970158162	0.00174677612878074	0.00115818879071232	0.000954776275358604	0.000573175789888345	0	0	0
RG25	0.0050540726075234	0.00159617360182925	0.000169525579526333	5.30212151136974e-05	1.56660990316784e-06	0	0	0	0	0	0	0.00098428321955866	7.32399956528519e-05	1.85856826521238e-05	0	0	0	0	2.99233662590107e-06	0	0	0.00231823465760813	0.000405849000298418	0.0017032486629498	0.0016274037366932	0.00303613222665657	0.00295862921362366	0.000257414177248048	0	0
RG26	0.00447040018040784	0.0010604336731876	0.000110924144628341	1.65691297230304e-05	0	0	0	0	0	0	0	0.000606445467534529	7.32399956528519e-05	5.31019504346395e-06	3.33953931055211e-06	0	1.65535781386826e-06	0	0	0	0	0.00158122363929341	0.000329453894359893	0.00163322621791742	0.00150861514277399	0.0023686337686625	0.00333692523494997	0.000229293300741959	0	0
RG27	0.0098362069251407	0.00331937832075909	0.00118040033151669	0.000291616683125336	0.000117495742737588	4.1698012568476e-05	1.30237161871768e-06	0	0	0	0	0.00321320844578505	0.000845803820765193	0.000159305851303918	5.00930896582816e-06	0	0	0	0	0	0	0.0041373118528122	0.00114353924201731	0.000408779679107952	4.35558177703777e-05	2.81644918984839e-06	0	0	0	0
RG28	0.00227499593750725	0.000858840813440997	0.00155084511640756	0.00181597661764413	0.000590611933494276	5.55973500913013e-05	6.51185809358842e-06	0	0	0	0	0.000650896967772662	0.00145534959103731	0.00185591316769065	0.00140260651043189	0.000245630447923141	8.93893219488859e-05	0	0	0	0	0.000931313923143151	0.00240644583706356	0.00188114352330233	0.000570185250812217	0.000273195571415294	3.64748229928947e-05	0	0	0
RG29	0.00188367010569114	0.000996918114637299	0.00144410678855765	0.000921243612600492	0.000166060649735791	2.43238406649443e-05	0	0	0	0	0	0.000866804254643594	0.00173177151011421	0.00138065071130063	0.000894996535227965	0.00057028982256938	0.000763119952193266	1.36094849036789e-05	1.19693465036043e-05	0	0	0.000814062170229445	0.00121038495971352	0.000647234491920924	9.7010685034023e-05	0	1.04213779979699e-06	0	0	0
RG30	0.0109438580084168	0.00148571176087221	0.000447882395291793	5.63350410583035e-05	0	0	0	0	0	0	0	0.00176853468804572	0.000245708372512793	0.000135409973608331	0	0	0	0	0	0	0	0.00240868600985585	0.000506117576842734	2.46024806870527e-05	1.18788593919212e-05	0	0	0	0	0
RG31	0.00928238138350263	0.00140562692617835	0.000186268846640045	0.000106042430227395	7.36306654488886e-05	0	0	0	0	0	0	0.00100650896967773	0.000240983211502932	6.63774380432993e-05	0	0	0	0	0	0	0	0.00132996988304975	0.000463145329752313	2.838747771583e-05	0	2.81644918984839e-06	0	0	0	0
RG32	0.000971681938323069	0.000530216836593799	0.000853906622799307	0.000994147783381826	0.000144128111091441	1.73741719035316e-06	0	0	0	0	0	0.000695348468010795	0.00118365283297028	0.0021426637000377	5.34326289688337e-05	0	0	0	0	0	0	0.000552758263736043	0.00162339600119367	0.00138152391550373	0.000106909734527291	0	0	0	0	0
RG33	0.000132652824344446	0.000281677694440456	0.000316029166771312	0.000460621806300246	0.000612544472138626	0.000712341048044798	0.000349686779625698	0.000825941753151147	0.000678524033103253	5.6962571915247e-05	0.000133517169218025	0.000298460073027465	0.000422901910382596	0.00035047287286862	0.000587758918657171	0.000751842762338658	0.000278100112729867	0.000635109295505014	0.000415934791000248	5.21596855045489e-05	0.000106221365325338	0.000328304908158377	0.000453595941509997	0.000486372118197887	0.000595922779494713	0.000290094266554384	0.000174037012566098	0.000631638149213697	0.000923610710238407	4.83735640140717e-05
RG34	0.00065994780111362	0.000325862430823272	0.00120342232379804	0.00132221655189783	0.000662675989039997	5.03850985202418e-05	8.46541552166495e-06	0	0	0	0	0.000228607715510398	0.000760750922587687	0.000653153990346065	0.000282191071741653	6.6213425092325e-05	2.81410828357604e-05	0	0	0	0	0.000375205609323859	0.00115786332438078	0.00189060601587428	0.000146505932500361	2.53480427086355e-05	0	0	0	0
RG35	0.00294489270044671	0.000737332788388251	0.000433232036567295	0.000424169720909579	0.00012376218235026	2.95360922360038e-05	0	0	0	0	0	0.000688998253691062	0.000621358672796776	0.000892112767301943	9.0167561384907e-05	2.77669202000073e-05	8.27678906934128e-06	0	0	0	0	0.000991614824641628	0.000885705759474784	0.0015367087936836	0.000326668633277833	0.000118290865973632	2.29270315955338e-05	0	0	0
RG36	0.0087683516891679	0.0010604336731876	4.60439845627077e-05	0	0	0	0	0	0	0	0	0.00120336561358946	7.08774151479212e-05	1.32754876086599e-05	1.33581572422084e-05	0	0	0	0	0	0	0.00100501502497462	6.68457176962101e-05	0	0	0	0	0	0	0
RG37	0.00678187564460982	0.00109633377149864	0.000213476655699827	8.28456486151521e-05	0	0	0	0	0	0	0	0.00100015875535799	0.000108678703226812	5.31019504346395e-06	0	0	0	0	0	0	0	0.00133666998321625	9.07191883019994e-05	3.02799762302187e-05	0	0	0	0	0	0
RG38	4.97448091291674e-05	4.14231903588905e-05	0.000108831236239127	0.000195515730731759	0.000412018404533142	0.000251925492601209	0.000421317218655171	1.07731533019715e-05	5.44999223376107e-06	0	0	2.85759644387998e-05	6.37896736331291e-05	0.000116824290956207	0.000357330706229076	0.00047844539421551	0.00144843808713472	0.000260848460653845	8.37854255252299e-05	1.64714796330154e-05	2.00417670425166e-06	2.680040066599e-05	0.000114592658907789	0.000261164794985636	0.000920611602873892	0.00064778331366513	0.00497933440743003	0.000186030413809514	7.59548281446058e-06	0
RG39	0.00111428372449335	0.000408708811541053	0.000717867577500398	0.000868222397486794	0.000175460309154798	4.86476813298886e-05	0	0	0	1.83750231984668e-06	0	0.000536593110017463	0.000626083833806637	0.000979730985519098	0.000283860841396929	7.68930097846355e-05	1.65535781386826e-05	0	0	1.37262330275129e-06	2.00417670425166e-06	0.000402006009989849	0.000806923306475679	0.000726719429525248	0.000283112815507455	5.63289837969678e-05	3.02219961941128e-05	1.7305154772978e-05	0	1.66805393151971e-06
RG40	6.3010091563612e-05	0.000270631510344751	0.000167432671137119	0.00024522311990085	0.00131281909885465	0.00149417878370372	3.25592904679421e-05	0.000897762775164291	0.000628111604940963	2.57250324778535e-05	5.44968037624593e-06	0.000257183679949198	0.000304772885136061	0.00024161387447761	0.000743047496597844	0.00176213147423123	1.98642937664191e-05	0.000635109295505014	0.000460819840388764	4.11786990825386e-05	8.01670681700664e-06	0.000284754257076143	0.000365264100268577	0.000579104545402932	0.000849338446522365	0.0001746198497706	1.77163425965489e-05	0.000720327067425209	0.00106336759402448	1.00083235891183e-05
RG41	0.00177423152560697	0.000356239437086459	0.000439510761734937	0.000752238489425581	0.000238124705281512	3.99605953781228e-05	0	0	0	0	0	0.000225432608350532	0.000614270931281983	0.000979730985519098	0.000138590881387913	5.76697573384766e-05	0	0	0	0	0	0.000455606811321829	0.0007591763652641	0.000910291785420948	7.72125860474877e-05	2.53480427086355e-05	0	0	0	0
RG42	0.000145918106778891	0.000129792663124524	9.41808775146294e-05	8.28456486151521e-05	0.000402618745114135	0.000460415555443589	0.000169959496242658	0.000779258088842604	0.000397849433064558	0.000321562905973169	0.000237061096366698	8.89030004762661e-05	9.92283812070896e-05	8.76182182171551e-05	0.000282191071741653	0.000600192659707849	0.000185400075153245	0.000576134860922405	0.000547597602539895	0.000273152037247506	0.000280584738595232	0.000110551652747209	8.59444941808415e-05	8.70549316618787e-05	0.000588003539900099	0.000292910715744233	0.00032202058013727	0.00041316057020485	0.000428385230735577	0.000220183118960602
RG43	0.00193341491482031	0.00045289354792387	0.000772283195619961	0.00053352597708158	8.45969347710635e-05	0	0	0	0	0	0	0.000387363073503731	0.000626083833806637	0.00041685031091192	0.00011020479724822	0	0	0	0	0	0	0.000549408213652794	0.000740077588779469	0.000764569399813021	4.55356276690312e-05	0	0	0	0	0
RG44	0.00633417236244731	0.00064067867755084	8.16234271793455e-05	2.98244335014548e-05	0	0	0	0	0	0	0	0.00057786950309573	0.000304772885136061	0.000119479388477939	0	0	0	0	0	0	0	0.000760461368897465	0.000164726947179946	0	0	0	0	0	0	0
RG45	0.00213571047194559	0.000472224370091352	0.00102133929393643	0.000520270673303155	7.51972753520564e-05	0	0	0	0	0	0	0.00048261628829973	0.00077020124460741	0.00036374836047728	0.000103525718627115	0	0	0	0	0	0	0.000418756260406093	0.000680393912264995	0.000433382159795005	4.15760078717242e-05	0	0	0	0	0
RG46	0.0048451444091809	0.000618586309359432	9.62737859038434e-05	0.000125925385895031	0	0	0	0	0	0	0	0.000711224003810129	0.000108678703226812	0.000103548803347547	0	0	0	0	0	0	0	0.000994964874724877	0.000222023276633841	0.000176002361838146	0	0	0	0	0	0
RG47	0.000633417236244731	0.000361762529134311	0.000581828532201488	0.00167679592797068	0.000397918915404632	8.68708595176582e-06	0	0	0	0	0	0.000285759644387998	0.000113403864236674	0.000146030363695259	8.34884827638027e-06	0	0	0	0	0	0	0.000395305909823352	0.000501342882721576	0.00107493915617276	0.000257375286824959	2.25315935187871e-05	0	0	0	0
RG48	5.63774503463897e-05	4.97078284306686e-05	0.000129760320131267	0.000265106075568487	0.000490348899691535	0.000264087412933681	0.000227263847466236	1.43642044026286e-05	9.53748640908187e-06	5.51250695954004e-06	0	4.12763930782664e-05	0.00010159096171202	0.000103548803347547	0.000387386560024045	0.000632231413784781	0.000547923436390393	0.00019960577858729	8.37854255252299e-05	6.86311651375643e-06	2.00417670425166e-06	5.02507512487312e-05	0.000150402864816473	0.000272519786071968	0.000922591412772546	0.000740726136930127	0.0015579960106965	0.000155746392956802	2.88628346949502e-05	0
RG49	0.00129999767857557	0.000193308221674822	0.000238591556370395	6.29626929475156e-05	6.26643961267137e-06	0	0	0	0	0	0	0.000200031751071599	0.000238620630998001	0.000238958776955878	0.00056271237382803	0.000348154460969322	0.000672075272430512	3.85602072270901e-05	0	0	0	0.000408706110156347	0.000343777976723366	8.516243314749e-05	0	0	0	0	0	0
RG50	0.00173775199891225	0.00032033933877542	0.000359980242944806	0.000195515730731759	4.69982970950353e-05	0	0	0	0	0	0	0.000355612001905064	0.000170105796355011	0.000289405629868785	3.33953931055211e-06	0	0	0	0	0	0	0.000395305909823352	0.00035810205908684	0.000543147073629547	0.000194021370068046	0.000146455357872116	6.25282679878195e-05	0	0	0
RG51	0.000152550747996113	0.000115984933004893	0.000115109961406769	0.000129239211839637	0.000291389441989219	0.000276249333266153	8.46541552166495e-06	0.000732574424534061	0.000298387074798418	0.000119437650790034	3.81477626337215e-05	0.000165105572313066	0.000120491605751466	0.000138065071130063	0.000277181762775825	0.000230679029353906	2.97964406496286e-05	0.000254043718202006	0.000263325623079294	0.000145498070091636	1.40292369297616e-05	0.000127301903163452	0.000119367353028947	0.000138152391550373	0.000310830154088604	0.00033234100440211	1.04213779979699e-05	0.000294187631140626	0.000332682147273374	9.00749123020645e-05
RG52	5.96937709550008e-05	0.000135315755172376	0.000127667411742053	0.000102728604282789	0.000230291655765673	0.000387444033448756	0.000203169972519959	0.000348331956763745	0.000286124592272456	3.49125440770869e-05	1.36242009406148e-05	0.000123829179234799	0.000122854186256397	0.000151340558738722	0.000210390976564783	0.000365241796477019	0.000127462551667856	0.000328895885172239	0.000200486553935372	3.01977126605283e-05	3.60751806765299e-05	0.000117251752913706	0.000105043270665473	0.000143829887093539	0.000205900229459967	5.91454329868162e-05	0.000165699910167722	0.00024010902247507	0.000331163050710481	2.66888629043154e-05
RG53	0.00463289989022979	0.000209877497818379	0	0	0	0	0	0	0	0	0	0.00052071757421813	0	0	0	0	0	0	0	0	0	0.000385255759573606	1.43240823634736e-05	1.89249851438867e-06	0	0	0	0	0	0
RG54	0.000610202991984453	0.000185023583603044	0.000385095143615374	0.000374462331740488	0.000140994891285106	1.91115890938848e-05	7.81422971230611e-06	0	0	0	0	0.000206381965391332	0.000290597402106477	0.000374368750564208	0.000278851532431101	0.000108931763861567	4.46946609744429e-05	0	0	0	0	0.00016080240399594	0.000448821247388839	0.000444737150881337	0.000124728023615172	5.63289837969678e-06	1.35477913973609e-05	0	0	0
RG55	0.000683162045373899	0.00081465607705818	0.000832977538907167	0.000745610837536369	0.000289822832086051	7.99211907562456e-05	7.16304390294727e-05	0	8.1749883506416e-06	3.67500463969336e-06	0	0.00053976821717733	0.000890692850358876	0.00055226028452025	0.000222079364151715	0.000143106434876961	0.000253269745521843	2.94872172913042e-05	2.69310296331096e-05	5.49049321100514e-06	1.202506022551e-05	0.000515907712820307	0.000816472694717995	0.000584782040946098	0.000346466732264368	8.44934756954517e-05	0.000243860245152496	4.3262886932445e-06	1.21527725031369e-05	1.66805393151971e-06
RG56	7.29590533894455e-05	0.000361762529134311	0.000203012113753757	0.000238595468011638	0.000145694720994609	0.000161579798702844	0.000223356732610083	0.000125686788523001	0.000104912350499901	7.35000927938671e-06	2.72484018812297e-06	0.000209557072551199	0.000278784499581823	0.000366403457999012	8.01489434532506e-05	0.000147378268753885	0.000200298295478059	5.89744345826084e-05	6.58314057698235e-05	8.23573981650772e-06	0	0.000197652954911676	0.000253058788421367	0.000346327228133126	0.000124728023615172	2.53480427086355e-05	0.000156320669969549	8.652577386489e-05	0.000136718690660291	3.33610786303943e-06
RG57	0.00376402389077366	0.000345193252990754	4.81368929519217e-05	0	0	0	0	0	0	0	0	0.000285759644387998	6.37896736331291e-05	3.71713653042476e-05	0	0	0	0	0	0	0	0.000341705108491372	2.14861235452104e-05	1.89249851438867e-06	0	0	0	0	0	0
RG58	6.63264121722232e-06	0	2.09290838921399e-06	0	1.56660990316784e-06	0	1.2372530377818e-05	0	0	0	0	0	0	2.65509752173197e-06	1.00186179316563e-05	2.1359169384621e-06	5.46268078576525e-05	0	0	0	0	0	4.77469412115786e-06	9.46249257194333e-06	1.78182890878818e-05	1.12657967593936e-05	0.00250425713291217	2.5957732159467e-05	6.07638625156847e-06	1.66805393151971e-06
RG59	0.00122040598396891	0.000204354405770527	0.000357887334555592	0.00030487198690376	4.22984673855317e-05	0	0	0	0	0	0	0.000304810287347198	0.000356749656244537	0.000345162677825157	0	0	0	0	0	0	0	0.000475707111821322	0.000303193076693524	0.000196819845496421	4.94952474663383e-05	2.81644918984839e-06	0	0	0	0
