D2C3_Parent1	D2C3_Parent2	D2C3_R1_T1	D2C3_R2_T1	D2C3_R3_T1	D2C3_R1_T2	D2C3_R2_T2	D2C3_R3_T2	D2C3_R1_T3	D2C3_R2_T3	D2C3_R3_T3	D2C3_R1_T4	D2C3_R2_T4	D2C3_R3_T4	D2C3_R1_T6	D2C3_R2_T6	D2C3_R2_T7	D2C3_R3_T7	D2C3_R1_T7	D2C3_R1_T8	D2C3_R2_T8	D2C3_R3_T8	D2C3_R3_T9_RESEQ	D2C3_R2_T10_RESEQ	D2C3_R3_T10_RESEQ	D2C3_R1_T12	D2C3_R2_T12	D2C3_R3_T12
RG2410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.36023074917158e-06	2.92094889945948e-06	0	0	0	0	0	0
RG2411	0	0	0	0	0	0	0	3.15085671794161e-06	0	0	0	0	0	0	0	0	0	0	0	0	1.16604230401479e-05	2.92094889945948e-06	0	0	0	0	0	0
RG2412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.42026920736684e-06	0	0	0	0	0	8.53777024177258e-07	0
RG2413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.48030766556211e-06	4.38142334918922e-06	0	5.27078666490974e-06	0	0	1.70755404835452e-06	0
RG2414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.30019229097632e-06	2.92094889945948e-06	0	0	0	0	3.41510809670903e-06	0
RG2415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.06003845819526e-05	5.84189779891896e-06	0	0	0	0	0	0
RG2416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.37804999565384e-05	0	0	0	0	0	1.70755404835452e-06	0
RG2417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.06003845819526e-06	2.92094889945948e-06	0	0	0	0	8.53777024177258e-06	0
RG2418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4431388848e-06	0	0	1.11601745451299e-05	0	7.29722826946232e-06	0	0	0
RG2419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.48802327268398e-05	0	0	0	0	0
RG2420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.86002909085498e-06	3.68955066543682e-05	0	0	0	0
RG2421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.48802327268398e-05	0	0	0	0	0
RG2422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.48802327268398e-05	0	0	0	0	0
RG2423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.72005818170996e-06	1.05415733298195e-05	9.72963769261642e-06	0	0	0
RG2424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.30202036359849e-05	5.27078666490974e-06	0	0	0	0
RG2425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11601745451299e-05	2.10831466596389e-05	4.86481884630821e-06	0	1.70755404835452e-06	0
RG2426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11601745451299e-05	3.16247199894584e-05	4.86481884630821e-06	0	0	0
RG2427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.58008727256494e-06	2.63539333245487e-05	0	0	0	0
RG2428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.58008727256494e-06	2.63539333245487e-05	0	0	0	0
RG2429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.86002909085498e-06	5.27078666490974e-06	0	3.95324419031234e-06	0	1.48756617810035e-06
RG2430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.21662933192779e-05	0	0	0	0
RG2431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.21662933192779e-05	0	0	0	0
RG2432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.21662933192779e-05	0	0	0	0
RG2433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.27078666490974e-06	0	7.90648838062468e-07	4.26888512088629e-06	1.48756617810035e-06
RG2434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.21662933192779e-05	0	0	0	0
RG2435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.94592753852328e-05	0	0	0
RG2436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.94592753852328e-05	0	0	0
RG2437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.94592753852328e-05	0	0	0
RG2438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.94592753852328e-05	0	0	0
RG2439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.94592753852328e-05	0	0	0
RG2440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.94592753852328e-05	0	0	0
RG2441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.94592753852328e-05	0	0	0
RG2442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.32519070449974e-06	0	0
RG2443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.32519070449974e-06	0	0
RG2444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.32519070449974e-06	0	0
RG2445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.32519070449974e-06	0	0
RG2446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.32519070449974e-06	0	0
RG2447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.32519070449974e-06	0	0
RG2448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.32519070449974e-06	0	0
RG2449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.32519070449974e-06	0	0
RG2450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.32519070449974e-06	0	0
RG2451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.95324419031234e-06	5.9764391692408e-06	1.48756617810035e-06
RG2452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.32519070449974e-06	0	0
RG2453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.32519070449974e-06	0	0
RG2454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.74389302837481e-06	1.70755404835452e-06	0
RG2455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.32519070449974e-06	0	0
RG2456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.32519070449974e-06	0	0
RG2457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.32519070449974e-06	0	0
RG2458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.32519070449974e-06	0	0
RG2459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.32519070449974e-06	0	0
RG2460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.32519070449974e-06	0	0
RG2461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.32519070449974e-06	0	0
RG2462	0	0	0	0	0	0	0	0	0	0	4.03627806726861e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.74389302837481e-06	8.53777024177258e-07	2.9751323562007e-06
RG2463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.32519070449974e-06	0	0
RG2464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.53454186643727e-06	8.53777024177258e-07	0
RG2465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.32519070449974e-06	0	0
RG2466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.32519070449974e-06	0	0
RG2467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.32519070449974e-06	0	0
RG2468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.32519070449974e-06	0	0
RG2469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.32519070449974e-06	0	0
RG2470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.32519070449974e-06	0	0
RG2471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.32519070449974e-06	0	0
RG2472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.58129767612494e-06	4.26888512088629e-06	1.48756617810035e-06
RG2473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.32519070449974e-06	0	0
RG2474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.95324419031234e-06	4.26888512088629e-06	0
RG2475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.32519070449974e-06	1.70755404835452e-06	4.46269853430104e-06
RG2476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.36604323868361e-05	0
RG2477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.83021619341806e-06	0
RG2478	0	0	0	0	0	0	0	3.15085671794161e-06	0	0	4.03627806726861e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.26888512088629e-06	7.43783089050174e-06
RG2479	1.09700501958154e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG2480	1.09700501958154e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG2481	1.09700501958154e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG2482	1.09700501958154e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG2483	3.13430005594726e-06	6.21015795536759e-06	0	0	0	0	0	0	0	3.86850188396042e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG2484	1.09700501958154e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG2485	3.13430005594726e-06	4.6576184665257e-06	0	3.32202736686145e-06	0	0	0	0	0	0	0	6.7129412080609e-06	0	9.74041786392636e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG2486	1.09700501958154e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG2487	3.13430005594726e-06	7.76269744420949e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG2488	1.09700501958154e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG2489	1.09700501958154e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG2490	1.09700501958154e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG2491	3.13430005594726e-06	4.6576184665257e-06	2.69786113569162e-06	0	0	0	0	3.15085671794161e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG2492	7.83575013986814e-06	0	5.39572227138325e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG2493	6.26860011189451e-06	1.5525394888419e-06	2.69786113569162e-06	0	0	0	0	3.15085671794161e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG2494	1.09700501958154e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG2495	1.09700501958154e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG2496	1.09700501958154e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG2497	1.09700501958154e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG2498	1.09700501958154e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG2499	1.09700501958154e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG2500	1.09700501958154e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG2501	1.56715002797363e-06	9.31523693305139e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG2502	1.09700501958154e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG2503	9.40290016784177e-06	1.5525394888419e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG2504	1.56715002797363e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.59985456587554e-06	1.01179414710812e-05	0	0	0	0	0	0	5.27078666490974e-06	0	0	8.53777024177258e-07	0
RG2505	1.56715002797363e-06	0	5.39572227138325e-06	0	0	3.31511127170983e-06	4.15429897243415e-06	3.15085671794161e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG2506	1.56715002797363e-06	4.6576184665257e-06	2.69786113569162e-06	3.32202736686145e-06	2.87646447997837e-06	3.31511127170983e-06	2.07714948621707e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG2507	1.56715002797363e-06	3.1050789776838e-06	0	0	0	0	0	0	0	0	4.03627806726861e-06	0	0	0	0	1.07995636976266e-05	0	0	0	0	0	0	0	0	0	0	0	0
RG2508	1.56715002797363e-06	1.5525394888419e-06	0	3.32202736686145e-06	0	6.63022254341967e-06	0	0	0	3.86850188396042e-06	0	3.35647060403045e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG2509	1.56715002797363e-06	3.1050789776838e-06	2.69786113569162e-06	0	0	6.63022254341967e-06	0	0	0	0	4.03627806726861e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG2510	1.56715002797363e-06	1.5525394888419e-06	0	0	0	0	0	3.15085671794161e-06	0	0	0	1.34258824161218e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG2511	0	3.1050789776838e-06	5.39572227138325e-06	3.32202736686145e-06	8.62939343993511e-06	0	2.07714948621707e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG2512	0	1.5525394888419e-06	2.69786113569162e-06	0	8.62939343993511e-06	0	0	6.30171343588322e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG2513	0	3.1050789776838e-06	1.34893056784581e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG2514	0	1.5525394888419e-06	0	0	0	0	0	0	0	0	4.03627806726861e-06	0	0	0	0	1.07995636976266e-05	0	0	0	0	1.06003845819526e-06	1.46047444972974e-06	0	0	0	0	0	0
RG2515	0	1.5525394888419e-06	0	0	0	0	4.15429897243415e-06	6.30171343588322e-06	1.22422496357931e-05	7.73700376792083e-06	0	0	0	0	0	3.59985456587554e-06	0	0	3.115575384462e-06	0	0	0	0	0	0	0	0	0
RG2516	0	0	2.69786113569162e-06	9.96608210058434e-06	2.87646447997837e-06	6.63022254341967e-06	0	3.15085671794161e-06	0	1.16055056518813e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG2517	0	0	2.69786113569162e-06	3.32202736686145e-06	2.87646447997837e-06	0	6.23144845865122e-06	0	0	3.86850188396042e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG2518	0	0	0	2.32541915680301e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG2519	0	0	0	3.32202736686145e-06	0	0	1.03857474310854e-05	0	0	0	0	0	0	0	0	7.19970913175108e-06	3.37264715702708e-06	0	3.115575384462e-06	0	1.06003845819526e-06	0	0	0	0	0	0	0
RG2520	0	0	0	3.32202736686145e-06	0	0	2.07714948621707e-06	0	0	0	0	0	0	0	8.77150663783765e-06	0	0	5.0198031233215e-06	3.115575384462e-06	0	0	0	0	5.27078666490974e-06	0	0	0	0
RG2521	0	0	0	0	2.87646447997837e-06	3.31511127170983e-06	2.07714948621707e-06	0	0	0	4.03627806726861e-06	0	0	0	4.38575331891882e-06	0	0	1.0039606246643e-05	6.23115076892401e-06	0	0	0	0	0	0	0	0	0
RG2522	0	0	0	0	5.75292895995674e-06	0	4.15429897243415e-06	0	4.08074987859769e-06	3.86850188396042e-06	0	0	0	0	0	0	0	5.0198031233215e-06	0	0	1.06003845819526e-06	2.92094889945948e-06	0	0	0	0	0	0
RG2523	0	0	0	0	0	6.63022254341967e-06	0	6.30171343588322e-06	4.08074987859769e-06	3.86850188396042e-06	0	0	0	0	0	0	0	0	3.115575384462e-06	0	0	0	0	0	0	0	0	0
RG2524	0	0	5.39572227138325e-06	0	0	9.94533381512951e-06	6.23144845865122e-06	6.30171343588322e-06	0	0	4.03627806726861e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG2525	0	0	0	0	0	3.31511127170983e-06	1.03857474310854e-05	0	0	0	0	0	0	0	0	3.59985456587554e-06	0	0	0	0	0	0	0	0	0	0	0	0
RG2526	0	0	0	0	0	0	2.07714948621707e-06	0	0	0	0	0	0	0	4.38575331891882e-06	3.59985456587554e-06	0	0	3.115575384462e-06	0	0	0	0	0	0	7.90648838062468e-07	1.70755404835452e-06	0
RG2527	0	0	0	0	0	0	1.45400464035195e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG2528	0	0	0	0	0	0	2.07714948621707e-06	0	0	0	0	0	0	0	0	0	3.37264715702708e-06	0	0	0	0	0	0	0	0	2.3719465141874e-06	8.53777024177258e-07	1.48756617810035e-06
RG2529	0	0	0	0	0	0	4.15429897243415e-06	0	8.16149975719538e-06	1.16055056518813e-05	4.03627806726861e-06	0	0	0	4.38575331891882e-06	0	0	0	0	0	1.06003845819526e-06	0	0	0	0	0	0	0
RG2530	0	0	0	0	0	0	4.15429897243415e-06	0	0	7.73700376792083e-06	0	0	0	0	0	3.59985456587554e-06	3.37264715702708e-06	0	0	0	0	0	1.86002909085498e-06	0	0	0	0	0
RG2531	0	0	0	0	0	0	1.03857474310854e-05	0	0	0	0	0	0	0	0	0	0	0	0	1.4431388848e-06	0	5.84189779891896e-06	0	0	0	0	0	0
RG2532	0	0	0	0	0	0	4.15429897243415e-06	0	4.08074987859769e-06	3.86850188396042e-06	4.03627806726861e-06	0	0	9.74041786392636e-06	0	0	0	0	0	1.4431388848e-06	0	0	0	0	0	0	0	0
RG2533	0	0	0	0	0	0	2.07714948621707e-06	0	0	0	0	0	0	0	0	7.19970913175108e-06	0	0	0	0	0	0	0	5.27078666490974e-06	0	0	2.56133107253177e-06	0
RG2534	0	0	0	0	0	0	2.07714948621707e-06	0	0	0	0	0	0	0	0	0	0	3.0118818739929e-05	0	0	0	0	0	0	0	0	0	0
RG2535	0	0	0	0	0	0	2.07714948621707e-06	0	0	0	0	0	0	0	0	3.59985456587554e-06	3.37264715702708e-06	0	0	0	0	0	3.72005818170996e-06	1.05415733298195e-05	4.86481884630821e-06	0	0	0
RG2536	0	0	0	0	0	0	2.07714948621707e-06	0	0	0	0	0	8.18210083621071e-06	0	0	0	0	0	0	4.32941665439999e-06	1.06003845819526e-06	1.46047444972974e-06	0	0	0	0	0	0
RG2537	0	0	0	0	0	0	2.07714948621707e-06	0	0	0	0	0	0	0	3.07002732324318e-05	0	3.37264715702708e-06	0	0	0	0	0	0	0	0	7.90648838062468e-07	8.53777024177258e-07	1.48756617810035e-06
RG2538	0	0	0	0	2.87646447997837e-06	0	0	6.30171343588322e-06	4.08074987859769e-06	3.86850188396042e-06	8.07255613453722e-06	0	0	0	4.38575331891882e-06	0	0	0	9.34672615338601e-06	0	1.06003845819526e-06	1.46047444972974e-06	0	0	0	0	0	0
RG2539	0	0	0	0	0	0	0	6.30171343588322e-06	4.08074987859769e-06	7.73700376792083e-06	8.07255613453722e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG2540	0	0	0	0	0	0	0	3.15085671794161e-06	0	3.86850188396042e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.95324419031234e-06	1.70755404835452e-06	0
RG2541	0	0	0	0	0	0	0	3.15085671794161e-06	0	0	0	0	0	0	0	0	0	0	0	0	3.18011537458579e-06	0	0	5.27078666490974e-06	0	0	3.41510809670903e-06	0
RG2542	0	0	0	0	0	0	0	0	4.08074987859769e-06	0	0	0	0	0	2.19287665945941e-05	7.19970913175108e-06	1.01179414710812e-05	0	6.23115076892401e-06	1.4431388848e-06	0	0	0	0	0	3.16259535224987e-06	8.53777024177258e-07	0
RG2543	0	0	0	0	0	0	0	0	0	3.86850188396042e-06	0	0	0	0	4.38575331891882e-06	0	1.01179414710812e-05	0	0	0	2.12007691639053e-06	0	0	0	0	0	0	0
RG2544	0	0	0	0	0	0	0	0	0	3.86850188396042e-06	0	0	0	0	8.77150663783765e-06	0	3.37264715702708e-06	0	9.34672615338601e-06	0	0	0	0	0	0	0	0	0
RG2545	0	0	0	0	0	0	0	0	0	0	2.82539464708803e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG2546	0	0	0	0	0	0	0	0	0	0	2.82539464708803e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG2547	0	0	0	0	0	0	0	0	0	0	0	2.34952942282131e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG2548	0	0	0	0	0	0	0	0	0	0	0	6.7129412080609e-06	0	0	4.38575331891882e-06	0	0	0	0	5.77255553919998e-06	0	0	0	0	0	0	0	0
RG2549	0	0	0	0	0	0	0	0	0	0	0	2.34952942282131e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG2550	0	0	0	0	0	0	0	0	0	0	0	6.7129412080609e-06	0	0	0	0	0	5.0198031233215e-06	0	1.4431388848e-06	8.48030766556211e-06	1.46047444972974e-06	0	0	0	0	0	0
RG2551	0	0	0	0	0	0	0	0	0	0	0	3.35647060403045e-06	0	0	4.38575331891882e-06	1.07995636976266e-05	0	0	0	1.4431388848e-06	2.12007691639053e-06	1.46047444972974e-06	0	0	0	0	0	0
RG2552	0	0	0	0	0	0	0	0	0	0	0	0	8.18210083621071e-06	0	0	0	0	0	0	4.32941665439999e-06	1.06003845819526e-06	2.92094889945948e-06	0	0	0	0	0	0
RG2553	0	0	0	0	0	0	0	0	0	0	0	0	0	9.74041786392636e-06	0	0	0	0	0	0	5.30019229097632e-06	1.46047444972974e-06	0	0	0	0	0	0
RG2554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.38575331891882e-06	0	0	0	0	0	2.12007691639053e-06	2.92094889945948e-06	0	0	0	7.90648838062468e-07	0	1.48756617810035e-06
RG2555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.31572599567565e-05	7.19970913175108e-06	0	5.0198031233215e-06	0	0	0	0	0	0	0	0	3.41510809670903e-06	1.48756617810035e-06
RG2556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.38575331891882e-06	0	0	0	0	8.65883330879997e-06	0	0	0	0	0	0	0	0
RG2557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.75430132756753e-05	0	0	5.0198031233215e-06	6.23115076892401e-06	0	0	0	0	0	0	0	0	0
RG2558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.38575331891882e-06	0	0	0	6.23115076892401e-06	0	0	2.92094889945948e-06	0	0	0	0	1.70755404835452e-06	0
RG2559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.38575331891882e-06	0	3.37264715702708e-06	0	0	0	0	0	0	0	0	1.58129767612494e-06	2.56133107253177e-06	0
RG2560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.38575331891882e-06	3.59985456587554e-06	3.37264715702708e-06	5.0198031233215e-06	0	0	0	0	0	0	0	0	2.56133107253177e-06	0
RG2561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.38575331891882e-06	3.59985456587554e-06	0	0	3.115575384462e-06	0	0	0	0	0	0	2.3719465141874e-06	8.53777024177258e-07	2.9751323562007e-06
RG2562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.38575331891882e-06	3.59985456587554e-06	0	0	0	0	0	0	0	0	0	1.58129767612494e-06	2.56133107253177e-06	0
RG2563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.77150663783765e-06	1.07995636976266e-05	6.74529431405416e-06	5.0198031233215e-06	9.34672615338601e-06	0	1.06003845819526e-06	5.84189779891896e-06	3.72005818170996e-06	5.27078666490974e-06	9.72963769261642e-06	7.90648838062468e-07	0	0
RG2564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.38575331891882e-06	0	3.37264715702708e-06	0	3.115575384462e-06	0	1.06003845819526e-06	0	0	0	0	2.3719465141874e-06	0	0
RG2565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.59985456587554e-06	6.74529431405416e-06	0	0	0	1.06003845819526e-06	0	0	5.27078666490974e-06	0	0	3.41510809670903e-06	0
RG2566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07995636976266e-05	0	2.0079212493286e-05	0	0	0	0	0	0	0	0	0	0
RG2567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.74529431405416e-06	0	6.23115076892401e-06	0	0	0	3.72005818170996e-06	0	0	1.58129767612494e-06	2.56133107253177e-06	0
