D2C3_Parent1	D2C3_Parent2	D2C3_R1_T1	D2C3_R2_T1	D2C3_R3_T1	D2C3_R1_T2	D2C3_R2_T2	D2C3_R3_T2	D2C3_R1_T3	D2C3_R2_T3	D2C3_R3_T3	D2C3_R1_T4	D2C3_R2_T4	D2C3_R3_T4	D2C3_R1_T6	D2C3_R2_T6	D2C3_R2_T7	D2C3_R3_T7	D2C3_R1_T7	D2C3_R1_T8	D2C3_R2_T8	D2C3_R3_T8	D2C3_R3_T9_RESEQ	D2C3_R2_T10_RESEQ	D2C3_R3_T10_RESEQ	D2C3_R1_T12	D2C3_R2_T12	D2C3_R3_T12
RG20	0.0060471693809589	0.0108466253806627	0.00320985441599387	0.00326221743882507	0.0147469882301304	0.00142535734075721	8.78141184194295e-05	0.0111820477997639	0.000997524661026342	0.000179144468330374	0.00698541961281514	0.000593263759674244	0	0.000950235109717868	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG21	0.00816021166917568	0.00981263918288336	0.00632194676855646	0.00285444025897193	0.00950310128556083	0.00336143991134077	9.40865554493887e-05	0.0060447789609961	0.000455659413061415	2.72611147459264e-05	0.00174737081646917	0.000131461855836906	0	0.00021551724137931	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG22	0.0143807308060764	0.0136527096890959	0.00449705491783913	0.00450560359378708	0.000675699088672511	0.000917970184328413	2.5089748119837e-05	7.29815832561209e-05	0.000127256232476612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG23	0.0143807308060764	0.0111125974771996	0.000868996119389204	0.00146398692439076	0.00388671356133846	0.00142535734075721	7.73600567028307e-05	0.00449947326335563	0.00135876815966963	3.89444496370377e-06	0.00217405438793258	0.000279777795755467	0	0.000362460815047022	0	3.62195484146704e-06	0	0	3.1302039640903e-06	0	0	0	0	0	0	7.97273960872983e-07	8.6216484419388e-07	0
RG24	0.00743944163131244	0.00853471407999622	0.00598521077229315	0.00404434743952698	0.00878697575568569	0.00295085688344115	6.48151826429123e-05	0.00547996496884004	0.000431029174517555	4.67333395644453e-05	0.0018286438777003	8.08996035919424e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG25	0.011001322932348	0.0129413523658139	0.00464369801298606	0.00442538513217663	0.00220901625142936	0.000931322477918644	0	0.00056798710447155	5.33655168450306e-05	0	4.06365306155622e-05	3.03373513469784e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG26	0.00774782172346152	0.013720383062771	0.00194166320426025	0.00109966141124329	0.00241981126627164	0.00235667981867585	4.1816246866395e-06	0.00157069059616434	0.00229061218457901	0	0.00211309959200923	0.00134158509289971	0	0.00148902821316614	0.00102596305648546	0	0	0	5.63436713536254e-05	2.05127303469728e-05	0	0	0	0	0	0	0	0
RG27	0.00666575429953013	0.00942233693471093	0.00359547144397283	0.0071895796218368	0.00433140441456738	0.00414254908636931	0.000512249024113339	0.00200858009570107	0.00164201590292402	0.00114496681932891	0.000577038734740983	9.10120540409352e-05	0	0.000137147335423197	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG28	0.00667487797089549	0.0127446274423399	0.00544480381054798	0.00274413987425756	0.00467214156184668	0.000714347707077383	3.97254345230752e-05	0.00192290606318301	6.15755963596507e-05	3.89444496370377e-06	0.000682693714341444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG29	0.00585557228228639	0.00811608344284354	0.00508634291129994	0.0022494593609931	0.00747311641660025	0.00296754725042894	9.82681801360282e-05	0.00503255613235686	0.000562390446751477	0.000116833348911113	0.00186928040831586	6.40455195102877e-05	0	0.000617163009404389	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG30	0.0112275899822088	0.0147071552789166	0.00119486966416016	0.000768760257100169	0.00089804451528697	0.00011015642211941	0	1.90386738929011e-05	0	0	2.03182653077811e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG31	0.0100396879704393	0.00705062125730833	0.0078970022349494	0.00286446756667324	0.00124455686845236	0.00287074312189976	0.000148447676375702	0.000628276238465737	0.00126845728500881	6.23111194192604e-05	0.000564847775556314	3.70789849796403e-05	0	9.79623824451411e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG32	0.00782628529720359	0.00657533384219513	0.00262599764827925	0.0010261278214337	0.0031821384432355	0.00240341284624166	0.000125448740599185	0.00332859481894221	0.00237681801948252	0.000179144468330374	0.00338095934721477	0.000711242348245827	0	0.000724921630094044	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG33	0.0157839514620683	0.00748656368772673	0.000388332640852051	0.000190518846324825	0.00126188248611063	1.66903669877893e-05	0	0.00062193001383477	0	0	6.90821020464557e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG34	0.0160686100086675	0.00698452168302106	0.00112154811658669	0.000364325513147472	0.000398489206140199	0.000150213302890104	0	0.000291926333024484	0	0	0.000105654979600462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG35	0.0142493499384152	0.00775096198487579	0.000339451609136408	0.000441201538857489	0.00166614689813692	4.67330275658101e-05	0	0.000866259662127001	0	0	0.000215373612262479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG36	0.00389398293873455	0.00592535469503702	0.00566476845326838	0.00336583295173857	0.00172389895699782	0.0040323926642499	0.00107885916915299	0.000580679553733484	0.00439239254032175	0.00140589463189706	0.000337283204109166	0.00097416605991964	0	0	0.000181312436706482	0	0	0	0	0	0	0	0	0	0	0	0	0
RG37	0.0133351580676064	0.00734020034466207	0.000461654188425515	0.000334243590043552	0.00151310394215554	2.67045871804629e-05	0	0.000771066292662495	0	0	0.000113782285723574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG38	0.00800875872451074	0.00552088825237447	0.00247663894025923	0.000404434743952698	0.000967346985920048	0.00138863853338407	0	0.000272887659131583	0.000328403180584804	0	1.21909591846686e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG39	0.00991743077414352	0.00635028052974087	0.000222680255593484	3.34243590043552e-06	0.000583295794495074	2.00284403853472e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG40	0.0114812280461658	0.00346393245253028	0.00101835482740922	0.000250682692532664	0.000490892500317636	0.000590838991367742	4.1816246866395e-06	0.000237983423661264	0.000320193101070184	0	1.62546122462249e-05	2.02249008979856e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG41	0.00949774189133707	0.00561216861686641	0.000293286190293856	0.000106957948813937	0.00116947919193319	4.67330275658101e-05	0	0.000364907916280605	0	0	7.31457551080119e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG42	0.00811824278089503	0.0019168876543307	0.00215076539548828	8.02184616104525e-05	0.00162283285399124	0.00236669403886853	0	0.00194829096170688	0.00144086895481583	0	0.00118252304091286	0.00025281126122482	0	0.000303683385579937	7.51783274148826e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
RG43	0.00601614889831668	0.00743462830792959	0.000442644898313876	0.00127346807806593	0	3.33807339755787e-05	0.000135902802315784	0	0	3.11555597096302e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG44	0	3.14759877558408e-06	0	2.33970513030486e-05	2.02132206013144e-05	6.67614679511573e-06	0.000106631429509307	3.17311231548352e-06	4.10503975731005e-06	7.78888992740755e-06	4.06365306155622e-06	0.000849445837715395	0.000874399881213601	0.000803291536050157	0.000499714764581279	0.000478098039073649	0.000403738825086091	0.000434220624469847	0.000503962838218538	0.00726736732292752	0.00497822229739411	0.00638628429924896	0.000459392514339609	0.000438223804103271	0.000311839418036076	0.00034203052921451	0.000234508837620735	0.000185282308976181
RG45	0.00440855800374071	0.00516678339012126	0.00138767817814964	0.00161105410400992	0.00268835833997482	7.00995413487152e-05	8.363249373279e-06	0.000517217307423814	0	0	0.000349474163293835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG46	0.00272250353542265	0.00178311470636838	0.00301161467625821	0	0.00055730736800767	0.00534425550949014	0	0.000222117862083846	0.00415840527415508	3.89444496370377e-06	0.000272264755124266	0.000701129897796834	0	0	2.65335273228998e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
RG47	1.82473427307148e-06	0	0	0	8.66280882913476e-06	3.33807339755787e-06	4.80886838963543e-05	1.58655615774176e-05	1.23151192719301e-05	7.78888992740755e-06	2.03182653077811e-05	0.00075843378367446	0.000767162159932688	0.00102860501567398	0.000216690473137015	0.000191963606597753	0.000173030925036896	0.000181766773033889	0.000215984073522231	0.0053274491101138	0.0034753830624093	0.004998541166504	1.50005718968036e-05	1.06883854659334e-05	7.66818241072319e-06	6.93628345959495e-05	3.87974179887246e-05	6.87337597814864e-05
RG48	0.00457460882259021	0.0058309267317695	2.44405158578214e-05	0.00128349538576724	0.000323411529621031	6.67614679511573e-06	0.000140084427002423	0.000123751380303857	0	1.94722248185189e-05	2.03182653077811e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG49	0.00453993887140185	0.00601506126014117	5.43122574618253e-06	0.000384380128550085	0.00071035032398905	0	4.1816246866395e-06	0.000269714546816099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG50	0.00712558733634414	0.00302326862394851	0	0.00180491538623518	0.000285872691361447	0	1.25448740599185e-05	3.17311231548352e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG51	0.00490123625747001	0.00427916053540655	0.000410057543836781	0.000300819231039197	0.00138316180971852	0.000283736238792419	1.6726498746558e-05	0.000437889499536726	0.000127256232476612	5.45222294918528e-05	0.000296646673493604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG52	0.00535924456001095	0.00408558321070813	0.000138496256527654	0.000828924103308009	0.000280097485475357	2.33665137829051e-05	3.13621851497962e-05	9.51933694645056e-06	0	7.78888992740755e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG53	0.00560193421832946	0.00271795154271685	0.000135780643654563	0.000909142564918461	0.000372500779652795	2.00284403853472e-05	1.25448740599185e-05	7.61546955716045e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG54	0	1.57379938779204e-06	0	3.34243590043552e-06	0	1.00142201926736e-05	6.6905994986232e-05	0	4.10503975731005e-06	7.78888992740755e-06	8.12730612311243e-06	0.000175282474449209	0.000148482998696649	0.000127351097178683	0.000132667636614499	7.96830065122748e-05	7.12480279563691e-05	8.07852324595064e-05	0.000118947750635431	0.00282343081275833	0.00210397492897873	0.0030139351922476	0.000637524305614152	0.000464944767768105	0.000434530336607647	0.000216061243396578	0.000240543991530093	0.000131490670886322
RG55	0.00635007527028876	0.00230718990250313	5.70278703349165e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG56	0.00880616760184298	3.14759877558408e-06	0	0	2.88760294304492e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG57	0.00483919529218557	0.00233551829148338	0	0.00152080833469816	0.000210795014842279	0	2.09081234331975e-05	6.34622463096704e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG58	0	0	2.71561287309126e-06	0	0	3.33807339755787e-06	7.73600567028307e-05	3.17311231548352e-06	1.64201590292402e-05	1.55777798548151e-05	1.62546122462249e-05	0.00010786613812259	8.24905548314718e-05	0.000117554858934169	7.96005819686993e-05	2.89756387317363e-05	5.76769750122988e-05	0.000141374156804136	0.00010329673081498	0.00406884658382454	0.00317050599896794	0.00431725851862493	0.000665650377920658	0.000315307371245037	0.000311839418036076	0.000135536573348407	0.000181054617280715	0.00011953697353302
RG59	1.82473427307148e-06	0	0	0	5.77520588608984e-06	0	3.3452997493116e-05	0	0	3.89444496370377e-06	0	0.000421352102041367	0.00026396977546071	0.000391849529780564	0.00032724683698243	0.000246292929219758	0.00023749342652123	0.000318091852809306	0.000344322436049933	0.00646151005929644	0.0044384929377329	0.00611525228933185	0.000661900234946457	0.000609237971558206	0.000523992464732751	0.000182575737039913	0.000131911221161664	6.42511232739982e-05
RG60	0.00767300761826559	0.000297448084292695	0	3.34243590043552e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG61	0.00760001824734273	0.000217184315515301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG62	0	0	2.71561287309126e-06	0	2.88760294304492e-06	0	6.27243702995925e-06	3.17311231548352e-06	0	0	0	0.000124720222204245	8.24905548314718e-05	0.000127351097178683	0.000234379491352281	0.000206451425963621	0.000179816451508931	0.000131276002746698	0.000247286113163134	0.00407910294899803	0.0024670264144195	0.0040669611979911	3.75014297420089e-06	1.06883854659334e-05	5.11212160714879e-06	0.000177792093274675	0.000111219264901011	8.51700936422767e-05
RG63	0.0057205419460791	0.00109221677512767	0.000757655991592463	0	0.000360950367880615	6.34233945535994e-05	0	1.90386738929011e-05	0	0	4.06365306155622e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG64	0.00538844030838009	0.00204593920412965	5.43122574618253e-06	0	0	1.33522935902315e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG65	0.00688289767802564	0.000624798356953439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG66	0.00721864878427079	9.28541638797303e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG67	0.0050234934537658	0.00141012425146167	5.43122574618253e-05	0	0.000603509015096388	0	0	8.5674032518055e-05	0	0	2.43819183693373e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG68	1.82473427307148e-06	0	2.71561287309126e-06	0	0	6.67614679511573e-06	3.13621851497962e-05	3.17311231548352e-06	1.64201590292402e-05	3.89444496370377e-06	8.12730612311243e-06	0.00086629992179705	0.000989886657977662	0.000950235109717868	0.000703138474056844	0.00048896390359805	0.000403738825086091	0.000348386314981621	0.00041631712722401	0.00828860825520181	0.00535096951983479	0.00800062796487544	3.75014297420089e-05	2.13767709318669e-05	1.2780304017872e-05	0.000255924941440228	0.000243992650906868	0.000141950156070461
RG69	0.00528990465763423	0.000876606259000165	0	0	0.000863393279970431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG70	0.00287213174581452	0.0014620596312588	9.2330837685103e-05	0.00169461500152081	6.64148676900332e-05	3.33807339755787e-06	0.000742238381878511	1.26924492619341e-05	0	0.00132411128765928	0	0	0	0	0	0	0	0	0	1.46519502478377e-06	0	0	0	0	0	0	0	0
RG71	0.00313306874686374	0.00319796035599342	5.43122574618253e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG72	0.00214223803658592	0.0020947269851512	0.000184661675370206	0.00143724743718727	0.000955796574147868	0.000160227523082778	9.1995743106069e-05	0.000161828728089659	1.23151192719301e-05	0.000171355578402966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG73	0	9.44279632675223e-06	1.62936772385476e-05	2.33970513030486e-05	2.31008235443594e-05	1.66903669877893e-05	7.94508690461505e-05	1.90386738929011e-05	1.64201590292402e-05	7.78888992740755e-06	8.12730612311243e-06	0.000647196828735539	0.000610430105752891	0.000783699059561128	6.19115637534328e-05	2.89756387317363e-05	5.76769750122988e-05	9.59324635456639e-05	0.000175291421989057	0.00185786729142583	0.00166658945987204	0.00214307824235001	0.000206257863581049	0.000133604818324168	0.000214709107500249	9.4078327383012e-05	6.03515390935716e-05	3.43668798907432e-05
RG74	0.0050745860134118	0.000657848144097072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG75	0.0056566762465216	0	2.71561287309126e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG76	0.00478262852972036	0.000588600971034222	0	0	1.44380147152246e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG77	0.00318963550932895	0.00151556881044373	5.70278703349165e-05	0.000287449487437455	9.81785000635273e-05	3.00426605780208e-05	2.71805604631567e-05	8.5674032518055e-05	0	0	4.06365306155622e-05	0	0	5.87774294670846e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG78	0	9.44279632675223e-06	0.000244405158578214	0	2.88760294304492e-06	0.00122173486350618	0.000292713728064765	0.00137713074491985	0.00135876815966963	0.00119948904882076	0.00121503226540531	0.000168540840816547	0.00123735832247208	0.000205721003134796	3.09557818767164e-05	0	8.48190809004394e-05	4.54416932584724e-05	6.2604079281806e-06	3.07690955204592e-05	1.72368657776035e-05	1.33294431106773e-05	0	0	0	0.000773355742046794	0.000223300694646215	0.000171834399453716
RG79	0.00406003375758405	0.000974181821043272	2.98717416040039e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG80	0	0	0	0	2.88760294304492e-06	0	0	0	0	0	0	2.69665345306475e-05	4.12452774157359e-05	4.89811912225705e-05	2.65335273228998e-05	3.62195484146704e-05	7.12480279563691e-05	3.02944621723149e-05	4.38228554972642e-05	0.00181977222078145	0.00153515835831781	0.00219195286708916	3.75014297420089e-06	5.34419273296672e-06	5.11212160714879e-06	4.7039163691506e-05	2.58649453258164e-05	1.94247581991157e-05
RG81	0.00428265133889877	0.000448532825520731	0	0	8.08528824052578e-05	0	0	2.85580108393517e-05	0	0	1.21909591846686e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
